Experiment: Feb_19_eric7_chem_expt vial 10, Thu Feb 18 15:47:28 2021
0.0023,55478
0.0072,55474
0.0125,55475
0.0182,55474
0.0236,55472
0.0292,55474
0.0349,55478
0.0403,55480
0.046,55476
0.0516,55479
0.057,55471
0.0627,55478
0.0681,55477
0.0737,55471
0.0794,55471
0.0848,55469
0.0905,55474
0.0959,55475
0.1015,55475
0.1072,55472
0.1126,55474
0.1182,55473
0.1236,55475
0.1293,55476
0.135,55474
0.1403,55476
0.1459,55468
0.1516,55473
0.157,55476
0.1627,55468
0.1681,55473
0.1738,55475
0.1849,55470
0.1905,55473
0.196,55476
0.4459,55468
0.4516,55469
0.457,55464
0.4627,55471
0.4681,55473
0.4738,55472
0.4792,55466
0.4849,55468
0.4906,55472
0.496,55466
0.5016,55463
0.507,55471
