Experiment: Feb_19_eric7_chem_expt vial 1, Thu Feb 18 15:47:28 2021
0.0023,53015
0.0072,53003
0.0125,53006
0.0182,53010
0.0236,53019
0.0292,53125
0.0349,53130
0.0403,53129
0.046,53121
0.0516,53129
0.057,53121
0.0627,53135
0.0681,53132
0.0737,53120
0.0794,53124
0.0848,53126
0.0905,53135
0.0959,53125
0.1015,53126
0.1072,53127
0.1126,53125
0.1182,53128
0.1236,53116
0.1293,53119
0.135,53127
0.1403,53125
0.1459,53128
0.1516,53128
0.157,53127
0.1627,53119
0.1681,53124
0.1738,53122
0.1849,53124
0.1905,53126
0.196,53120
0.4459,53132
0.4516,53130
0.457,53133
0.4627,53128
0.4681,53130
0.4738,53133
0.4792,53128
0.4849,53121
0.4906,53120
0.496,53118
0.5016,53112
0.507,53119
