Experiment: Feb_19_eric7_chem_expt vial 7, Thu Feb 18 15:47:28 2021
0.0023,54558
0.0072,54562
0.0125,54556
0.0182,54565
0.0236,54566
0.0292,54562
0.0349,54509
0.0403,54524
0.046,54515
0.0516,54510
0.057,54510
0.0627,54525
0.0681,54517
0.0737,54508
0.0794,54517
0.0848,54510
0.0905,54511
0.0959,54516
0.1015,54515
0.1072,54511
0.1126,54517
0.1182,54515
0.1236,54508
0.1293,54514
0.135,54515
0.1403,54523
0.1459,54508
0.1516,54511
0.157,54522
0.1627,54509
0.1681,54513
0.1738,54511
0.1849,54516
0.1905,54510
0.196,54515
0.4459,54498
0.4516,54499
0.457,54503
0.4627,54499
0.4681,54507
0.4738,54511
0.4792,54493
0.4849,54481
0.4906,54496
0.496,54494
0.5016,54489
0.507,54493
