Experiment: Feb_19_eric7_chem_expt vial 2, Thu Feb 18 15:47:28 2021
0.0023,54062
0.0072,54057
0.0125,54058
0.0182,54068
0.0236,54071
0.0292,54005
0.0349,54009
0.0403,54015
0.046,54003
0.0516,54005
0.057,54012
0.0627,54016
0.0681,54002
0.0737,54004
0.0794,54016
0.0848,53997
0.0905,54011
0.0959,54015
0.1015,53999
0.1072,54002
0.1126,54012
0.1182,54011
0.1236,53997
0.1293,54003
0.135,54017
0.1403,54013
0.1459,54001
0.1516,54003
0.157,54012
0.1627,54000
0.1681,54001
0.1738,54007
0.1849,54000
0.1905,54005
0.196,54011
0.4459,53999
0.4516,53991
0.457,53993
0.4627,53997
0.4681,53984
0.4738,53990
0.4792,53992
0.4849,53973
0.4906,53980
0.496,53977
0.5016,53972
0.507,53980
