Experiment: Feb_19_eric7_chem_expt vial 12, Thu Feb 18 15:47:28 2021
0.0023,56487
0.0072,56483
0.0125,56481
0.0182,56484
0.0236,56479
0.0292,56477
0.0349,56486
0.0403,56491
0.046,56485
0.0516,56486
0.057,56488
0.0627,56489
0.0681,56491
0.0737,56487
0.0794,56491
0.0848,56489
0.0905,56491
0.0959,56492
0.1015,56490
0.1072,56485
0.1126,56485
0.1182,56488
0.1236,56485
0.1293,56485
0.135,56480
0.1403,56480
0.1459,56480
0.1516,56484
0.157,56482
0.1627,56482
0.1681,56483
0.1738,56489
0.1849,56495
0.1905,56492
0.196,56494
0.4459,56482
0.4516,56484
0.457,56480
0.4627,56482
0.4681,56481
0.4738,56480
0.4792,56483
0.4849,56485
0.4906,56485
0.496,56483
0.5016,56483
0.507,56489
