Experiment: Feb_19_eric7_chem_expt vial 3, Thu Feb 18 15:47:28 2021
0.0023,53718
0.0072,53710
0.0125,53713
0.0182,53724
0.0236,53717
0.0292,53694
0.0349,53693
0.0403,53690
0.046,53691
0.0516,53689
0.057,53682
0.0627,53695
0.0681,53688
0.0737,53690
0.0794,53690
0.0848,53691
0.0905,53698
0.0959,53690
0.1015,53681
0.1072,53695
0.1126,53698
0.1182,53683
0.1236,53691
0.1293,53696
0.135,53692
0.1403,53697
0.1459,53691
0.1516,53690
0.157,53696
0.1627,53689
0.1681,53691
0.1738,53693
0.1849,53692
0.1905,53696
0.196,53691
0.4459,53683
0.4516,53681
0.457,53678
0.4627,53681
0.4681,53687
0.4738,53684
0.4792,53683
0.4849,53678
0.4906,53679
0.496,53680
0.5016,53681
0.507,53684
