Experiment: Feb_19_eric7_chem_expt vial 5, Thu Feb 18 15:47:28 2021
0.0023,54635
0.0072,54631
0.0125,54631
0.0182,54644
0.0236,54635
0.0292,54634
0.0349,54637
0.0403,54640
0.046,54636
0.0516,54640
0.057,54646
0.0627,54647
0.0681,54648
0.0737,54644
0.0794,54644
0.0848,54641
0.0905,54650
0.0959,54647
0.1015,54639
0.1072,54645
0.1126,54643
0.1182,54643
0.1236,54643
0.1293,54644
0.135,54643
0.1403,54638
0.1459,54643
0.1516,54643
0.157,54644
0.1627,54645
0.1681,54646
0.1738,54645
0.1849,54642
0.1905,54650
0.196,54647
0.4459,54655
0.4516,54649
0.457,54650
0.4627,54653
0.4681,54650
0.4738,54656
0.4792,54641
0.4849,54642
0.4906,54647
0.496,54646
0.5016,54647
0.507,54650
