Experiment: Mar_29_Phage_osmo_expt vial 1, Mon Mar 29 18:22:37 2021
0,0
8.1252,23.64
9.2254,23.51
10.3533,23.52
11.5309,23.67
12.7256,23.64
13.8477,23.65
15.0978,23.5
16.4257,23.58
17.7366,23.58
18.9755,23.84
58.9211,23.5
58.9599,9.85
65.4269,23.66
68.0102,23.6
70.4324,23.5
72.9048,23.53
75.4049,23.52
78.266,23.55
82.9605,23.61
167.8404,23.73
171.1239,24.42
174.0019,23.62
190.2856,23.53
196.9468,23.58
201.8803,23.55
204.6081,23.62
206.986,23.5
209.1417,23.63
211.2861,23.54
213.2918,23.76
215.4196,23.63
217.0974,28.44
219.6642,23.5
221.6308,23.55
223.4975,23.54
225.4475,23.64
227.4088,23.73
229.2979,23.52
231.0754,23.57
233.0145,23.5
234.8533,23.55
234.8923,11.38
237.3701,23.57
239.1423,23.53
241.1425,23.52
243.0592,23.51
245.0371,23.52
247.0426,23.53
249.0093,23.55
250.9928,23.61
253.0262,23.71
255.0318,23.55
257.1763,23.52
259.3875,23.62
