Experiment: Feb_19_fynch_chem_expt vial 1, Fri Feb 19 13:26:32 2021
0.002,0.0
0.0078,-0.02344089840927066
0.0135,-0.009085207920648819
0.0191,-0.012150759055444493
0.0245,-0.012712757882496262
0.0301,-0.006423976623290417
0.0356,-0.014558322143827462
0.0411,-0.010757625365276469
0.0467,-0.010210158275379522
0.0523,-0.012079145416319825
0.0577,-0.009366292082967353
0.0634,-0.014204173082384863
0.0689,-0.016878085878910154
