Experiment: Feb_19_fynch_chem_expt vial 14, Fri Feb 19 13:26:32 2021
0.002,0.0
0.0078,-0.000625369889550198
0.0135,0.0017532506960939997
0.0191,-0.0004097467160708579
0.0245,-0.0014817546243266477
0.0301,-0.0021151606779955534
0.0356,-0.00039583416937516436
0.0411,-0.001890578139735477
0.0467,-0.00041731200688521763
0.0523,-0.0010465941119870426
0.0577,0.0006808488825299497
0.0634,-0.003188001923242534
0.0689,-0.0038629542622468094
