Experiment: Feb_19_fynch_chem_expt vial 2, Fri Feb 19 13:26:32 2021
0.002,0.0
0.0078,0.001308783540038494
0.0135,0.0019661024292869644
0.0191,0.0032833987777649565
0.0245,0.0016410483763737993
0.0301,-0.0003382428445120045
0.0356,-0.0016553563417656125
0.0411,-1.0240976835884652e-05
0.0467,-0.000661646171153496
0.0523,0.0072303364911303625
0.0577,-0.002976175383078594
0.0634,-0.0016567725094605024
0.0689,-0.0069357369470719465
