Experiment: Feb_19_fynch_chem_expt vial 6, Fri Feb 19 13:26:32 2021
0.002,0.0
0.0078,-0.0018093080416896612
0.0135,-0.0024060550310249784
0.0191,-0.005674664687074227
0.0245,-0.004417321836950983
0.0301,-0.0039070030238874676
0.0356,-0.008053471756207076
0.0411,-0.010256514259832317
0.0467,-0.010297108011172673
0.0523,-0.0052945734013643
0.0577,-0.010693228318010783
0.0634,-0.007728515126065982
0.0689,-0.012141251323534608
