Experiment: Feb_19_fynch_chem_expt vial 4, Fri Feb 19 13:26:32 2021
0.002,0.0
0.0078,0.0003766984912396687
0.0135,9.96694354753469e-05
0.0191,2.8245482888600293e-05
0.0245,-1.7484507744525146e-05
0.0301,-6.459618959953062e-06
0.0356,4.656148550741257e-05
0.0411,0.0001596110592467781
0.0467,0.00013135543171216568
0.0523,-0.0004023780514941233
0.0577,1.52555895265305e-05
0.0634,-5.10242902966862e-05
0.0689,-0.00020532554378038803
