Experiment: Feb_19_fynch_chem_expt vial 7, Fri Feb 19 13:26:32 2021
0.002,0.0
0.0078,-0.10357221847845577
0.0135,-0.07485206241398856
0.0191,-0.04526540560464376
0.0245,-0.13631490507291466
0.0301,-0.1078791529670593
0.0356,-0.12006651234763499
0.0411,-0.11465819356899698
0.0467,-0.06667935568894134
0.0523,-0.03403067503850021
0.0577,-0.04091706279295493
0.0634,-0.05695185808335568
0.0689,-0.07509742847307721
