Experiment: Feb_19_fynch_chem_expt vial 5, Fri Feb 19 13:26:32 2021
0.002,0.0
0.0078,0.0010768605960055355
0.0135,0.002118809251669962
0.0191,0.0015936421049238536
0.0245,0.0021363785051617956
0.0301,0.002747236617953508
0.0356,0.00034454184680621225
0.0411,0.006852841885742533
0.0467,-0.0035014555890846566
0.0523,0.003117473708349028
0.0577,-0.002602552958307247
0.0634,-0.001422664812315566
0.0689,-0.0014085741827511988
