Experiment: T3_Aug_19_pumped_od_cal_expt vial 10, Thu Aug 19 18:27:13 2021
0.0032,1623
0.0086,1625
0.0143,1629
0.0197,1627
0.0254,1624
0.0308,1627
0.0365,1626
0.0419,1624
0.0476,1627
0.053,1629
0.0585,1630
0.0642,1625
0.0696,1624
0.0753,1628
0.081,1629
0.0864,1624
0.0921,1621
0.0974,1627
0.1031,1629
0.1085,1625
0.1142,1626
0.1196,1628
0.1252,1627
0.1309,1625
0.1363,1626
0.142,1629
0.1474,1626
0.153,1622
0.1587,1626
0.1642,1632
0.1699,1631
0.1753,1627
0.1808,1621
0.1865,1624
0.1919,1632
0.1976,1627
0.203,1623
0.2086,1623
0.2141,1627
0.2198,1630
0.2252,1630
0.2309,1622
0.2363,1624
0.242,1628
0.2474,1629
0.2531,1623
0.2588,1623
0.2642,1629
0.2697,1628
0.2754,1630
0.2808,1625
0.2865,1624
0.2919,1627
0.2976,1629
0.303,1624
0.3087,1621
0.3141,1627
0.3198,1629
0.3253,1628
0.3307,1626
0.3364,1623
0.3421,1628
0.3474,1626
0.3531,1622
0.3586,1623
0.3643,1630
0.3697,1629
0.3754,1627
0.3808,1625
0.3865,1632
0.3919,1629
0.3976,1625
0.403,1621
0.4087,1626
0.4141,1634
0.4198,1626
0.4252,1622
0.4309,1626
0.4363,1633
0.4421,1632
0.4475,1628
0.4532,1622
0.4586,1625
0.4643,1632
0.4697,1630
0.4753,1623
0.4807,1623
0.4864,1627
0.4919,1631
0.4976,1629
0.503,1624
0.5087,1622
0.5141,1625
0.5198,1632
0.5252,1626
0.5309,1623
0.5363,1623
0.542,1629
0.5474,1630
0.5532,1632
0.5586,1624
0.5643,1624
0.5697,1626
0.5754,1628
0.5808,1623
0.5865,1621
0.5919,1629
0.5976,1628
0.603,1627
0.6087,1623
0.6141,1625
0.6198,1629
0.6252,1627
0.6309,1623
0.6365,1627
0.6419,1631
0.6476,1627
0.653,1621
0.6587,1627
0.6641,1634
0.6698,1632
0.6752,1628
0.6809,1623
0.6863,1625
0.692,1631
0.6974,1628
0.7031,1623
0.7086,1626
0.7142,1633
0.7197,1632
0.7253,1627
0.7307,1622
0.7364,1625
0.7419,1630
0.7475,1627
0.753,1625
0.7586,1623
0.7641,1633
0.7698,1636
0.7752,1635
0.7809,1630
0.7863,1626
0.792,1623
0.7974,1626
0.803,1633
0.8087,1625
0.8142,1625
0.8199,1631
0.8253,1632
0.831,1627
0.8364,1624
0.8421,1627
0.8475,1630
0.8532,1630
0.8586,1623
0.8643,1626
0.8698,1633
0.8754,1636
0.8808,1636
0.8865,1631
0.8919,1625
0.8976,1622
0.903,1629
0.9087,1631
0.9141,1626
0.9198,1621
0.9253,1629
0.931,1639
0.9364,1641
0.942,1636
0.9474,1632
0.9531,1629
0.9585,1622
0.9642,1626
0.9697,1631
0.9753,1630
0.9808,1627
0.9865,1634
0.9919,1633
0.9976,1632
1.003,1627
1.0087,1624
1.0142,1627
1.0199,1631
1.0253,1627
1.0308,1627
1.0365,1636
1.0419,1640
1.0476,1640
1.053,1639
1.0587,1636
1.0641,1630
1.0698,1627
