Experiment: T3_Aug_19_pumped_od_cal_expt vial 6, Thu Aug 19 18:27:13 2021
0.0032,1621
0.0086,1616
0.0143,1621
0.0197,1625
0.0254,1620
0.0308,1618
0.0365,1621
0.0419,1624
0.0476,1624
0.053,1617
0.0585,1622
0.0642,1627
0.0696,1623
0.0753,1619
0.081,1619
0.0864,1625
0.0921,1624
0.0974,1619
0.1031,1617
0.1085,1625
0.1142,1628
0.1196,1623
0.1252,1619
0.1309,1617
0.1363,1623
0.142,1625
0.1474,1622
0.153,1617
0.1587,1621
0.1642,1626
0.1699,1627
0.1753,1623
0.1808,1618
0.1865,1617
0.1919,1626
0.1976,1625
0.203,1620
0.2086,1617
0.2141,1621
0.2198,1627
0.2252,1626
0.2309,1621
0.2363,1618
0.242,1618
0.2474,1625
0.2531,1625
0.2588,1620
0.2642,1618
0.2697,1626
0.2754,1629
0.2808,1626
0.2865,1620
0.2919,1616
0.2976,1623
0.303,1627
0.3087,1623
0.3141,1616
0.3198,1619
0.3253,1626
0.3307,1628
0.3364,1624
0.3421,1620
0.3474,1617
0.3531,1623
0.3586,1623
0.3643,1621
0.3697,1616
0.3754,1623
0.3808,1628
0.3865,1630
0.3919,1627
0.3976,1622
0.403,1616
0.4087,1621
0.4141,1625
0.4198,1625
0.4252,1618
0.4309,1616
0.4363,1626
0.4421,1628
0.4475,1627
0.4532,1621
0.4586,1616
0.4643,1620
0.4697,1626
0.4753,1622
0.4807,1617
0.4864,1619
0.4919,1626
0.4976,1632
0.503,1626
0.5087,1619
0.5141,1618
0.5198,1624
0.5252,1626
0.5309,1618
0.5363,1618
0.542,1621
0.5474,1627
0.5532,1628
0.5586,1627
0.5643,1620
0.5697,1616
0.5754,1619
0.5808,1624
0.5865,1620
0.5919,1619
0.5976,1619
0.603,1628
0.6087,1628
0.6141,1626
0.6198,1620
0.6252,1618
0.6309,1621
0.6365,1624
0.6419,1620
0.6476,1618
0.653,1618
0.6587,1628
0.6641,1632
0.6698,1628
0.6752,1625
0.6809,1618
0.6863,1618
0.692,1623
0.6974,1625
0.7031,1618
0.7086,1621
0.7142,1628
0.7197,1627
0.7253,1623
0.7307,1618
0.7364,1620
0.7419,1624
0.7475,1624
0.753,1617
0.7586,1618
0.7641,1627
0.7698,1633
0.7752,1630
0.7809,1627
0.7863,1620
0.792,1616
0.7974,1621
0.803,1624
0.8087,1620
0.8142,1619
0.8199,1624
0.8253,1625
0.831,1619
0.8364,1619
0.8421,1622
0.8475,1625
0.8532,1620
0.8586,1619
0.8643,1623
0.8698,1629
0.8754,1631
0.8808,1629
0.8865,1625
0.8919,1621
0.8976,1618
0.903,1624
0.9087,1624
0.9141,1622
0.9198,1616
0.9253,1625
0.931,1633
0.9364,1636
0.942,1634
0.9474,1628
0.9531,1624
0.9585,1618
0.9642,1617
0.9697,1623
0.9753,1626
0.9808,1627
0.9865,1631
0.9919,1631
0.9976,1630
1.003,1625
1.0087,1620
1.0142,1617
1.0199,1624
1.0253,1625
1.0308,1624
1.0365,1634
1.0419,1637
1.0476,1638
1.053,1634
1.0587,1632
1.0641,1628
1.0698,1627
