Experiment: T3_Aug_19_pumped_od_cal_expt vial 14, Thu Aug 19 18:27:14 2021
0.0032,1621
0.0086,1625
0.0143,1625
0.0197,1619
0.0254,1627
0.0308,1623
0.0365,1622
0.0419,1624
0.0476,1625
0.053,1622
0.0585,1629
0.0642,1624
0.0696,1619
0.0753,1622
0.081,1623
0.0864,1621
0.0921,1625
0.0974,1620
0.1031,1621
0.1085,1628
0.1142,1622
0.1196,1620
0.1252,1625
0.1309,1624
0.1363,1621
0.142,1626
0.1474,1623
0.153,1621
0.1587,1625
0.1642,1622
0.1699,1620
0.1753,1625
0.1808,1621
0.1865,1624
0.1919,1623
0.1976,1622
0.203,1626
0.2086,1621
0.2141,1623
0.2198,1626
0.2252,1620
0.2309,1624
0.2363,1625
0.242,1622
0.2474,1624
0.2531,1623
0.2588,1623
0.2642,1624
0.2697,1624
0.2754,1625
0.2808,1621
0.2865,1626
0.2919,1622
0.2976,1623
0.303,1622
0.3087,1620
0.3141,1622
0.3198,1623
0.3253,1623
0.3307,1623
0.3364,1621
0.3421,1623
0.3474,1623
0.3531,1626
0.3586,1623
0.3643,1623
0.3697,1625
0.3754,1625
0.3808,1624
0.3865,1626
0.3919,1621
0.3976,1626
0.403,1623
0.4087,1623
0.4141,1626
0.4198,1621
0.4252,1624
0.4309,1625
0.4363,1623
0.4421,1624
0.4475,1622
0.4532,1626
0.4586,1620
0.4643,1625
0.4697,1624
0.4753,1620
0.4807,1624
0.4864,1622
0.4919,1627
0.4976,1627
0.503,1622
0.5087,1626
0.5141,1625
0.5198,1621
0.5252,1625
0.5309,1623
0.5363,1620
0.542,1625
0.5474,1624
0.5532,1622
0.5586,1622
0.5643,1624
0.5697,1622
0.5754,1621
0.5808,1624
0.5865,1621
0.5919,1623
0.5976,1623
0.603,1624
0.6087,1622
0.6141,1624
0.6198,1621
0.6252,1624
0.6309,1622
0.6365,1623
0.6419,1626
0.6476,1622
0.653,1626
0.6587,1628
0.6641,1627
0.6698,1621
0.6752,1623
0.6809,1626
0.6863,1622
0.692,1623
0.6974,1623
0.7031,1622
0.7086,1628
0.7142,1630
0.7197,1625
0.7253,1620
0.7307,1626
0.7364,1626
0.7419,1621
0.7475,1628
0.753,1624
0.7586,1620
0.7641,1630
0.7698,1633
0.7752,1630
0.7809,1623
0.7863,1623
0.792,1625
0.7974,1622
0.803,1624
0.8087,1623
0.8142,1627
0.8199,1632
0.8253,1629
0.831,1626
0.8364,1622
0.8421,1626
0.8475,1623
0.8532,1623
0.8586,1625
0.8643,1623
0.8698,1627
0.8754,1633
0.8808,1633
0.8865,1629
0.8919,1624
0.8976,1621
0.903,1626
0.9087,1624
0.9141,1623
0.9198,1624
0.9253,1625
0.931,1631
0.9364,1631
0.942,1626
0.9474,1622
0.9531,1624
0.9585,1624
0.9642,1623
0.9697,1624
0.9753,1621
0.9808,1631
0.9865,1638
0.9919,1640
0.9976,1638
1.003,1632
1.0087,1628
1.0142,1623
1.0199,1622
1.0253,1626
1.0308,1631
1.0365,1641
1.0419,1646
1.0476,1646
1.053,1646
1.0587,1642
1.0641,1638
1.0698,1636
