Experiment: T3_Aug_19_pumped_od_cal_expt vial 4, Thu Aug 19 18:27:13 2021
0.0032,1623
0.0086,1618
0.0143,1616
0.0197,1622
0.0254,1622
0.0308,1618
0.0365,1619
0.0419,1623
0.0476,1623
0.053,1617
0.0585,1620
0.0642,1626
0.0696,1625
0.0753,1619
0.081,1618
0.0864,1622
0.0921,1624
0.0974,1618
0.1031,1616
0.1085,1625
0.1142,1625
0.1196,1625
0.1252,1619
0.1309,1616
0.1363,1622
0.142,1620
0.1474,1616
0.153,1617
0.1587,1622
0.1642,1626
0.1699,1623
0.1753,1621
0.1808,1620
0.1865,1622
0.1919,1621
0.1976,1619
0.203,1619
0.2086,1623
0.2141,1622
0.2198,1620
0.2252,1619
0.2309,1620
0.2363,1618
0.242,1619
0.2474,1621
0.2531,1617
0.2588,1619
0.2642,1619
0.2697,1620
0.2754,1622
0.2808,1618
0.2865,1620
0.2919,1621
0.2976,1620
0.303,1620
0.3087,1622
0.3141,1618
0.3198,1617
0.3253,1626
0.3307,1627
0.3364,1625
0.3421,1622
0.3474,1619
0.3531,1620
0.3586,1622
0.3643,1622
0.3697,1618
0.3754,1621
0.3808,1624
0.3865,1627
0.3919,1626
0.3976,1621
0.403,1617
0.4087,1620
0.4141,1622
0.4198,1621
0.4252,1616
0.4309,1622
0.4363,1626
0.4421,1626
0.4475,1622
0.4532,1619
0.4586,1620
0.4643,1621
0.4697,1620
0.4753,1617
0.4807,1623
0.4864,1622
0.4919,1623
0.4976,1620
0.503,1617
0.5087,1621
0.5141,1623
0.5198,1620
0.5252,1619
0.5309,1623
0.5363,1621
0.542,1618
0.5474,1621
0.5532,1626
0.5586,1627
0.5643,1622
0.5697,1617
0.5754,1620
0.5808,1621
0.5865,1619
0.5919,1618
0.5976,1620
0.603,1626
0.6087,1629
0.6141,1627
0.6198,1622
0.6252,1617
0.6309,1620
0.6365,1623
0.6419,1617
0.6476,1619
0.653,1620
0.6587,1629
0.6641,1628
0.6698,1627
0.6752,1624
0.6809,1616
0.6863,1619
0.692,1622
0.6974,1622
0.7031,1617
0.7086,1622
0.7142,1631
0.7197,1628
0.7253,1622
0.7307,1619
0.7364,1618
0.7419,1621
0.7475,1621
0.753,1618
0.7586,1619
0.7641,1626
0.7698,1631
0.7752,1628
0.7809,1625
0.7863,1621
0.792,1618
0.7974,1622
0.803,1621
0.8087,1617
0.8142,1624
0.8199,1631
0.8253,1630
0.831,1627
0.8364,1624
0.8421,1616
0.8475,1619
0.8532,1625
0.8586,1622
0.8643,1617
0.8698,1622
0.8754,1630
0.8808,1631
0.8865,1626
0.8919,1623
0.8976,1617
0.903,1619
0.9087,1624
0.9141,1623
0.9198,1620
0.9253,1622
0.931,1633
0.9364,1632
0.942,1630
0.9474,1626
0.9531,1621
0.9585,1616
0.9642,1622
0.9697,1623
0.9753,1619
0.9808,1622
0.9865,1633
0.9919,1636
0.9976,1632
1.003,1629
1.0087,1623
1.0142,1619
1.0199,1618
1.0253,1622
1.0308,1626
1.0365,1636
1.0419,1641
1.0476,1643
1.053,1638
1.0587,1637
1.0641,1632
1.0698,1629
