Experiment: T3_Aug_19_pumped_od_cal_expt vial 11, Thu Aug 19 18:27:13 2021
0.0032,1624
0.0086,1627
0.0143,1623
0.0197,1624
0.0254,1628
0.0308,1623
0.0365,1625
0.0419,1626
0.0476,1626
0.053,1623
0.0585,1631
0.0642,1627
0.0696,1622
0.0753,1624
0.081,1629
0.0864,1625
0.0921,1622
0.0974,1627
0.1031,1625
0.1085,1625
0.1142,1627
0.1196,1624
0.1252,1626
0.1309,1627
0.1363,1624
0.142,1626
0.1474,1628
0.153,1623
0.1587,1624
0.1642,1632
0.1699,1628
0.1753,1619
0.1808,1625
0.1865,1630
0.1919,1625
0.1976,1621
0.203,1628
0.2086,1627
0.2141,1623
0.2198,1628
0.2252,1630
0.2309,1622
0.2363,1625
0.242,1628
0.2474,1622
0.2531,1623
0.2588,1625
0.2642,1623
0.2697,1625
0.2754,1629
0.2808,1622
0.2865,1625
0.2919,1629
0.2976,1625
0.303,1626
0.3087,1629
0.3141,1624
0.3198,1625
0.3253,1631
0.3307,1630
0.3364,1625
0.3421,1623
0.3474,1628
0.3531,1626
0.3586,1622
0.3643,1626
0.3697,1625
0.3754,1626
0.3808,1631
0.3865,1630
0.3919,1627
0.3976,1621
0.403,1629
0.4087,1626
0.4141,1622
0.4198,1626
0.4252,1628
0.4309,1623
0.4363,1630
0.4421,1632
0.4475,1627
0.4532,1623
0.4586,1627
0.4643,1628
0.4697,1622
0.4753,1625
0.4807,1626
0.4864,1622
0.4919,1628
0.4976,1633
0.503,1627
0.5087,1621
0.5141,1628
0.5198,1628
0.5252,1623
0.5309,1626
0.5363,1627
0.542,1623
0.5474,1630
0.5532,1633
0.5586,1628
0.5643,1622
0.5697,1626
0.5754,1628
0.5808,1624
0.5865,1622
0.5919,1628
0.5976,1623
0.603,1627
0.6087,1631
0.6141,1626
0.6198,1622
0.6252,1627
0.6309,1627
0.6365,1623
0.6419,1626
0.6476,1628
0.653,1623
0.6587,1627
0.6641,1633
0.6698,1629
0.6752,1621
0.6809,1626
0.6863,1629
0.692,1627
0.6974,1622
0.7031,1626
0.7086,1632
0.7142,1636
0.7197,1629
0.7253,1623
0.7307,1629
0.7364,1628
0.7419,1622
0.7475,1625
0.753,1629
0.7586,1624
0.7641,1627
0.7698,1634
0.7752,1630
0.7809,1626
0.7863,1623
0.792,1630
0.7974,1627
0.803,1622
0.8087,1628
0.8142,1635
0.8199,1634
0.8253,1632
0.831,1625
0.8364,1626
0.8421,1629
0.8475,1626
0.8532,1624
0.8586,1627
0.8643,1625
0.8698,1629
0.8754,1635
0.8808,1632
0.8865,1628
0.8919,1623
0.8976,1628
0.903,1626
0.9087,1624
0.9141,1627
0.9198,1626
0.9253,1627
0.931,1634
0.9364,1634
0.942,1631
0.9474,1622
0.9531,1627
0.9585,1627
0.9642,1622
0.9697,1629
0.9753,1627
0.9808,1631
0.9865,1638
0.9919,1633
0.9976,1630
1.003,1626
1.0087,1626
1.0142,1627
1.0199,1626
1.0253,1621
1.0308,1634
1.0365,1647
1.0419,1648
1.0476,1648
1.053,1646
1.0587,1640
1.0641,1636
1.0698,1630
