Experiment: Mar_4_Turb_expt vial 11, Thu Mar  4 17:36:03 2021
0.0012,104
0.0063,101
0.0118,101
0.0175,102
0.0229,104
0.0286,103
0.034,103
0.0397,103
0.0451,101
0.0508,102
0.0562,100
0.0619,101
0.0673,103
0.073,102
0.0786,103
0.084,101
0.0897,101
0.0951,100
0.1007,96
0.1063,95
0.112,103
0.1174,102
0.1231,102
0.1285,102
0.1341,102
0.1395,101
0.1452,103
0.1506,100
0.1563,101
0.162,101
0.1674,106
0.1729,99
0.1786,105
0.184,102
0.1897,103
0.1961,103
0.2007,102
0.2064,103
0.2119,102
0.2174,104
0.2228,103
0.2285,99
0.234,103
0.2397,99
0.2452,98
0.2507,99
0.2564,101
0.2618,101
0.2675,105
0.2729,102
0.2786,102
0.284,104
0.2897,101
0.2951,105
0.3007,102
0.3064,101
0.3131,103
0.3173,100
0.3238,100
0.3301,103
0.3341,103
0.3398,100
0.3451,101
0.3508,97
0.3562,100
0.3619,100
0.3673,103
0.373,101
0.3786,103
0.384,103
0.3897,100
0.3951,100
0.4008,97
0.4065,101
0.4119,104
0.4173,102
0.423,99
0.4284,99
0.4341,103
0.4395,103
0.4452,104
0.4506,104
0.4563,103
0.4619,96
0.4673,102
0.473,103
0.4784,106
0.4841,102
0.4896,104
0.4953,103
0.5007,102
0.5063,100
0.5117,99
0.5174,104
0.5231,102
0.5285,104
0.5342,99
0.5396,101
0.5452,101
0.5506,100
0.5563,100
0.5618,101
0.5675,100
0.5729,95
0.5785,100
0.5839,105
0.5896,103
0.5953,103
0.6007,105
0.6064,103
0.6118,102
0.6175,101
0.6229,103
0.6286,100
0.6342,100
0.6396,101
0.6453,96
0.6507,100
0.6564,101
0.6618,101
0.6675,103
0.6729,100
0.6786,101
0.684,101
0.6896,101
0.6953,102
0.7007,99
0.7064,104
0.7118,100
0.7175,102
0.7229,100
0.7286,101
0.734,99
0.7397,101
0.7451,101
0.7508,99
0.7562,102
0.7619,101
0.7675,103
0.7729,101
0.7786,104
0.784,101
0.7897,104
0.7953,104
0.8007,102
0.8062,102
0.8119,100
0.8173,100
0.823,101
0.8287,102
0.8341,104
0.8397,98
0.8451,98
0.8508,101
0.8562,102
0.8619,100
0.8676,103
0.873,101
0.8785,101
0.8841,105
0.8896,101
0.8952,101
0.9007,97
0.9063,103
0.912,101
0.9174,99
0.9231,101
0.9285,101
0.9342,101
0.9396,103
0.9453,102
0.9507,104
0.9564,105
0.9618,102
0.9675,104
0.9731,97
0.9785,101
0.9842,102
0.9896,100
0.9953,100
1.0064,97
1.0118,99
1.0174,96
1.0231,97
1.0285,100
1.0342,103
1.0396,100
1.0453,98
1.0507,98
1.0564,101
1.0618,102
1.0675,102
1.0729,104
1.0786,98
1.084,100
1.0897,103
1.0951,102
1.1008,100
1.1062,102
1.1119,105
1.1176,103
1.123,102
1.1287,104
1.1341,102
1.1398,100
1.1451,101
1.1508,101
1.1563,103
1.1619,104
1.1673,100
1.173,100
1.1785,100
1.1841,104
1.1896,104
1.1952,104
1.2007,102
1.2064,102
1.212,101
1.2174,105
1.2231,104
1.2287,102
1.2341,103
1.2398,104
1.2452,101
1.2509,105
1.2563,106
1.2619,103
1.2674,106
1.2731,104
1.2785,103
1.2842,105
1.2897,100
1.2951,105
1.3008,107
1.3062,104
1.3119,104
1.3176,102
1.323,107
1.3284,105
1.3343,104
1.3396,103
1.3452,103
1.3509,104
1.3563,106
1.3618,105
1.3675,107
1.3729,104
1.3786,104
1.384,104
1.3896,102
1.3952,105
1.4007,106
1.4064,103
1.4118,102
1.4175,105
1.423,104
1.4287,104
1.4341,105
1.4396,108
1.4453,106
1.4509,105
1.4564,106
1.4618,103
1.4674,103
1.473,103
1.4785,101
1.4841,105
1.4898,101
1.4952,105
1.5007,105
1.5064,103
1.512,105
1.5173,104
1.523,107
1.5284,106
1.5341,108
1.5398,104
1.5451,104
1.5508,104
1.5565,105
1.5619,104
1.5674,100
1.5729,105
1.5784,106
1.584,103
1.5897,105
1.5952,104
1.6007,105
1.6064,105
1.6118,105
1.6175,105
1.6229,106
1.6285,100
1.6343,107
1.6397,106
1.6453,104
1.6507,104
1.6564,107
1.6618,105
1.6675,105
1.6729,102
1.6786,105
1.6842,104
1.6896,105
1.6953,103
1.7007,103
1.7063,98
1.7119,102
1.7173,101
1.723,100
1.7287,99
1.7341,99
1.7398,103
1.7452,101
1.7508,102
1.7562,101
1.7619,103
1.7676,106
1.773,106
1.7785,103
1.7842,108
1.7896,108
1.7953,104
1.8007,102
1.8063,104
1.812,101
1.8174,104
1.8231,106
1.8285,106
1.8342,107
1.8396,105
1.8453,106
1.8507,105
1.8563,106
1.862,106
1.8674,104
1.8731,105
1.8785,107
1.8842,108
1.8896,106
1.8952,106
1.9007,103
1.9064,104
1.9118,103
1.9175,103
1.9231,107
1.9285,107
1.9342,103
1.9396,105
1.9453,106
1.9507,101
1.9564,105
1.9618,106
1.9675,105
1.9729,102
1.9786,104
1.9842,103
1.9896,103
1.9953,103
2.0007,102
23.6681,104
