Experiment: Mar_4_Turb_expt vial 13, Thu Mar  4 17:36:03 2021
0.0012,105
0.0063,101
0.0118,100
0.0175,104
0.0229,100
0.0286,103
0.034,100
0.0397,103
0.0451,102
0.0508,100
0.0562,103
0.0619,104
0.0673,105
0.073,102
0.0786,101
0.084,103
0.0897,103
0.0951,99
0.1007,99
0.1063,96
0.112,100
0.1174,102
0.1231,103
0.1285,103
0.1341,102
0.1395,100
0.1452,102
0.1506,103
0.1563,101
0.162,101
0.1674,102
0.1729,102
0.1786,101
0.184,101
0.1897,102
0.1961,104
0.2007,104
0.2064,104
0.2119,102
0.2174,103
0.2228,100
0.2285,103
0.234,101
0.2397,98
0.2452,98
0.2507,99
0.2564,102
0.2618,101
0.2675,102
0.2729,104
0.2786,104
0.284,104
0.2897,102
0.2951,102
0.3007,100
0.3064,102
0.3131,102
0.3173,105
0.3238,101
0.3301,99
0.3341,102
0.3398,102
0.3451,100
0.3508,98
0.3562,97
0.3619,98
0.3673,103
0.373,102
0.3786,102
0.384,101
0.3897,102
0.3951,98
0.4008,98
0.4065,100
0.4119,100
0.4173,103
0.423,97
0.4284,100
0.4341,102
0.4395,102
0.4452,102
0.4506,103
0.4563,102
0.4619,102
0.4673,102
0.473,103
0.4784,103
0.4841,100
0.4896,102
0.4953,103
0.5007,101
0.5063,100
0.5117,104
0.5174,101
0.5231,104
0.5285,102
0.5342,98
0.5396,101
0.5452,102
0.5506,101
0.5563,102
0.5618,100
0.5675,101
0.5729,99
0.5785,101
0.5839,103
0.5896,102
0.5953,100
0.6007,102
0.6064,102
0.6118,105
0.6175,101
0.6229,98
0.6286,103
0.6342,100
0.6396,100
0.6453,100
0.6507,99
0.6564,99
0.6618,101
0.6675,101
0.6729,101
0.6786,100
0.684,102
0.6896,100
0.6953,100
0.7007,102
0.7064,101
0.7118,102
0.7175,100
0.7229,99
0.7286,100
0.734,98
0.7397,98
0.7451,102
0.7508,100
0.7562,100
0.7619,100
0.7675,104
0.7729,104
0.7786,98
0.784,100
0.7897,105
0.7953,101
0.8007,104
0.8062,102
0.8119,99
0.8173,103
0.823,99
0.8287,100
0.8341,100
0.8397,101
0.8451,99
0.8508,102
0.8562,105
0.8619,101
0.8676,102
0.873,99
0.8785,101
0.8841,104
0.8896,100
0.8952,101
0.9007,102
0.9063,103
0.912,106
0.9174,96
0.9231,102
0.9285,101
0.9342,100
0.9396,103
0.9453,101
0.9507,103
0.9564,101
0.9618,100
0.9675,100
0.9731,100
0.9785,102
0.9842,100
0.9896,99
0.9953,101
1.0064,98
1.0118,96
1.0174,97
1.0231,96
1.0285,101
1.0342,101
1.0396,99
1.0453,99
1.0507,100
1.0564,100
1.0618,100
1.0675,103
1.0729,103
1.0786,98
1.084,103
1.0897,100
1.0951,102
1.1008,100
1.1062,101
1.1119,101
1.1176,101
1.123,101
1.1287,102
1.1341,103
1.1398,100
1.1451,104
1.1508,103
1.1563,103
1.1619,100
1.1673,96
1.173,99
1.1785,99
1.1841,106
1.1896,106
1.1952,103
1.2007,105
1.2064,100
1.212,102
1.2174,106
1.2231,101
1.2287,102
1.2341,101
1.2398,102
1.2452,103
1.2509,106
1.2563,103
1.2619,105
1.2674,104
1.2731,101
1.2785,103
1.2842,106
1.2897,104
1.2951,105
1.3008,105
1.3062,106
1.3119,107
1.3176,104
1.323,103
1.3284,105
1.3343,103
1.3396,105
1.3452,105
1.3509,104
1.3563,101
1.3618,104
1.3675,103
1.3729,106
1.3786,104
1.384,102
1.3896,99
1.3952,103
1.4007,106
1.4064,100
1.4118,102
1.4175,104
1.423,104
1.4287,103
1.4341,105
1.4396,105
1.4453,105
1.4509,105
1.4564,106
1.4618,105
1.4674,99
1.473,104
1.4785,102
1.4841,101
1.4898,105
1.4952,105
1.5007,105
1.5064,103
1.512,105
1.5173,106
1.523,104
1.5284,106
1.5341,105
1.5398,105
1.5451,103
1.5508,105
1.5565,104
1.5619,106
1.5674,103
1.5729,105
1.5784,107
1.584,106
1.5897,104
1.5952,103
1.6007,103
1.6064,105
1.6118,108
1.6175,103
1.6229,104
1.6285,106
1.6343,103
1.6397,107
1.6453,103
1.6507,100
1.6564,104
1.6618,104
1.6675,107
1.6729,105
1.6786,106
1.6842,105
1.6896,101
1.6953,104
1.7007,102
1.7063,97
1.7119,100
1.7173,101
1.723,103
1.7287,100
1.7341,98
1.7398,101
1.7452,102
1.7508,101
1.7562,102
1.7619,104
1.7676,108
1.773,106
1.7785,104
1.7842,107
1.7896,105
1.7953,101
1.8007,101
1.8063,103
1.812,103
1.8174,104
1.8231,104
1.8285,104
1.8342,105
1.8396,105
1.8453,105
1.8507,103
1.8563,109
1.862,108
1.8674,106
1.8731,105
1.8785,109
1.8842,106
1.8896,107
1.8952,105
1.9007,104
1.9064,102
1.9118,100
1.9175,103
1.9231,105
1.9285,107
1.9342,102
1.9396,106
1.9453,106
1.9507,104
1.9564,102
1.9618,104
1.9675,105
1.9729,103
1.9786,106
1.9842,104
1.9896,103
1.9953,102
2.0007,103
23.6681,104
