Experiment: Mar_4_Turb_expt vial 7, Thu Mar  4 17:36:03 2021
0.0012,101
0.0063,102
0.0118,103
0.0175,104
0.0229,105
0.0286,102
0.034,104
0.0397,101
0.0451,102
0.0508,102
0.0562,103
0.0619,105
0.0673,101
0.073,105
0.0786,102
0.084,99
0.0897,100
0.0951,101
0.1007,98
0.1063,99
0.112,102
0.1174,99
0.1231,104
0.1285,102
0.1341,103
0.1395,100
0.1452,106
0.1506,101
0.1563,103
0.162,99
0.1674,104
0.1729,104
0.1786,105
0.184,106
0.1897,105
0.1961,104
0.2007,101
0.2064,103
0.2119,103
0.2174,100
0.2228,101
0.2285,104
0.234,100
0.2397,100
0.2452,102
0.2507,103
0.2564,102
0.2618,104
0.2675,101
0.2729,105
0.2786,104
0.284,102
0.2897,103
0.2951,104
0.3007,101
0.3064,103
0.3131,102
0.3173,101
0.3238,100
0.3301,102
0.3341,103
0.3398,101
0.3451,99
0.3508,103
0.3562,103
0.3619,103
0.3673,104
0.373,102
0.3786,100
0.384,102
0.3897,104
0.3951,98
0.4008,100
0.4065,99
0.4119,99
0.4173,102
0.423,101
0.4284,98
0.4341,99
0.4395,100
0.4452,102
0.4506,101
0.4563,99
0.4619,100
0.4673,102
0.473,105
0.4784,103
0.4841,99
0.4896,102
0.4953,103
0.5007,100
0.5063,103
0.5117,100
0.5174,102
0.5231,104
0.5285,101
0.5342,99
0.5396,102
0.5452,102
0.5506,101
0.5563,104
0.5618,105
0.5675,101
0.5729,98
0.5785,105
0.5839,102
0.5896,100
0.5953,102
0.6007,102
0.6064,102
0.6118,102
0.6175,101
0.6229,103
0.6286,99
0.6342,100
0.6396,101
0.6453,102
0.6507,99
0.6564,102
0.6618,102
0.6675,98
0.6729,102
0.6786,99
0.684,105
0.6896,100
0.6953,100
0.7007,100
0.7064,99
0.7118,101
0.7175,102
0.7229,102
0.7286,99
0.734,100
0.7397,102
0.7451,103
0.7508,100
0.7562,99
0.7619,104
0.7675,103
0.7729,100
0.7786,103
0.784,104
0.7897,101
0.7953,104
0.8007,101
0.8062,102
0.8119,101
0.8173,100
0.823,103
0.8287,99
0.8341,105
0.8397,102
0.8451,102
0.8508,102
0.8562,102
0.8619,102
0.8676,104
0.873,101
0.8785,100
0.8841,103
0.8896,102
0.8952,100
0.9007,102
0.9063,103
0.912,102
0.9174,99
0.9231,100
0.9285,100
0.9342,103
0.9396,104
0.9453,105
0.9507,101
0.9564,104
0.9618,102
0.9675,102
0.9731,100
0.9785,102
0.9842,102
0.9896,101
0.9953,100
1.0064,101
1.0118,96
1.0174,93
1.0231,97
1.0285,100
1.0342,103
1.0396,102
1.0453,101
1.0507,101
1.0564,100
1.0618,101
1.0675,101
1.0729,102
1.0786,100
1.084,101
1.0897,103
1.0951,102
1.1008,103
1.1062,102
1.1119,101
1.1176,104
1.123,100
1.1287,103
1.1341,104
1.1398,97
1.1451,104
1.1508,101
1.1563,102
1.1619,100
1.1673,101
1.173,101
1.1785,102
1.1841,102
1.1896,106
1.1952,102
1.2007,104
1.2064,103
1.212,102
1.2174,104
1.2231,102
1.2287,104
1.2341,107
1.2398,102
1.2452,104
1.2509,103
1.2563,105
1.2619,103
1.2674,106
1.2731,104
1.2785,104
1.2842,102
1.2897,104
1.2951,105
1.3008,105
1.3062,103
1.3119,103
1.3176,105
1.323,106
1.3284,103
1.3343,104
1.3396,104
1.3452,106
1.3509,106
1.3563,105
1.3618,101
1.3675,104
1.3729,103
1.3786,104
1.384,100
1.3896,103
1.3952,100
1.4007,104
1.4064,102
1.4118,104
1.4175,102
1.423,102
1.4287,106
1.4341,106
1.4396,103
1.4453,104
1.4509,102
1.4564,105
1.4618,104
1.4674,105
1.473,106
1.4785,106
1.4841,105
1.4898,105
1.4952,103
1.5007,105
1.5064,106
1.512,104
1.5173,104
1.523,106
1.5284,102
1.5341,107
1.5398,105
1.5451,105
1.5508,107
1.5565,103
1.5619,108
1.5674,103
1.5729,104
1.5784,105
1.584,107
1.5897,103
1.5952,106
1.6007,103
1.6064,105
1.6118,103
1.6175,107
1.6229,103
1.6285,101
1.6343,106
1.6397,104
1.6453,110
1.6507,103
1.6564,104
1.6618,107
1.6675,105
1.6729,106
1.6786,107
1.6842,105
1.6896,100
1.6953,104
1.7007,102
1.7063,102
1.7119,100
1.7173,104
1.723,104
1.7287,100
1.7341,100
1.7398,101
1.7452,103
1.7508,102
1.7562,104
1.7619,105
1.7676,107
1.773,107
1.7785,104
1.7842,107
1.7896,106
1.7953,103
1.8007,104
1.8063,101
1.812,103
1.8174,103
1.8231,105
1.8285,106
1.8342,105
1.8396,104
1.8453,106
1.8507,106
1.8563,104
1.862,106
1.8674,102
1.8731,105
1.8785,106
1.8842,107
1.8896,106
1.8952,106
1.9007,103
1.9064,107
1.9118,105
1.9175,107
1.9231,105
1.9285,108
1.9342,106
1.9396,105
1.9453,104
1.9507,107
1.9564,102
1.9618,107
1.9675,107
1.9729,106
1.9786,104
1.9842,102
1.9896,101
1.9953,101
2.0007,98
23.6681,103
