Experiment: Mar_4_Turb_expt vial 8, Thu Mar  4 17:36:03 2021
0.0012,103
0.0063,102
0.0118,103
0.0175,100
0.0229,104
0.0286,102
0.034,102
0.0397,100
0.0451,102
0.0508,101
0.0562,101
0.0619,104
0.0673,102
0.073,102
0.0786,104
0.084,99
0.0897,100
0.0951,99
0.1007,98
0.1063,95
0.112,100
0.1174,100
0.1231,101
0.1285,102
0.1341,104
0.1395,100
0.1452,106
0.1506,102
0.1563,103
0.162,102
0.1674,101
0.1729,106
0.1786,106
0.184,106
0.1897,102
0.1961,104
0.2007,103
0.2064,105
0.2119,102
0.2174,101
0.2228,103
0.2285,104
0.234,101
0.2397,102
0.2452,103
0.2507,99
0.2564,102
0.2618,106
0.2675,104
0.2729,103
0.2786,102
0.284,100
0.2897,102
0.2951,101
0.3007,102
0.3064,104
0.3131,105
0.3173,101
0.3238,101
0.3301,102
0.3341,103
0.3398,101
0.3451,100
0.3508,101
0.3562,99
0.3619,99
0.3673,103
0.373,103
0.3786,101
0.384,104
0.3897,103
0.3951,98
0.4008,102
0.4065,101
0.4119,100
0.4173,101
0.423,100
0.4284,97
0.4341,100
0.4395,99
0.4452,102
0.4506,102
0.4563,105
0.4619,101
0.4673,101
0.473,105
0.4784,102
0.4841,101
0.4896,104
0.4953,104
0.5007,101
0.5063,103
0.5117,102
0.5174,103
0.5231,103
0.5285,103
0.5342,96
0.5396,100
0.5452,101
0.5506,101
0.5563,102
0.5618,101
0.5675,100
0.5729,101
0.5785,102
0.5839,102
0.5896,101
0.5953,101
0.6007,100
0.6064,101
0.6118,101
0.6175,102
0.6229,101
0.6286,99
0.6342,100
0.6396,100
0.6453,100
0.6507,99
0.6564,103
0.6618,101
0.6675,99
0.6729,103
0.6786,100
0.684,103
0.6896,103
0.6953,98
0.7007,102
0.7064,101
0.7118,101
0.7175,102
0.7229,100
0.7286,100
0.734,97
0.7397,98
0.7451,102
0.7508,100
0.7562,101
0.7619,101
0.7675,103
0.7729,99
0.7786,104
0.784,100
0.7897,103
0.7953,102
0.8007,102
0.8062,100
0.8119,101
0.8173,101
0.823,102
0.8287,100
0.8341,104
0.8397,99
0.8451,99
0.8508,101
0.8562,102
0.8619,101
0.8676,104
0.873,102
0.8785,100
0.8841,104
0.8896,100
0.8952,100
0.9007,100
0.9063,104
0.912,102
0.9174,101
0.9231,102
0.9285,100
0.9342,102
0.9396,102
0.9453,102
0.9507,102
0.9564,101
0.9618,94
0.9675,103
0.9731,99
0.9785,100
0.9842,103
0.9896,101
0.9953,98
1.0064,97
1.0118,97
1.0174,94
1.0231,95
1.0285,103
1.0342,103
1.0396,101
1.0453,101
1.0507,99
1.0564,99
1.0618,102
1.0675,103
1.0729,103
1.0786,102
1.084,98
1.0897,102
1.0951,101
1.1008,102
1.1062,100
1.1119,103
1.1176,104
1.123,102
1.1287,103
1.1341,102
1.1398,98
1.1451,104
1.1508,102
1.1563,104
1.1619,101
1.1673,101
1.173,100
1.1785,101
1.1841,107
1.1896,103
1.1952,102
1.2007,104
1.2064,103
1.212,102
1.2174,106
1.2231,106
1.2287,104
1.2341,108
1.2398,102
1.2452,104
1.2509,103
1.2563,104
1.2619,100
1.2674,106
1.2731,105
1.2785,104
1.2842,106
1.2897,102
1.2951,105
1.3008,105
1.3062,105
1.3119,103
1.3176,103
1.323,105
1.3284,102
1.3343,103
1.3396,104
1.3452,107
1.3509,106
1.3563,104
1.3618,104
1.3675,104
1.3729,104
1.3786,104
1.384,100
1.3896,102
1.3952,101
1.4007,103
1.4064,100
1.4118,101
1.4175,102
1.423,103
1.4287,103
1.4341,105
1.4396,104
1.4453,106
1.4509,103
1.4564,105
1.4618,104
1.4674,104
1.473,105
1.4785,102
1.4841,105
1.4898,102
1.4952,105
1.5007,107
1.5064,103
1.512,104
1.5173,107
1.523,105
1.5284,101
1.5341,107
1.5398,103
1.5451,105
1.5508,106
1.5565,106
1.5619,106
1.5674,102
1.5729,103
1.5784,105
1.584,106
1.5897,103
1.5952,108
1.6007,104
1.6064,102
1.6118,102
1.6175,106
1.6229,105
1.6285,102
1.6343,106
1.6397,104
1.6453,106
1.6507,102
1.6564,104
1.6618,106
1.6675,108
1.6729,104
1.6786,105
1.6842,105
1.6896,105
1.6953,103
1.7007,104
1.7063,103
1.7119,102
1.7173,105
1.723,104
1.7287,103
1.7341,100
1.7398,104
1.7452,103
1.7508,101
1.7562,103
1.7619,106
1.7676,107
1.773,105
1.7785,106
1.7842,107
1.7896,107
1.7953,99
1.8007,102
1.8063,102
1.812,104
1.8174,105
1.8231,105
1.8285,105
1.8342,109
1.8396,109
1.8453,105
1.8507,110
1.8563,107
1.862,106
1.8674,106
1.8731,105
1.8785,105
1.8842,108
1.8896,107
1.8952,105
1.9007,103
1.9064,107
1.9118,106
1.9175,105
1.9231,109
1.9285,107
1.9342,105
1.9396,108
1.9453,103
1.9507,106
1.9564,104
1.9618,106
1.9675,107
1.9729,102
1.9786,100
1.9842,101
1.9896,105
1.9953,101
2.0007,101
23.6681,106
