Experiment: Feb_5_Batch_expt_zeroed vial 9, Fri Feb  5 18:54:21 2021
0.0037,0.0
0.0094,0.0006906471896054034
0.0147,-0.00019965099038163348
0.0204,-0.002272268350969414
0.026,-0.005248853878372761
0.0314,-0.00894002379543643
0.0371,-0.009195315664528525
0.0428,-0.01059892089207562
0.0481,-0.01256057745793493
0.0538,-0.013553011907775192
0.0594,-0.01537814384323627
0.0648,-0.018148822494818084
0.0705,-0.02054435476233496
0.0758,-0.022329411776599584
0.0815,-0.022190616209175756
0.0871,-0.02461762036097742
0.0925,-0.02756471322840856
0.0982,-0.028304016374594454
0.1038,-0.03436666112317585
0.1092,-0.034978273082518385
0.1149,-0.03288908576345298
0.1205,-0.032009405596402335
0.1259,-0.03863776510520367
0.1315,-0.03993258306550074
0.1372,-0.03815933395024124
0.1426,-0.041887985595972566
0.1482,-0.04157232757173779
0.1538,-0.04213521560408226
0.1592,-0.042626372358634396
0.1649,-0.04406461099780273
0.1702,-0.039779598017670614
0.1759,-0.04028192219810969
0.1815,-0.03904675877434344
0.1872,-0.04124885447223442
0.1926,-0.04009217045143018
0.1982,-0.03738564200344874
0.2039,-0.036680374591270964
0.2093,-0.04038561481371436
0.2149,-0.03998131120577644
0.2203,-0.04291868241147395
