Experiment: Feb_5_Batch_expt_zeroed vial 3, Fri Feb  5 18:54:21 2021
0.0037,0.0
0.0094,-0.002639279747407297
0.0147,-0.0075683896985656585
0.0204,-0.009074631297252944
0.026,-0.010212396010687463
0.0314,-0.015521389773993421
0.0371,-0.020873723184998916
0.0428,-0.022702763176170482
0.0481,-0.021602374995298268
0.0538,-0.024642893964976542
0.0594,-0.03034062293985862
0.0648,-0.03415978995220392
0.0705,-0.04063042559476293
0.0758,-0.045532792916454845
0.0815,-0.04630109822440409
0.0871,-0.04634614151731298
0.0925,-0.046992097483058215
0.0982,-0.05757497291580571
0.1038,-0.06206490305757861
0.1092,-0.0525104369044358
0.1149,-0.06664769787354197
0.1205,-0.07233103579379141
0.1259,-0.05594484412651135
0.1315,-0.07691445407841302
0.1372,-0.08189681998376908
0.1426,-0.07962582473378887
0.1482,-0.08155062012231173
0.1538,-0.07957813932682822
0.1592,-0.08540661468893829
0.1649,-0.08652839584071259
0.1702,-0.0902877611759052
0.1759,-0.0895845151271899
0.1815,-0.09265146154146464
0.1872,-0.09106804242219435
0.1926,-0.09262001335455605
0.1982,-0.09172907819263942
0.2039,-0.09723911201498026
0.2093,-0.08870965280022869
0.2149,-0.0978961982608828
0.2203,-0.09399006711640467
