Experiment: Feb_5_Batch_expt_zeroed vial 15, Fri Feb  5 18:54:21 2021
0.0037,0.0
0.0094,0.0007002382846147404
0.0147,-0.001954762446883751
0.0204,-0.0025727010464625666
0.026,-0.004068614465464693
0.0314,-0.0056361721987499
0.0371,-0.006771459735103513
0.0428,-0.00794187660378598
0.0481,-0.008492692367134902
0.0538,-0.010582018841727714
0.0594,-0.011397329655914556
0.0648,-0.013094939780789905
0.0705,-0.014488790105948612
0.0758,-0.01602350431778088
0.0815,-0.016440076265437753
0.0871,-0.016556311136708968
0.0925,-0.01753958070354289
0.0982,-0.01951931240611282
0.1038,-0.02198550847233116
0.1092,-0.021837943543162708
0.1149,-0.02313475708725443
0.1205,-0.02391988156690339
0.1259,-0.02572835210228186
0.1315,-0.026823637029765757
0.1372,-0.02566047271270344
0.1426,-0.02915787726677932
0.1482,-0.029573708692472334
0.1538,-0.030884368316446142
0.1592,-0.03084366146588413
0.1649,-0.031023280542034515
0.1702,-0.032818378126679204
0.1759,-0.03530189013114793
0.1815,-0.0348988951574819
0.1872,-0.03474581026144363
0.1926,-0.036846449615991816
0.1982,-0.03676527142385244
0.2039,-0.03851758530222327
0.2093,-0.03872472729694032
0.2149,-0.040239635301625665
0.2203,-0.03929169611723049
