Experiment: Feb_5_Batch_expt_zeroed vial 0, Fri Feb  5 18:54:21 2021
0.0037,0.0
0.0094,-0.008264147107554798
0.0147,-0.01324934106984775
0.0204,-0.01875893444021612
0.026,-0.021624252722567697
0.0314,-0.02875186319272416
0.0371,-0.0322489667192596
0.0428,-0.035407031888668006
0.0481,-0.04175095411863462
0.0538,-0.04556796539383502
0.0594,-0.049967512956482676
0.0648,-0.053853146669403135
0.0705,-0.05778042767141127
0.0758,-0.0641659691277314
0.0815,-0.06451512797319901
0.0871,-0.06914366359826915
0.0925,-0.06999436586072415
0.0982,-0.07389304243455407
0.1038,-0.0785310965379462
0.1092,-0.07844472139339283
0.1149,-0.07907393270323762
0.1205,-0.0820228280060055
0.1259,-0.0725913926862876
0.1315,-0.07938172115008564
0.1372,-0.0852296137215214
0.1426,-0.08851332900729127
0.1482,-0.08771618367020835
0.1538,-0.09070689802896975
0.1592,-0.09032126396095311
0.1649,-0.0910252753840918
0.1702,-0.09395468136652155
0.1759,-0.09197491790812379
0.1815,-0.0938833973771483
0.1872,-0.09423056035539479
0.1926,-0.09790768631887296
0.1982,-0.09850991877357392
0.2039,-0.10069232155661169
0.2093,-0.09699721998027323
0.2149,-0.09798100076856656
0.2203,-0.09808101284883591
