Experiment: Feb_5_Batch_expt_zeroed vial 10, Fri Feb  5 18:54:21 2021
0.0037,0.0
0.0094,0.015688849880317268
0.0147,0.008020666481551864
0.0204,-0.0006894200920122273
0.026,0.0026860108065356325
0.0314,-0.0051428712216624595
0.0371,0.009807801009195871
0.0428,-0.006271704186534555
0.0481,-0.00728636101437774
0.0538,-0.007565217360445575
0.0594,-0.009466247679868922
0.0648,-0.012365188534825156
0.0705,-0.010608946993832857
0.0758,-0.014921054168171688
0.0815,-0.017009661472468962
0.0871,-0.01782952651226044
0.0925,-0.018219333893100154
0.0982,-0.02059494736178813
0.1038,-0.021852341481761406
0.1092,-0.023018797852298656
0.1149,-0.02260274539458096
0.1205,-0.02557818462202155
0.1259,-0.00489472158057902
0.1315,-0.027622328315801137
0.1372,-0.027807724306118997
0.1426,-0.02871390308070998
0.1482,-0.027848812375571574
0.1538,-0.029966143538199486
0.1592,-0.02602244767488482
0.1649,-0.03125967977761823
0.1702,-0.03187853650479189
0.1759,-0.031336350925064926
0.1815,-0.02853874487212371
0.1872,-0.031655383929158454
0.1926,-0.031537418407171836
0.1982,-0.0309187095646567
0.2039,-0.0333561818230369
0.2093,-0.028435339592834064
0.2149,-0.031728119032115365
0.2203,-0.03248372459505189
