Experiment: Feb_5_Batch_expt_zeroed vial 11, Fri Feb  5 18:54:21 2021
0.0037,0.0
0.0094,-0.0038647824459452362
0.0147,-0.00740144208457405
0.0204,-0.010598572211880208
0.026,-0.012574098716089055
0.0314,-0.013801306521206147
0.0371,-0.017009564882106698
0.0428,-0.01773783516159022
0.0481,-0.022909898236159076
0.0538,-0.021907915579593817
0.0594,-0.028923474357499424
0.0648,-0.03205864989793805
0.0705,-0.03357091689632585
0.0758,-0.034880692581650496
0.0815,-0.03894280227772573
0.0871,-0.041106655949880944
0.0925,-0.04172336218607331
0.0982,-0.04340566587495742
0.1038,-0.047514047444449536
0.1092,-0.05097474553890957
0.1149,-0.04970590560730681
0.1205,-0.05372718325351533
0.1259,-0.05459523627739882
0.1315,-0.05658494620931864
0.1372,-0.05976602181389967
0.1426,-0.05644816646539741
0.1482,-0.060890528309103464
0.1538,-0.06292653703390116
0.1592,-0.06590092270348902
0.1649,-0.06867029267047897
0.1702,-0.06992403036318962
0.1759,-0.06994807192831953
0.1815,-0.07064732349121017
0.1872,-0.06890541475958945
0.1926,-0.07256219818058873
0.1982,-0.07390557325777902
0.2039,-0.07570135410968148
0.2093,-0.07179029966157735
0.2149,-0.06884067001123306
0.2203,-0.07444511729585279
