Experiment: Feb_5_Batch_expt_zeroed vial 2, Fri Feb  5 18:54:21 2021
0.0037,0.0
0.0094,-0.002135164248045829
0.0147,-0.00826788661589517
0.0204,-0.014400466697002345
0.026,-0.015023611549710436
0.0314,-0.017477542883430175
0.0371,-0.020865842472759688
0.0428,-0.0248737828082779
0.0481,-0.027345683023369816
0.0538,-0.030746519895567426
0.0594,-0.033533239859967034
0.0648,-0.03818459664096774
0.0705,-0.040664232512969356
0.0758,-0.04315488439405635
0.0815,-0.04595249594233497
0.0871,-0.04595813326509757
0.0925,-0.050317178397805584
0.0982,-0.05218135731310447
0.1038,-0.05437391910093292
0.1092,-0.05624929713568316
0.1149,-0.05718128990454252
0.1205,-0.05998256103038169
0.1259,-0.05843062328296611
0.1315,-0.0640536355652983
0.1372,-0.06404773391767571
0.1426,-0.0668481784730508
0.1482,-0.06780151380165322
0.1538,-0.07217401427384829
0.1592,-0.06029192709012521
0.1649,-0.06712137718716993
0.1702,-0.06745711916344077
0.1759,-0.05712812858208638
0.1815,-0.05275016774457808
0.1872,-0.07276748781677012
0.1926,-0.05211720727821767
0.1982,-0.06463494615496646
0.2039,-0.029199857895243708
0.2093,-0.0704659084412409
0.2149,-0.06897826164762222
0.2203,-0.01381498865793307
