Experiment: Feb_5_Batch_expt_zeroed vial 6, Fri Feb  5 18:54:21 2021
0.0037,0.0
0.0094,-0.00358640196124127
0.0147,-0.005316583302572786
0.0204,-0.006090372665220833
0.026,-0.008775976756804749
0.0314,-0.010864934372963209
0.0371,-0.014454119340934435
0.0428,-0.015339970171574624
0.0481,-0.016434233373107787
0.0538,-0.01806941769284709
0.0594,-0.020188289466640086
0.0648,-0.02201373866113343
0.0705,-0.025428600738793605
0.0758,-0.024379170045247145
0.0815,-0.027582797016421967
0.0871,-0.03031628786146867
0.0925,-0.030138644204517062
0.0982,-0.03422608345864431
0.1038,-0.03461854571580103
0.1092,-0.03668293721304572
0.1149,-0.03624168976876896
0.1205,-0.04228070774017634
0.1259,-0.04380902653403007
0.1315,-0.04226640802709136
0.1372,-0.04354477121900113
0.1426,-0.041059318427208336
0.1482,-0.046294717486171644
0.1538,-0.04257094509115
0.1592,-0.043608370644160566
0.1649,-0.042776151907048865
0.1702,-0.03953042052283573
0.1759,-0.03451245847418538
0.1815,-0.04963843526194167
0.1872,-0.04274465222857171
0.1926,-0.025751634352807917
0.1982,-0.045476803386881315
0.2039,-0.04236189054166828
0.2093,-0.04731871361850404
0.2149,-0.03509915183169898
0.2203,-0.0409946958772871
