Experiment: Feb_5_Batch_expt_zeroed vial 13, Fri Feb  5 18:54:21 2021
0.0037,0.0
0.0094,-0.0001758430869235328
0.0147,0.001001520798496719
0.0204,-0.0027420449030010896
0.026,-0.0026273880911502623
0.0314,-0.0065329308543625175
0.0371,-0.00763631340592541
0.0428,-0.00573678175831685
0.0481,-0.007866258902509249
0.0538,-0.008744020687642434
0.0594,-0.00993135595039879
0.0648,-0.013314653169453683
0.0705,-0.012586515507029244
0.0758,-0.015295177504403207
0.0815,-0.014598778221384612
0.0871,-0.01604729145577255
0.0925,-0.020254324800193707
0.0982,-0.018278898734504417
0.1038,-0.023400816398657903
0.1092,-0.020720345389596967
0.1149,-0.017482294289247635
0.1205,-0.0211873989987858
0.1259,-0.021009876784347847
0.1315,-0.026114710791366985
0.1372,-0.021735625372803963
0.1426,-0.030640923894786593
0.1482,-0.03375551688947817
0.1538,-0.03157124641204176
0.1592,-0.03327686159655949
0.1649,-0.03149896128185173
0.1702,-0.03552020019904481
0.1759,-0.03323842641330094
0.1815,-0.0357114471381752
0.1872,-0.034975958330903584
0.1926,-0.03363568141378334
0.1982,-0.03290318833032341
0.2039,-0.030685291311581098
0.2093,-0.033576734825669585
0.2149,-0.03609765051864433
0.2203,-0.032618517478793824
