Experiment: Mar_23_T2_osmo_expt vial 10, Tue Mar 23 18:19:44 2021
0.0016,0.0
0.0069,-0.0007499832702678733
0.0125,-0.00106521188105968
0.0179,-0.0010446185461548962
0.0235,-0.0015824575343525993
0.0292,-0.0018256440666604146
0.0348,-0.0015721568340331116
0.0401,-0.0012980814741914148
0.0458,-0.0012877818950051134
0.0514,1.028919858525601e-05
0.057,-0.0001813676834183653
0.0624,-0.0007602794134545787
0.068,-0.0010240236196045194
0.0736,-0.0012774819179069974
0.0793,-0.0012980814741914148
0.0846,-0.0012774819179069974
0.0902,-0.0020688354087520233
0.0959,-0.0010446185461548962
0.1015,-0.0015824575343525993
0.1068,-0.0015824575343525993
0.1124,-0.0023429556891237935
0.1181,-0.0013289778242830952
0.1234,-0.0016030577412575742
0.129,-0.0015824575343525993
0.1346,-0.0010755079516451271
0.1403,-0.001846249699122282
0.1459,-0.001877155163479971
0.1512,-0.0018256440666604146
0.1569,-0.00106521188105968
0.1625,-0.0018565519184863266
0.1681,-0.0023944879450572554
0.1735,-0.0013392758118240256
0.1791,-0.0015824575343525993
0.1847,-0.0021203600694634783
0.1904,-0.0015824575343525993
0.1957,-0.0016030577412575742
0.2013,-0.0018565519184863266
0.207,-0.0013083806554669009
0.2123,-0.0020997513989130523
0.2179,-0.0016030577412575742
0.2236,-0.001877155163479971
0.2292,-0.0007911654555456948
0.2346,-0.0018565519184863266
0.2401,-0.0010960988990817988
0.2457,-0.0015721568340331116
0.2514,-0.0026686333259007267
0.257,-0.0029221784271780127
0.2623,-0.0016030577412575742
0.2679,-0.0034189840230108848
0.2735,-0.0018565519184863266
0.2792,-0.001633955067279702
0.2848,-0.00238418228969306
0.2901,-0.0018668537399391116
0.2957,-0.0010858036243190927
0.3014,-0.00238418228969306
0.307,-0.0013598705931721078
0.3123,-0.001401055380931937
0.318,-0.0018668537399391116
0.3235,-0.0010858036243190927
0.3292,-0.001623656356517067
0.3348,-0.0015927578367607165
0.3401,-0.0013598705931721078
0.3458,-0.0016133572478429503
0.3513,-0.0013598705931721078
0.357,-0.0013495734014539185
0.3623,-0.001380463782874708
0.368,-0.0019080570466354363
0.3736,-0.0013392758118240256
0.3792,-0.0021100559331439506
0.3848,-0.001877155163479971
0.3901,-0.0023944879450572554
0.3958,-0.0029427962119950024
0.4014,-0.0029427962119950024
0.407,-0.00241509806205098
0.4126,-0.0015927578367607165
0.4179,-0.0019080570466354363
0.4236,-0.00241509806205098
0.4292,-0.0021718747823913365
0.4348,-0.0008735107263558861
0.4401,-0.0021306638078717466
0.4458,-0.0021512700909540605
0.4514,-0.0011166882548725443
0.4568,-0.0018977568168281334
0.4624,-0.002182176531242752
0.468,-0.0024563135211025378
0.4737,-0.0013907597808592298
0.479,-0.0015927578367607165
0.4846,-0.0019080570466354363
0.4903,-0.002953104507535942
0.4959,-0.0029737199048848195
0.5012,-0.001846249699122282
0.5069,-0.00241509806205098
0.5125,-0.0011063937759325793
0.5181,-0.0018977568168281334
0.5234,-0.0019183568785309246
0.5291,-0.0018977568168281334
0.5347,-0.001401055380931937
0.5401,-0.0021718747823913365
0.5458,-0.002963412405166066
0.5514,-0.0021924778821827973
0.557,-0.0021718747823913365
0.5623,-0.0016133572478429503
0.568,-0.0019080570466354363
0.5736,-0.0021718747823913365
0.5792,-0.0024563135211025378
0.5846,-0.002953104507535942
0.5902,-0.00241509806205098
0.5959,-0.0024460102532065653
0.6015,-0.0019286563125154865
0.6068,-0.002161572635628106
0.6125,-0.0024357065873992223
0.6181,-0.0019183568785309246
0.6237,-0.002425402523680953
0.629,-0.002425402523680953
0.6347,-0.0021512700909540605
0.6403,-0.002182176531242752
