Experiment: Mar_23_T2_osmo_expt vial 5, Tue Mar 23 18:19:44 2021
0.0016,0.0
0.0069,-0.0009386175903332017
0.0125,-0.0002922280862249771
0.0179,7.082432536886785e-05
0.0235,0.00014164901230362403
0.0292,0.00043386330995520694
0.0348,-0.0007261253835513237
0.0401,-0.0002922280862249771
0.0458,-0.0007969564807117635
0.0514,-0.0013106269293921002
0.057,-0.0009475378034582427
0.0624,0.00021247406080471265
0.068,0.000504684430211011
0.0736,0.0011599009981089203
0.0793,-0.0003630559782727971
0.0846,0.0007968888675353725
0.0902,0.0008677064211122243
0.0959,0.0002832994708725778
0.1015,-0.00022139983261082463
0.1068,-0.00022139983261082463
0.1124,0.0006463277554216162
0.1181,0.0008677064211122243
0.1234,0.0009385243362549645
0.129,-0.0006552939248245515
0.1346,-0.00022139983261082463
0.1403,0.0011599009981089203
0.1459,-0.0010183731904302995
0.1512,0.001593710121895242
0.1569,-0.0003630559782727971
0.1625,0.001301529333470608
0.1681,0.0009385243362549645
0.1735,-0.0006552939248245515
0.1791,0.00021247406080471265
0.1847,0.0008677064211122243
0.1904,0.0
0.1957,-0.0006552939248245515
0.2013,0.0010093426129649252
0.207,-0.0002922280862249771
0.2123,-0.00022139983261082463
0.2179,-0.00015057121743078383
0.2236,-0.0009475378034582427
0.2292,-0.00145230447512823
0.2346,-0.0007969564807117635
0.2401,-0.0013106269293921002
0.2457,-0.0013814658830431092
0.2514,0.00029222215414215214
0.257,0.002027499046882486
0.2623,-0.0003630559782727971
0.2679,0.0011599009981089203
0.2735,0.00014164901230362403
0.2792,-0.0004427973792462403
0.2848,-0.0005844621045314469
0.2901,-0.0018154141614266095
0.2957,-0.0004427973792462403
0.3014,0.0007968888675353725
0.307,0.00021247406080471265
0.3123,0.000504684430211011
0.318,-0.0003719644742536943
0.3235,7.082432536886785e-05
0.3292,-0.0007261253835513237
0.3348,0.00014164901230362403
0.3401,0.0009385243362549645
0.3458,7.082432536886785e-05
0.3513,0.00043386330995520694
0.357,0.00014164901230362403
0.3623,-0.0012397876141747588
0.368,-0.0002922280862249771
0.3736,-0.00015057121743078383
0.3792,-0.0004427973792462403
0.3848,-0.0002922280862249771
0.3901,-0.0005047106776685517
0.3958,0.000504684430211011
0.4014,-0.0005844621045314469
0.407,-0.0003630559782727971
0.4126,-0.0002922280862249771
0.4179,0.0
0.4236,-0.0003630559782727971
0.4292,0.00029222215414215214
0.4348,-0.0005844621045314469
0.4401,-0.00022139983261082463
0.4458,-0.0010183731904302995
0.4514,-0.0010183731904302995
0.4568,0.0011599009981089203
0.4624,-0.0006552939248245515
0.468,0.0015228997016767387
0.4737,0.0009385243362549645
0.479,-0.001372544701795153
0.4846,-0.0002922280862249771
0.4903,0.00123071498500682
0.4959,-7.974224068396651e-05
0.5012,0.000504684430211011
0.5069,0.000504684430211011
0.5125,0.000504684430211011
0.5181,0.0010093426129649252
0.5234,-0.00022139983261082463
0.5291,0.00043386330995520694
0.5347,-7.974224068396651e-05
0.5401,0.00014164901230362403
0.5458,-0.00015057121743078383
0.5514,0.0008677064211122243
0.557,0.0
0.5623,-0.0015320433569727676
0.568,-7.974224068396651e-05
0.5736,0.00014164901230362403
0.5792,-0.0005844621045314469
0.5846,0.00021247406080471265
0.5902,-0.0003630559782727971
0.5959,0.000504684430211011
0.6015,-0.00022139983261082463
0.6068,-0.0004427973792462403
0.6125,7.082432536886785e-05
0.6181,-0.00022139983261082463
0.6237,-0.00022139983261082463
0.629,-0.00022139983261082463
0.6347,-0.00116004287967586
0.6403,0.0005844383762032557
0.6457,-0.0003630559782727971
0.6513,-0.0002922280862249771
0.6569,0.0007968888675353725
0.6625,-7.974224068396651e-05
0.6679,-0.00022139983261082463
0.6735,-7.974224068396651e-05
0.6791,0.0005755059120327033
0.6847,-0.00015057121743078383
0.6901,0.00043386330995520694
0.6957,-0.0002922280862249771
0.7013,0.0007260716755248531
0.7069,-0.00015057121743078383
0.7125,-0.0013814658830431092
0.7179,-7.974224068396651e-05
0.7235,0.0005755059120327033
0.7291,0.00021247406080471265
0.7348,0.0002832994708725778
0.7401,-0.0007261253835513237
0.7457,7.082432536886785e-05
0.7514,0.0005755059120327033
0.757,0.0005755059120327033
0.7623,0.00021247406080471265
0.768,0.00014164901230362403
0.7736,0.0011599009981089203
0.7792,7.082432536886785e-05
0.7846,0.0013723440435011725
0.7902,0.0002832994708725778
0.7958,-0.0013814658830431092
0.8015,-0.0013106269293921002
0.8068,-0.0010183731904302995
0.8124,0.000504684430211011
0.8181,-0.0002922280862249771
0.8234,-0.0013814658830431092
0.829,-0.00022139983261082463
0.8347,-0.0016737294823321314
0.8403,-0.0008767020549202975
0.8459,-0.00022139983261082463
0.8513,-0.001089208215836468
0.8569,0.0010890873727773531
0.8625,0.00123071498500682
0.8679,-0.0009475378034582427
0.8735,0.00014164901230362403
0.8792,-0.001089208215836468
0.8848,-0.0003630559782727971
0.8902,0.000504684430211011
0.8958,0.00014164901230362403
0.9014,0.000504684430211011
0.9068,-0.0008767020549202975
0.9124,0.0016645209036800779
0.9181,-0.00022139983261082463
0.9237,-0.00022139983261082463
0.929,-0.0009475378034582427
0.9347,0.0006463277554216162
0.9403,-0.0007261253835513237
0.9459,-0.0005844621045314469
0.9513,-0.00022139983261082463
0.9569,0.00123071498500682
0.9625,0.00014164901230362403
0.9681,-0.0003719644742536943
0.9735,0.0008677064211122243
0.9791,0.00014164901230362403
0.9847,0.00043386330995520694
0.9903,0.00042495137570774943
0.9957,-0.0010183731904302995
1.0013,0.0003630425512652913
1.007,0.0009385243362549645
1.0126,0.00014164901230362403
1.0179,0.0009385243362549645
1.0235,-7.974224068396651e-05
1.0292,-0.001523142705646574
1.0348,-0.0007969564807117635
1.0401,-0.0006552939248245515
1.0458,0.00043386330995520694
1.0514,0.0005755059120327033
1.057,0.00021247406080471265
1.0626,0.0002832994708725778
1.068,0.0011599009981089203
1.0736,7.082432536886785e-05
1.0792,0.00014164901230362403
1.0848,0.0008677064211122243
1.0902,0.0003630425512652913
1.0958,0.0005755059120327033
1.1014,0.0005755059120327033
1.1068,0.0006552548450806661
1.1124,0.000504684430211011
1.1181,0.0016645209036800779
1.1237,0.00043386330995520694
1.129,-0.0008767020549202975
1.1347,-0.0010183731904302995
1.1403,-0.0010183731904302995
1.1459,-0.0009475378034582427
1.1513,-0.00015057121743078383
1.157,-0.00043388350875384063
1.1623,0.0008677064211122243
1.1679,-0.0006552939248245515
1.1736,-0.0009475378034582427
1.1792,-0.0003630559782727971
1.1845,7.082432536886785e-05
1.1901,0.0010093426129649252
1.1958,-0.0006552939248245515
1.2014,7.082432536886785e-05
1.207,0.0
1.2124,0.0002832994708725778
1.218,-0.00022139983261082463
1.2237,-0.0018154141614266095
1.2293,-0.0007261253835513237
1.2346,-0.0006552939248245515
1.2402,-0.0006552939248245515
1.2459,-0.0005844621045314469
1.2515,-0.0002922280862249771
1.2568,-0.0004427973792462403
1.2625,-0.0003630559782727971
1.2681,0.00021247406080471265
1.2737,0.0005755059120327033
1.279,-7.082396380209133e-05
1.2847,0.001593710121895242
1.2903,0.0005755059120327033
1.2957,0.00043386330995520694
1.3013,0.00029222215414215214
1.3069,-0.0003630559782727971
1.3125,0.0010093426129649252
1.3179,0.0011599009981089203
1.3235,-7.082396380209133e-05
1.3292,7.082432536886785e-05
1.3348,-0.0002922280862249771
1.3401,0.0010182741090125624
1.3458,-7.082396380209133e-05
1.3514,-7.082396380209133e-05
1.357,0.0008677064211122243
1.3624,0.00014164901230362403
1.368,0.0006463277554216162
1.3736,-0.0002922280862249771
1.379,0.0007968888675353725
1.3846,0.0007260716755248531
1.3903,0.0009474612068141042
1.3959,0.0010890873727773531
1.4012,0.001593710121895242
1.4069,0.0011599009981089203
1.4125,0.0014520896430241237
1.4181,0.000504684430211011
1.4235,-0.0006552939248245515
1.4291,-0.0007261253835513237
1.4348,-0.0003630559782727971
1.4401,0.0003630425512652913
1.4458,-0.00116004287967586
1.4514,-0.0006552939248245515
1.457,-0.0003630559782727971
1.4624,0.00043386330995520694
1.468,0.00043386330995520694
