Experiment: Mar_5_T2_Turb_expt vial 10, Fri Mar  5 18:09:41 2021
0.0046,59577
0.0103,59575
0.0156,59577
0.0213,59579
0.0267,59578
0.0324,59576
0.0378,59577
0.0435,59575
0.0489,59576
0.0546,59576
0.0603,59581
0.0657,59575
0.0714,59572
0.0768,59577
0.0824,59577
0.0878,59572
0.0935,59577
0.0989,59575
0.1046,59575
0.11,59575
0.1157,59576
0.1214,59575
0.1268,59568
0.1325,59575
0.1379,59574
0.1436,59577
0.149,59575
0.1547,59573
0.1601,59575
0.1658,59578
0.1712,59577
0.1769,59576
0.1823,59572
0.1879,59577
0.1936,59576
0.199,59574
0.2047,59573
0.2101,59577
0.2158,59575
0.2212,59578
0.2269,59574
0.2323,59574
0.238,59574
0.2434,59574
0.2491,59573
0.2545,59574
0.2602,59576
0.2656,59573
0.2712,59571
0.2769,59574
0.2823,59575
0.288,59573
0.2934,59572
0.2991,59571
0.3045,59575
0.3102,59573
0.3156,59574
0.3213,59574
0.3267,59573
0.3324,59573
0.3381,59575
0.3435,59576
0.3491,59576
0.3545,59575
0.3602,59574
0.3656,59576
0.3713,59574
0.3767,59574
0.3824,59573
0.3878,59573
0.3935,59572
0.3989,59574
0.4046,59576
0.4103,59574
0.4157,59575
0.4214,59573
0.4268,59575
0.4324,59575
0.4378,59573
0.4435,59576
0.4489,59570
0.4546,59576
0.4603,59576
0.4657,59575
0.4714,59576
0.4768,59571
0.4825,59574
0.4879,59575
0.4936,59576
0.499,59575
0.5046,59574
0.51,59574
0.5157,59572
0.5211,59573
0.5268,59574
0.5325,59577
0.5379,59573
0.5436,59575
0.549,59572
0.5547,59576
0.5601,59573
0.5657,59577
0.5712,59574
0.5769,59575
0.5823,59574
0.588,59573
0.5936,59573
0.599,59574
0.6047,59572
0.6101,59571
0.6158,59574
0.6212,59571
0.6269,59572
0.6324,59570
0.638,59570
0.6435,59572
0.6491,59570
0.6545,59573
0.6602,59570
0.6656,59573
0.6713,59573
0.6768,59571
0.6825,59567
0.6879,59572
0.6936,59571
0.699,59572
0.7047,59571
0.7101,59572
0.7158,59572
0.7212,59570
0.7269,59566
0.7323,59568
0.738,59570
0.7434,59569
0.7491,59569
0.7545,59569
0.7602,59568
0.7657,59573
0.7714,59572
0.7768,59567
0.7825,59574
0.7879,59572
0.7936,59569
0.799,59570
0.8047,59572
0.8101,59570
0.8157,59570
0.8214,59570
0.8268,59573
0.8325,59569
0.8379,59567
0.8436,59569
0.849,59571
0.8547,59573
0.8601,59568
0.8658,59570
0.8712,59568
0.8769,59571
0.8823,59571
0.8879,59571
0.8936,59571
0.899,59572
0.9047,59573
0.9101,59569
0.9158,59569
0.9212,59573
0.9269,59572
0.9323,59572
0.938,59569
0.9434,59571
0.9491,59570
0.9546,59571
0.9601,59567
0.9658,59569
0.9712,59570
0.9769,59572
0.9823,59571
0.988,59574
0.9934,59572
0.9991,59570
1.0045,59568
1.0102,59569
1.0156,59571
1.0213,59571
1.0267,59570
1.0323,59568
1.038,59571
1.0434,59566
1.0489,59573
1.0546,59570
1.06,59570
1.0657,59573
1.0711,59571
1.0768,59570
1.0824,59571
1.0878,59568
1.0935,59571
1.0989,59568
1.1045,59569
1.1102,59570
1.1156,59570
1.1213,59569
1.1268,59573
1.1324,59567
1.1381,59567
1.1435,59566
1.1492,59567
1.1546,59567
1.1602,59567
1.1659,59564
1.1713,59567
1.177,59569
1.1824,59566
1.188,59563
1.1934,59568
1.1991,59568
1.2045,59570
1.2102,59566
1.2158,59567
1.2212,59567
1.2268,59567
1.2325,59566
1.2379,59566
1.2436,59567
1.249,59569
1.2546,59567
1.2603,59568
1.2657,59569
1.2714,59569
1.2768,59563
1.2825,59568
1.2879,59568
1.2936,59568
1.299,59567
1.3047,59568
1.3101,59569
1.3158,59568
1.3212,59564
1.3269,59565
1.3323,59565
1.338,59566
1.3434,59566
1.349,59566
1.3547,59564
1.3601,59567
1.3658,59568
1.3714,59566
1.3768,59567
1.3825,59567
1.3879,59571
1.3936,59569
1.399,59566
1.4047,59568
1.4104,59568
1.4158,59567
1.4212,59569
1.4269,59567
1.4325,59564
1.4379,59566
1.4436,59569
1.449,59567
1.4547,59564
1.4601,59567
1.4658,59566
1.4712,59567
1.4769,59563
1.4825,59567
1.488,59564
1.4934,59567
1.4991,59568
1.5045,59562
1.5102,59570
1.5159,59565
1.5213,59568
1.527,59567
1.5324,59566
1.538,59568
1.5434,59566
1.5491,59567
1.5545,59570
1.5602,59568
1.5657,59569
1.5714,59569
1.5768,59566
1.5825,59568
1.5878,59570
1.5935,59570
1.5989,59567
1.6046,59568
1.6103,59565
1.6157,59567
1.6214,59566
1.6268,59568
1.6325,59568
1.6378,59568
1.6435,59568
1.6492,59568
1.6546,59568
1.6603,59568
1.6657,59570
1.6714,59571
1.6768,59568
1.6825,59569
1.6879,59571
1.6936,59569
1.699,59568
1.7047,59567
1.7101,59569
1.7158,59568
1.7212,59570
1.7268,59568
1.7325,59571
1.738,59570
1.7434,59569
1.7491,59569
1.7545,59573
1.7602,59573
1.7658,59573
1.7712,59569
1.7769,59574
1.7823,59575
1.788,59572
1.7934,59576
1.799,59573
1.8047,59576
1.8101,59572
1.8158,59572
1.8212,59574
1.8269,59574
1.8325,59575
1.8379,59578
1.8436,59575
1.8491,59572
1.8547,59576
1.8601,59573
1.8658,59577
1.8712,59577
1.8769,59576
1.8823,59573
1.888,59573
1.8934,59572
1.8991,59575
1.9045,59574
1.9102,59577
1.9156,59577
1.9213,59574
1.927,59573
1.9324,59572
1.9381,59575
1.9435,59574
1.9492,59574
1.9546,59576
1.9603,59575
1.9657,59577
1.9713,59575
1.9768,59576
1.9824,59573
1.9878,59576
1.9935,59574
1.9989,59576
2.0047,59574
2.0101,59575
2.0157,59576
2.0214,59571
2.0268,59577
2.0325,59577
2.0379,59576
2.0436,59575
2.049,59575
2.0547,59576
2.0601,59577
2.0657,59574
2.0714,59575
2.0768,59575
2.0825,59576
2.0879,59578
2.0936,59573
2.099,59574
2.1047,59575
2.1101,59576
2.1158,59576
2.1214,59575
2.1268,59575
2.1325,59575
2.1379,59575
2.1436,59575
2.149,59574
2.1547,59574
2.1601,59575
2.1658,59576
2.1712,59574
2.1769,59578
2.1823,59574
2.188,59576
2.1934,59576
2.1991,59578
2.2045,59576
2.2102,59579
2.2156,59572
2.2213,59574
2.227,59574
2.2324,59575
2.2381,59577
2.2434,59577
2.2491,59577
2.2545,59575
2.2602,59574
2.2656,59574
2.2713,59576
2.277,59574
2.2824,59573
2.2881,59575
2.2935,59575
2.2992,59575
2.3045,59573
2.3102,59576
2.3156,59575
2.3213,59575
2.3267,59571
2.3324,59571
2.3378,59574
2.3435,59572
2.3489,59571
2.3546,59569
2.3603,59573
2.3657,59571
2.3713,59573
2.3767,59570
2.3824,59571
2.3878,59573
2.3935,59572
2.3992,59574
2.4046,59572
2.4103,59572
2.4157,59572
2.4213,59571
2.4267,59571
2.4324,59574
2.4378,59572
2.4435,59572
2.4492,59575
2.4546,59573
2.4603,59573
2.4657,59573
2.4714,59573
2.4768,59573
2.4825,59576
2.4879,59573
2.4936,59575
2.499,59574
2.5046,59573
2.51,59578
2.5157,59571
2.5214,59576
2.5268,59575
2.5325,59574
2.5379,59575
2.5436,59572
2.549,59573
2.5546,59573
2.5601,59568
2.5658,59568
2.5711,59573
2.5768,59572
2.5825,59573
2.5879,59577
2.5936,59571
2.599,59574
2.6047,59574
2.6101,59573
2.6158,59574
2.6212,59573
2.6267,59571
2.6323,59573
2.638,59570
2.6434,59574
2.6491,59573
2.6545,59572
2.6602,59575
2.6656,59573
2.6713,59573
2.677,59571
2.6823,59572
2.688,59572
2.6934,59574
2.6991,59570
2.7046,59568
2.7102,59572
2.7158,59574
2.7212,59570
2.7269,59575
2.7323,59571
2.738,59572
2.7434,59572
2.7491,59573
2.7546,59574
2.7602,59570
2.7657,59573
2.7713,59575
2.7768,59575
2.7824,59573
2.7881,59573
2.7935,59572
2.7992,59577
2.8046,59576
2.8103,59574
2.8157,59575
2.8214,59577
2.8268,59574
2.8325,59574
2.8379,59575
2.8436,59574
2.8492,59574
2.8546,59577
2.8603,59579
2.8657,59574
2.8714,59579
2.8768,59575
2.8825,59573
2.8879,59576
2.8936,59577
2.899,59581
2.9047,59574
2.9101,59581
2.9158,59573
2.9215,59575
2.9269,59575
2.9325,59574
2.9379,59575
