Experiment: Mar_5_T2_Turb_expt vial 2, Fri Mar  5 18:09:41 2021
0.0046,52628
0.0103,52523
0.0156,52659
0.0213,52624
0.0267,52624
0.0324,52623
0.0378,52614
0.0435,52546
0.0489,52613
0.0546,52601
0.0603,52588
0.0657,52616
0.0714,52586
0.0768,52578
0.0824,52599
0.0878,52600
0.0935,52576
0.0989,52593
0.1046,52556
0.11,52548
0.1157,52589
0.1214,52563
0.1268,52547
0.1325,52519
0.1379,52546
0.1436,52538
0.149,52520
0.1547,52544
0.1601,52534
0.1658,52553
0.1712,52515
0.1769,52528
0.1823,52524
0.1879,52530
0.1936,52435
0.199,52494
0.2047,52488
0.2101,52478
0.2158,52505
0.2212,52479
0.2269,52457
0.2323,52478
0.238,52465
0.2434,52483
0.2491,52491
0.2545,52473
0.2602,52450
0.2656,52463
0.2712,52381
0.2769,52411
0.2823,52410
0.288,52440
0.2934,52397
0.2991,52459
0.3045,52442
0.3102,52424
0.3156,52424
0.3213,52432
0.3267,52433
0.3324,52437
0.3381,52404
0.3435,52429
0.3491,52379
0.3545,52397
0.3602,52408
0.3656,52401
0.3713,52392
0.3767,52386
0.3824,52392
0.3878,52402
0.3935,52367
0.3989,52383
0.4046,52357
0.4103,52356
0.4157,52362
0.4214,52358
0.4268,52291
0.4324,52326
0.4378,52344
0.4435,52335
0.4489,52331
0.4546,52320
0.4603,52324
0.4657,52317
0.4714,52305
0.4768,52296
0.4825,52313
0.4879,52306
0.4936,52301
0.499,52309
0.5046,52286
0.51,52290
0.5157,52270
0.5211,52314
0.5268,52295
0.5325,52289
0.5379,52273
0.5436,52270
0.549,52300
0.5547,52259
0.5601,52256
0.5657,52275
0.5712,52261
0.5769,52285
0.5823,52268
0.588,52263
0.5936,52250
0.599,52252
0.6047,52262
0.6101,52239
0.6158,52260
0.6212,52236
0.6269,52226
0.6324,52225
0.638,52228
0.6435,52215
0.6491,52227
0.6545,52214
0.6602,52207
0.6656,52201
0.6713,52218
0.6768,52209
0.6825,52181
0.6879,52194
0.6936,52190
0.699,52172
0.7047,52169
0.7101,52174
0.7158,52150
0.7212,52151
0.7269,52152
0.7323,52149
0.738,52141
0.7434,52133
0.7491,52124
0.7545,52136
0.7602,52132
0.7657,52136
0.7714,52115
