Experiment: Feb_26_Turb_expt vial 3, Fri Feb 26 16:54:25 2021
0.0055,1629
0.0111,1624
0.0168,1627
0.0221,1626
0.0277,1625
0.0334,1628
0.0387,1626
0.0444,1629
0.05,1630
0.0556,1623
0.061,1624
0.0666,1628
0.0723,1623
0.0776,1627
0.0833,1627
0.0889,1625
0.0945,1629
0.0999,1627
0.1055,1627
0.1111,1627
0.1168,1626
0.1221,1628
0.1278,1625
0.1334,1624
0.1387,1631
0.1444,1624
0.15,1627
0.1556,1629
0.161,1625
0.1666,1630
0.1723,1625
0.1776,1628
0.1833,1626
0.1889,1623
0.1945,1631
0.1999,1628
0.2055,1623
0.2111,1628
0.2167,1630
0.2221,1623
0.2277,1626
0.2334,1626
0.239,1623
0.2443,1628
0.2499,1626
0.2556,1623
0.2612,1629
0.2665,1626
0.2722,1625
0.2778,1627
0.2834,1623
0.2888,1628
0.2944,1623
0.3,1626
0.3057,1626
0.311,1624
0.3166,1631
0.3223,1624
0.3279,1627
0.3332,1625
0.3389,1625
0.3445,1630
0.3499,1625
0.3555,1625
0.3611,1628
0.3668,1622
0.3724,1627
0.3777,1628
0.3834,1623
0.389,1628
0.3943,1628
0.4,1623
0.4056,1628
0.411,1623
0.4166,1628
0.4222,1628
0.4279,1623
0.4333,1628
0.4389,1626
0.4445,1623
0.4499,1629
0.4555,1625
0.4612,1624
0.4668,1631
0.4722,1627
0.4778,1624
0.4834,1628
0.4888,1624
0.4944,1627
0.5,1628
0.5057,1624
0.511,1628
0.5166,1626
0.5223,1624
0.5279,1629
0.5332,1623
0.5389,1625
0.5445,1630
0.5501,1623
0.5555,1626
0.5611,1629
0.5668,1623
0.5724,1628
0.5777,1628
0.5834,1625
0.589,1629
0.5943,1625
0.5999,1625
0.6056,1630
0.6112,1622
0.6166,1628
0.6222,1625
0.6278,1626
0.6335,1628
0.6388,1623
0.6444,1628
0.6501,1627
0.6557,1626
0.6611,1629
0.6667,1625
0.6723,1631
0.6777,1625
0.6833,1627
0.6889,1631
0.6946,1625
0.6999,1626
0.7055,1624
0.7112,1623
0.7168,1628
0.7222,1624
0.7278,1626
0.7334,1631
0.7388,1623
0.7444,1625
0.7499,1629
0.7555,1624
0.7611,1624
0.7668,1629
0.7721,1623
0.7777,1627
0.7833,1629
0.7889,1623
0.7946,1628
0.7999,1628
0.8055,1624
0.8111,1629
0.8167,1626
0.8224,1626
0.8277,1628
0.8333,1621
0.8389,1626
0.8446,1629
0.8499,1623
0.8555,1626
0.8611,1630
0.8667,1624
0.8724,1629
0.8778,1626
0.8834,1625
0.8889,1629
0.8945,1623
0.9002,1626
0.9055,1626
0.9112,1623
0.9167,1627
0.9223,1625
0.9277,1622
0.9333,1629
0.939,1625
0.9445,1627
0.9502,1627
0.9555,1625
0.9611,1630
0.9668,1625
0.9721,1623
0.9778,1631
0.9834,1624
0.9888,1623
