Experiment: Feb_26_Turb_expt vial 15, Fri Feb 26 16:54:25 2021
0.0055,1634
0.0111,1628
0.0168,1629
0.0221,1633
0.0277,1634
0.0334,1629
0.0387,1631
0.0444,1635
0.05,1629
0.0556,1632
0.061,1631
0.0666,1630
0.0723,1633
0.0776,1633
0.0833,1628
0.0889,1634
0.0945,1634
0.0999,1630
0.1055,1630
0.1111,1633
0.1168,1634
0.1221,1628
0.1278,1629
0.1334,1633
0.1387,1635
0.1444,1629
0.15,1630
0.1556,1634
0.161,1635
0.1666,1630
0.1723,1628
0.1776,1633
0.1833,1634
0.1889,1631
0.1945,1629
0.1999,1634
0.2055,1630
0.2111,1628
0.2167,1634
0.2221,1634
0.2277,1627
0.2334,1626
0.239,1633
0.2443,1637
0.2499,1631
0.2556,1626
0.2612,1630
0.2665,1635
0.2722,1634
0.2778,1628
0.2834,1628
0.2888,1631
0.2944,1632
0.3,1630
0.3057,1628
0.311,1633
0.3166,1634
0.3223,1629
0.3279,1629
0.3332,1633
0.3389,1636
0.3445,1629
0.3499,1628
0.3555,1631
0.3611,1635
0.3668,1630
0.3724,1628
0.3777,1631
0.3834,1634
0.389,1629
0.3943,1627
0.4,1632
0.4056,1634
0.411,1632
0.4166,1628
0.4222,1630
0.4279,1635
0.4333,1633
0.4389,1629
0.4445,1629
0.4499,1633
0.4555,1633
0.4612,1631
0.4668,1628
0.4722,1632
0.4778,1632
0.4834,1631
0.4888,1628
0.4944,1631
0.5,1634
0.5057,1630
0.511,1627
0.5166,1630
0.5223,1635
0.5279,1631
0.5332,1627
0.5389,1631
0.5445,1633
0.5501,1632
0.5555,1627
0.5611,1631
0.5668,1636
0.5724,1633
0.5777,1628
0.5834,1631
0.589,1632
0.5943,1633
0.5999,1630
0.6056,1628
0.6112,1633
0.6166,1635
0.6222,1631
0.6278,1626
0.6335,1632
0.6388,1635
0.6444,1630
0.6501,1626
0.6557,1629
0.6611,1635
0.6667,1635
0.6723,1630
0.6777,1629
0.6833,1633
0.6889,1633
0.6946,1630
0.6999,1628
0.7055,1633
0.7112,1633
0.7168,1627
0.7222,1632
0.7278,1633
0.7334,1632
0.7388,1629
0.7444,1627
0.7499,1631
0.7555,1635
0.7611,1630
0.7668,1626
0.7721,1631
0.7777,1635
0.7833,1631
0.7889,1629
0.7946,1630
0.7999,1635
0.8055,1634
0.8111,1628
0.8167,1626
0.8224,1631
0.8277,1634
0.8333,1631
0.8389,1629
0.8446,1630
0.8499,1634
0.8555,1635
0.8611,1630
0.8667,1627
0.8724,1632
0.8778,1635
0.8834,1631
0.8889,1626
0.8945,1629
0.9002,1635
0.9055,1633
0.9112,1630
0.9167,1630
0.9223,1633
0.9277,1635
0.9333,1631
0.939,1628
0.9445,1631
0.9502,1635
0.9555,1631
0.9611,1628
0.9668,1632
0.9721,1637
0.9778,1632
0.9834,1628
0.9888,1631
0.9944,1635
1.0001,1632
1.0055,1628
1.0111,1631
1.0167,1632
1.0223,1632
1.0277,1629
1.0333,1629
1.039,1631
1.0446,1631
