Experiment: Feb_26_Turb_expt vial 10, Fri Feb 26 16:54:25 2021
0.0055,1617
0.0111,1619
0.0168,1616
0.0221,1618
0.0277,1619
0.0334,1619
0.0387,1618
0.0444,1623
0.05,1617
0.0556,1618
0.061,1618
0.0666,1618
0.0723,1620
0.0776,1616
0.0833,1618
0.0889,1616
0.0945,1620
0.0999,1617
0.1055,1619
0.1111,1617
0.1168,1618
0.1221,1619
0.1278,1618
0.1334,1619
0.1387,1618
0.1444,1619
0.15,1618
0.1556,1617
0.161,1618
0.1666,1619
0.1723,1618
0.1776,1616
0.1833,1618
0.1889,1615
0.1945,1620
0.1999,1617
0.2055,1621
0.2111,1617
0.2167,1620
0.2221,1614
0.2277,1618
0.2334,1616
0.239,1618
0.2443,1617
0.2499,1618
0.2556,1620
0.2612,1617
0.2665,1619
0.2722,1618
0.2778,1617
0.2834,1617
0.2888,1617
0.2944,1617
0.3,1618
0.3057,1617
0.311,1616
0.3166,1621
0.3223,1616
0.3279,1618
0.3332,1621
0.3389,1616
0.3445,1621
0.3499,1617
0.3555,1618
0.3611,1617
0.3668,1618
0.3724,1617
0.3777,1617
0.3834,1618
0.389,1619
0.3943,1618
0.4,1619
0.4056,1616
0.411,1620
0.4166,1618
0.4222,1621
0.4279,1617
0.4333,1619
0.4389,1616
0.4445,1618
0.4499,1619
0.4555,1616
0.4612,1618
0.4668,1617
0.4722,1620
0.4778,1617
0.4834,1618
0.4888,1620
0.4944,1615
0.5,1619
0.5057,1615
0.511,1620
0.5166,1617
0.5223,1619
0.5279,1616
0.5332,1618
0.5389,1617
0.5445,1619
0.5501,1620
0.5555,1617
0.5611,1621
0.5668,1617
0.5724,1620
0.5777,1616
0.5834,1621
0.589,1616
0.5943,1620
0.5999,1617
0.6056,1619
0.6112,1620
0.6166,1615
0.6222,1619
0.6278,1618
0.6335,1621
0.6388,1617
0.6444,1620
0.6501,1617
0.6557,1617
0.6611,1620
0.6667,1616
0.6723,1618
0.6777,1617
0.6833,1619
0.6889,1619
0.6946,1617
0.6999,1621
0.7055,1617
0.7112,1617
0.7168,1619
0.7222,1616
0.7278,1618
0.7334,1615
0.7388,1620
0.7444,1617
0.7499,1616
0.7555,1618
0.7611,1617
0.7668,1619
0.7721,1621
0.7777,1617
0.7833,1620
0.7889,1616
0.7946,1621
0.7999,1618
0.8055,1619
0.8111,1616
0.8167,1618
0.8224,1619
0.8277,1616
0.8333,1619
0.8389,1616
0.8446,1620
0.8499,1617
0.8555,1618
0.8611,1617
0.8667,1618
0.8724,1618
0.8778,1618
0.8834,1621
0.8889,1615
0.8945,1619
0.9002,1618
0.9055,1617
0.9112,1618
0.9167,1618
0.9223,1620
0.9277,1618
0.9333,1619
0.939,1617
0.9445,1619
0.9502,1619
0.9555,1618
0.9611,1619
0.9668,1617
0.9721,1618
0.9778,1619
0.9834,1617
0.9888,1619
0.9944,1618
1.0001,1619
1.0055,1619
1.0111,1618
1.0167,1620
1.0223,1617
1.0277,1618
1.0333,1618
1.039,1616
1.0446,1619
1.05,1616
1.0556,1617
1.0612,1617
1.0668,1621
1.0722,1616
1.0778,1619
1.0834,1617
1.0888,1617
1.0944,1617
1.1,1617
1.1056,1619
1.1113,1617
1.1166,1618
1.1222,1620
1.1279,1615
1.1335,1619
1.1388,1617
1.1445,1618
1.1501,1618
1.1557,1618
1.1611,1620
1.1667,1617
1.1723,1618
1.1779,1618
1.1833,1619
1.1889,1620
1.1946,1618
1.1999,1617
1.2056,1618
1.2112,1617
1.2168,1620
1.2222,1616
1.2278,1619
1.2335,1614
1.2388,1617
1.2445,1619
1.2501,1616
1.2554,1618
1.2611,1617
1.2667,1618
1.2724,1618
1.2777,1617
1.2833,1618
1.289,1616
1.2946,1619
1.3,1616
1.3056,1618
1.3112,1618
1.3166,1619
1.3222,1618
1.3279,1620
1.3335,1617
1.3388,1616
1.3445,1619
1.3501,1617
1.3555,1618
1.3611,1617
1.3667,1619
1.3724,1618
1.3777,1616
1.3834,1621
1.389,1617
1.3946,1619
1.3999,1616
1.4056,1618
1.4112,1618
1.4168,1616
1.4222,1619
1.4278,1615
1.4334,1619
1.439,1617
1.4446,1620
1.45,1617
1.4556,1619
1.4613,1616
1.4666,1618
1.4723,1621
1.4779,1616
1.4832,1620
1.4889,1618
1.4945,1618
1.5001,1618
1.5058,1616
1.5111,1619
1.5168,1617
1.5224,1619
1.5278,1619
1.5334,1619
1.539,1621
1.5444,1616
1.55,1619
1.5556,1615
1.5613,1620
1.5666,1618
1.5723,1619
1.5779,1617
1.5835,1616
1.5889,1617
1.5945,1614
1.6001,1620
1.6055,1617
1.6111,1620
1.6167,1616
1.6224,1619
1.6277,1619
1.6334,1618
1.639,1620
1.6446,1617
1.65,1617
1.6556,1619
1.6612,1618
1.6666,1619
1.6722,1618
1.6778,1620
1.6834,1619
1.6888,1616
1.6944,1620
1.7,1617
1.7057,1621
1.7113,1619
1.7166,1619
1.7222,1620
1.7279,1617
1.7335,1619
1.7388,1618
1.7445,1620
1.7501,1618
1.7557,1619
1.7611,1620
1.7667,1617
1.7724,1619
1.7777,1620
1.7834,1616
1.789,1621
1.7943,1617
1.8,1619
1.8056,1618
1.8112,1618
1.8169,1619
1.8222,1617
1.8278,1618
1.8335,1619
1.8388,1618
1.8444,1617
1.8501,1618
1.8555,1617
1.8611,1619
1.8667,1619
1.8724,1620
1.8777,1616
1.8834,1619
1.889,1616
1.8946,1619
1.9,1619
1.9056,1617
1.9112,1620
1.9166,1615
1.9222,1620
1.9278,1617
1.9335,1617
1.9388,1619
1.9445,1617
1.9501,1620
1.9557,1617
1.9611,1620
1.9667,1618
1.9723,1617
1.978,1617
1.9833,1618
1.9889,1618
1.9945,1616
2.0002,1619
2.0056,1617
2.0112,1618
2.0168,1619
2.0222,1616
2.0278,1620
2.0334,1617
2.039,1617
2.0446,1617
2.05,1619
2.0556,1617
2.0613,1619
2.0666,1617
2.0722,1618
2.0779,1620
2.0832,1618
2.0889,1619
2.0945,1617
2.0999,1618
2.1056,1617
2.1112,1618
2.1168,1618
2.1221,1616
2.1278,1619
2.1332,1616
2.1389,1617
2.1445,1620
2.1499,1618
2.1556,1618
2.1612,1619
2.1666,1621
2.1722,1616
2.1779,1619
2.1833,1618
2.1889,1618
2.1945,1619
2.1999,1617
2.2056,1619
2.2112,1616
2.2166,1620
2.2222,1617
2.2279,1619
2.2333,1617
2.2389,1619
2.2445,1621
2.2499,1617
2.2556,1619
2.2612,1620
2.2666,1617
2.2722,1621
2.2779,1616
2.2833,1618
2.2889,1616
2.2945,1619
2.2999,1616
2.3055,1620
2.3111,1614
2.3166,1624
2.3223,1621
2.3277,1619
2.3333,1621
2.3389,1618
2.3446,1617
2.35,1618
2.3555,1616
2.3612,1621
2.3666,1616
2.3723,1621
2.3779,1616
2.3833,1619
2.389,1617
2.3946,1619
2.3999,1620
2.4056,1616
2.4111,1620
2.4167,1619
2.4223,1619
2.4279,1616
2.4333,1619
2.4389,1616
2.4445,1620
2.45,1617
2.4556,1616
2.4612,1617
2.4667,1619
2.4723,1619
2.4779,1617
2.4833,1619
2.4889,1620
2.4945,1617
2.5,1621
2.5056,1618
2.5113,1618
2.5166,1617
2.5222,1619
2.5279,1618
2.5334,1617
2.539,1622
2.5446,1617
2.55,1618
2.5556,1617
2.5613,1619
2.5666,1620
2.5723,1616
2.5779,1619
2.5834,1616
2.589,1620
2.5946,1618
2.6,1617
2.6056,1619
2.6112,1616
2.6166,1618
2.6222,1616
2.6278,1620
2.6334,1618
2.639,1616
2.6446,1617
2.65,1619
2.6556,1618
2.6613,1619
2.6666,1615
2.6722,1619
2.6779,1616
2.6834,1620
2.689,1617
2.6946,1622
2.7,1615
2.7056,1622
2.7113,1617
2.7166,1619
2.7222,1618
2.7279,1619
2.7334,1620
2.739,1617
2.7444,1619
2.75,1616
2.7557,1618
2.7613,1619
2.7666,1618
2.7723,1619
2.7779,1617
2.7833,1617
2.7889,1618
2.7945,1618
2.8001,1616
2.8057,1617
2.8111,1618
2.8167,1615
2.8223,1620
2.828,1618
2.8333,1616
2.8389,1619
2.8445,1616
2.8501,1620
2.8557,1617
2.8611,1620
2.8667,1617
2.8723,1618
2.8779,1618
2.8833,1614
2.8889,1620
2.8945,1616
2.9001,1620
2.9057,1615
2.9111,1619
2.9167,1618
2.9223,1617
2.9277,1619
2.9333,1616
2.939,1621
2.9446,1618
2.9499,1616
2.9556,1619
2.9612,1616
2.9668,1619
2.9721,1619
2.9778,1618
2.9834,1617
2.989,1618
2.9944,1617
3.0,1616
3.0057,1619
3.011,1617
3.0166,1620
3.0223,1619
3.0279,1619
3.0332,1619
3.0389,1618
3.0445,1619
3.0501,1616
3.0555,1620
3.0611,1617
3.0668,1619
3.0721,1619
3.0778,1618
3.0834,1619
3.089,1618
3.0944,1620
3.1,1620
3.1056,1617
3.1112,1620
3.1166,1617
3.1222,1621
3.1279,1616
3.1335,1620
3.1388,1615
3.1445,1620
3.1501,1617
3.1555,1617
3.1611,1620
3.1667,1618
3.1723,1620
3.1777,1619
3.1833,1618
3.189,1618
3.1946,1619
3.1999,1618
3.2056,1618
3.2112,1618
3.2168,1617
3.2222,1619
3.2278,1616
3.2334,1620
3.239,1618
3.2444,1619
3.25,1620
3.2556,1621
3.2613,1616
3.2666,1617
3.2722,1620
3.2779,1616
3.2832,1619
3.2888,1618
3.2945,1620
3.3001,1615
3.3055,1620
3.3111,1617
3.3168,1620
3.3224,1617
3.3277,1619
3.3334,1618
3.339,1615
3.3444,1619
3.35,1617
3.3556,1618
3.361,1617
3.3667,1616
3.3723,1621
3.3779,1617
3.3833,1621
3.3889,1615
3.3945,1621
3.4002,1616
3.4055,1620
3.4112,1621
3.4166,1615
3.4222,1617
3.4278,1618
3.4335,1620
3.4388,1618
3.4445,1618
3.4501,1617
3.4557,1617
3.4611,1619
3.4667,1617
3.4723,1619
3.4777,1618
3.4833,1617
3.489,1618
3.4943,1618
3.5,1619
3.5056,1618
3.5113,1619
3.5166,1620
3.5223,1616
3.5279,1620
3.5333,1617
3.5389,1617
3.5445,1619
3.5502,1616
3.5555,1619
3.5611,1617
3.5668,1618
3.5721,1619
3.5777,1619
3.5834,1618
3.589,1616
3.5946,1620
3.6,1617
3.6056,1619
3.6112,1618
3.6168,1617
3.6222,1619
3.6278,1618
3.6335,1621
3.6388,1617
3.6444,1619
3.6501,1618
3.6554,1618
3.6611,1619
3.6667,1619
3.6723,1618
3.6777,1619
3.6833,1616
3.689,1620
3.6946,1617
3.6999,1619
3.7056,1618
3.7112,1619
3.7165,1619
3.7222,1617
3.7278,1619
3.7334,1617
3.7391,1620
3.7444,1615
3.7501,1619
3.7554,1619
3.7611,1615
3.7667,1619
3.7724,1617
3.7777,1620
3.7833,1617
3.7889,1619
3.7943,1616
3.8,1619
3.8056,1617
3.8112,1619
3.8166,1619
3.8222,1617
3.8278,1620
3.8335,1615
3.8388,1619
3.8445,1618
3.8501,1619
3.8557,1617
3.8611,1617
3.8667,1620
3.8723,1617
3.8777,1620
3.8833,1617
3.8889,1619
3.8946,1615
3.8999,1620
3.9055,1616
3.9111,1619
3.9167,1617
3.9224,1617
3.9277,1620
3.9333,1615
3.9389,1620
3.9445,1619
3.9499,1618
3.9555,1618
3.9611,1618
3.9667,1618
3.9724,1617
3.9778,1617
3.9834,1616
3.9889,1620
3.9945,1617
4.0002,1620
4.0056,1617
4.0112,1618
4.0165,1618
4.0222,1618
4.0278,1618
4.0334,1618
4.0391,1621
4.0444,1615
4.0501,1620
4.0557,1617
4.0611,1617
4.0667,1619
4.0723,1619
4.0777,1621
4.0833,1619
4.0889,1618
4.0946,1619
4.0999,1618
4.1055,1618
4.1112,1618
4.1168,1619
4.1221,1620
4.1278,1617
4.1334,1620
4.139,1616
4.1444,1620
4.15,1617
4.1556,1620
4.161,1617
4.1666,1618
4.1722,1617
4.1779,1618
4.1832,1618
4.1888,1618
4.1945,1619
4.2001,1619
4.2055,1619
4.2111,1619
4.2167,1616
4.2223,1620
4.2277,1617
4.2333,1620
4.2389,1616
4.2446,1619
4.2499,1618
4.2555,1618
4.2612,1619
4.2668,1617
4.2721,1619
4.2778,1618
4.2834,1621
4.289,1619
4.2944,1617
4.3,1618
4.3056,1618
4.3113,1618
4.3166,1617
4.3222,1618
4.3279,1620
4.3332,1618
4.3389,1619
4.3445,1616
4.3501,1619
4.3555,1618
4.3611,1619
4.3668,1619
4.3721,1616
4.3777,1617
4.3834,1617
4.389,1616
4.3944,1618
4.4,1618
4.4056,1618
4.411,1618
4.4166,1619
4.4223,1618
4.4279,1618
4.4332,1618
4.4389,1618
4.4445,1621
4.4499,1619
4.4555,1618
4.4611,1618
4.4668,1617
4.4721,1619
4.4778,1615
4.4834,1619
4.489,1615
4.4943,1619
4.5,1618
4.5056,1617
4.5112,1617
4.5166,1615
4.5222,1618
4.5278,1616
4.5332,1619
4.5388,1617
4.5445,1619
4.5501,1617
4.5555,1620
4.5611,1617
4.5667,1619
4.5721,1618
4.5777,1618
4.5834,1619
4.589,1617
4.5943,1618
4.6,1618
4.6056,1619
4.6112,1613
4.6166,1619
4.6222,1615
4.6279,1619
4.6332,1618
4.6389,1618
4.6445,1618
4.6501,1618
4.6555,1618
4.6611,1618
4.6668,1618
4.6721,1617
4.6777,1617
4.6834,1619
4.689,1616
4.6943,1619
4.7,1618
4.7056,1619
4.711,1618
4.7166,1616
4.7222,1619
4.7279,1617
4.7332,1619
4.7388,1617
4.7445,1617
4.7501,1619
4.7554,1618
4.7611,1617
4.7667,1616
4.7723,1619
4.7777,1616
4.7833,1620
4.7889,1616
4.7946,1618
4.7999,1621
4.8056,1618
4.8112,1621
4.8165,1617
4.8222,1620
4.8278,1615
4.8334,1621
4.8388,1618
4.8444,1617
4.85,1618
4.8554,1617
4.861,1618
4.8667,1620
4.8723,1617
4.8779,1619
4.8833,1617
4.8889,1621
4.8945,1617
4.8999,1618
4.9055,1616
4.9111,1618
4.9168,1618
4.9221,1617
4.9278,1617
4.9334,1618
4.939,1617
4.9444,1619
4.95,1616
4.9557,1620
4.961,1616
4.9666,1619
4.9723,1617
4.9776,1619
4.9833,1619
4.9889,1618
4.9946,1619
4.9999,1616
5.0056,1618
5.0112,1616
5.0166,1619
5.0222,1618
5.0278,1616
5.0334,1619
5.0388,1617
5.0444,1618
5.05,1619
5.0556,1617
5.061,1619
5.0666,1616
5.0722,1621
5.0779,1615
5.0832,1618
5.0888,1615
5.0945,1620
5.1001,1619
5.1054,1619
5.111,1618
5.1167,1617
5.1223,1618
5.1276,1615
5.1333,1622
5.1389,1618
5.1445,1619
5.1499,1616
5.1555,1617
5.1611,1618
5.1668,1618
5.1721,1618
5.1778,1616
5.1834,1621
5.1888,1616
5.1944,1620
5.2001,1617
5.2054,1618
5.211,1616
5.2167,1618
5.2223,1620
5.2276,1615
5.2333,1619
5.2389,1615
5.2445,1620
5.2499,1616
5.2555,1618
5.2612,1617
5.2665,1617
5.2722,1616
5.2778,1616
5.2834,1619
5.2888,1618
5.2944,1619
5.3,1615
5.3056,1619
5.311,1619
5.3166,1618
5.3223,1621
5.3279,1618
5.3332,1619
5.3388,1618
5.3445,1618
5.3501,1615
5.3554,1617
5.3611,1617
5.3667,1616
5.372,1621
5.3777,1617
5.3833,1619
5.3889,1617
5.3943,1619
5.3999,1618
5.4055,1619
5.4111,1618
5.4168,1617
5.4221,1617
5.4278,1617
5.4334,1619
5.4387,1616
5.4444,1620
5.45,1621
5.4554,1617
5.461,1619
5.4667,1618
5.4723,1619
5.4777,1617
5.4832,1619
5.4888,1617
5.4945,1617
5.5001,1618
5.5054,1619
5.511,1619
5.5166,1618
5.5222,1620
5.5276,1614
5.5332,1619
5.5388,1616
5.5444,1619
5.5501,1617
5.5554,1618
5.561,1619
5.5666,1617
5.5722,1618
5.5776,1616
5.5832,1624
5.5889,1618
5.5944,1617
5.6,1618
5.6054,1617
5.611,1618
5.6167,1617
5.6222,1617
5.6278,1619
5.6332,1616
5.6388,1619
5.6444,1615
5.65,1620
5.6557,1617
5.661,1616
5.6666,1617
5.6723,1616
5.6776,1620
5.6833,1616
5.6889,1618
5.6942,1617
5.6999,1617
