Experiment: June_23_negative_cntrl_expt vial 5, Wed Jun 23 11:25:37 2021
0.0044,0.0
0.0101,-0.0003630417115565443
0.0157,-0.0005135970504426268
0.0211,0.0002922064411601255
0.0268,0.00036302828454903846
0.0324,-0.0016736552562193197
0.0378,-0.0004338706883033616
0.0435,-0.0008677615754040247
0.0489,-0.0013814073699123242
0.0545,-0.0005844306785673936
0.0602,-0.0016736552562193197
0.0656,-0.0013725076867090458
0.0713,-0.0001505526119172096
0.0766,0.0
0.0823,0.00043385048950472793
0.0879,-7.082541006786514e-05
0.0933,-0.0010183289440157672
0.099,-0.0008677615754040247
0.1046,-0.0011600015257928753
0.11,-0.0007969293935450317
0.1157,0.00015056383908262916
0.1213,-0.0004338706883033616
0.1267,7.082577163464165e-05
0.1324,0.0
0.1377,-0.0007260968501188181
0.1434,-0.0011600015257928753
0.149,7.082577163464165e-05
0.1546,-0.0003630417115565443
0.16,0.0005046730560263057
0.1656,-0.0001505526119172096
0.1713,-0.0005046993034834024
0.1766,-0.0007969293935450317
0.1822,-0.0007969293935450317
0.1879,-0.0010891654156877095
0.1935,-0.0011600015257928753
0.1989,-0.0010891654156877095
0.2045,-0.0006463554491453749
0.2099,-0.001593926400264678
0.2156,-0.0021784516744332016
0.2213,-0.0036310213308512473
0.2266,-0.0015230870850473366
0.2323,-0.0014522474082632186
0.238,7.082577163464165e-05
0.2434,-0.0016028109280572522
0.249,-0.0005844306785673936
0.2544,-0.0013105669699955413
0.2601,-0.001239726208512426
0.2657,-0.0027630006769294724
0.2711,-0.0010891654156877095
0.2768,-0.0008766549159737735
0.2821,-0.0013725076867090458
0.2878,-0.0010891654156877095
0.2934,-0.00029221237324295046
0.2991,-0.0003630417115565443
0.3044,0.00014165190483517165
0.31,-0.0003630417115565443
0.3157,-0.0010891654156877095
0.3213,0.00036302828454903846
0.3267,-0.0010183289440157672
0.3323,-0.00029221237324295046
0.3379,-0.0015230870850473366
0.3433,7.082577163464165e-05
0.3489,-0.0013105669699955413
0.3546,-0.0011600015257928753
0.3602,-0.00029221237324295046
0.3655,-0.0018950608182004558
0.3712,-0.0010891654156877095
0.3768,-0.0009474921107779366
0.3822,-0.0013814073699123242
0.3879,-0.0018153428278453454
0.3935,-0.0011600015257928753
0.3989,-0.0014522474082632186
0.4045,-0.001593926400264678
0.4102,0.00022138495933843316
0.4155,-0.0004338706883033616
0.4212,-0.0013105669699955413
0.4268,-0.0005844306785673936
0.4322,-0.00029221237324295046
0.4379,-0.0011600015257928753
0.4433,-0.0006552639451262721
0.4489,7.082577163464165e-05
0.4546,-0.0009474921107779366
0.4602,-0.0007969293935450317
0.4656,-0.0007260968501188181
0.4711,-0.002258168825079121
0.4768,-0.0008766549159737735
0.4822,-0.0007260968501188181
0.4878,0.0005754959841137719
0.4934,-0.0005135970504426268
0.4989,-0.0002213826733630242
0.5046,-0.0005844306785673936
0.5102,-0.0013814073699123242
0.5156,7.082577163464165e-05
0.5212,-0.0003630417115565443
0.5266,-0.0021784516744332016
0.5323,-0.0001505526119172096
0.5379,-0.0003630417115565443
0.5435,-0.0010891654156877095
0.5489,-0.0005844306785673936
0.5544,-0.0009474921107779366
0.5601,-0.0018153428278453454
0.5657,-0.0014522474082632186
0.5713,-0.0016736552562193197
0.5767,0.0021779683021994067
0.5823,-0.0002213826733630242
0.5879,-0.0013814073699123242
0.5935,-0.0017444992228150547
0.5989,-0.0010183289440157672
0.6045,-0.0006552639451262721
0.6101,-0.0016736552562193197
0.6157,-0.0006552639451262721
0.6213,-0.0006552639451262721
0.6267,-0.0005844306785673936
0.6323,-0.0009474921107779366
0.6379,-0.002107604502724403
0.6435,-0.0008766549159737735
0.6488,-0.0004427630607510835
0.6545,-0.0010183289440157672
0.6601,-0.0013105669699955413
0.6657,-0.0008058173596037221
0.6713,-0.00029221237324295046
0.6767,-0.0016736552562193197
0.6823,-0.00021247514550370994
0.6879,0.0
0.6935,-0.0026921456487301043
0.6989,-0.0005844306785673936
0.7045,-0.0006552639451262721
0.7101,-0.0004427630607510835
