Experiment: June_23_negative_cntrl_expt vial 11, Wed Jun 23 11:25:37 2021
0.0044,0.0
0.0101,0.0005768199170521626
0.0157,-5.138604869348029e-05
0.0211,0.0002627196848052904
0.0268,0.0
0.0324,-0.001125113172546932
0.0378,-0.0012051072234067206
0.0435,-0.000890973176323584
0.0489,-0.000628234279330897
0.0545,-0.0003654972834450376
0.0602,-0.00023412949841716824
0.0656,-0.0017306080317860406
0.0713,0.0002113403905452671
0.0766,0.0007081747187713816
0.0823,0.0003940788142928753
0.0879,-0.000628234279330897
0.0933,-0.00044547927212779115
0.099,0.0002627196848052904
0.1046,0.0007081747187713816
0.11,0.0003940788142928753
0.1157,-0.0012051072234067206
0.1213,0.0
0.1267,-0.000628234279330897
0.1324,0.00013136008004011046
0.1377,0.0002627196848052904
0.1434,0.00013136008004011046
0.149,-0.0003141143890399434
0.1546,-0.0015192467717399794
0.16,0.0014676956948713737
0.1656,0.0002627196848052904
0.1713,0.00013136008004011046
0.1766,-0.000628234279330897
0.1822,-0.0016506255886925558
0.1879,-0.0017820048809191746
0.1935,-0.0012564905636676116
0.1989,-0.0009423596708737492
0.2045,-0.0003141143890399434
0.2099,-0.0017820048809191746
0.2156,-0.0003141143890399434
0.2213,-0.003118662178327014
0.2266,-0.002987268476960736
0.2323,-0.0010737332095018814
0.238,-5.138604869348029e-05
0.2434,-0.0004968655437496139
0.249,-0.0004968655437496139
0.2544,-0.0015192467717399794
0.2601,-0.0022789298446559414
0.2657,-0.002016155374950479
0.2711,0.0015476622650218985
0.2768,-0.0025417062154691195
0.2821,-0.002410317792423733
0.2878,7.997740856424684e-05
0.2934,-0.0010223433377332114
0.2991,0.0007081747187713816
0.3044,-0.0003141143890399434
0.31,-5.138604869348029e-05
0.3157,-0.0009423596708737492
0.3213,-0.0003654972834450376
0.3267,-0.0013878684300658861
0.3323,-5.138604869348029e-05
0.3379,-0.0008109866075223238
0.3433,0.0010222651219962131
0.3489,-0.0012564905636676116
0.3546,-0.0012564905636676116
0.3602,-0.0006796140194484934
0.3655,-0.0017020091518826774
0.3712,-0.0016506255886925558
0.3768,-0.0016506255886925558
0.3822,-0.0017020091518826774
0.3879,-0.0010737332095018814
0.3935,-0.0009423596708737492
0.3989,-0.0009423596708737492
0.4045,-0.0013878684300658861
0.4102,-0.000628234279330897
0.4155,-5.138604869348029e-05
0.4212,-0.002096158586047281
0.4268,-0.000628234279330897
0.4322,-5.138604869348029e-05
0.4379,-0.0009423596708737492
0.4433,-0.0008109866075223238
0.4489,0.001861729855916039
0.4546,-0.0013364817125873785
0.4602,-0.000628234279330897
0.4656,-0.0015192467717399794
0.4711,-0.0012564905636676116
0.4768,-0.0003654972834450376
0.4822,-0.0012564905636676116
0.4878,-0.0004968655437496139
0.4934,0.0004740649286789633
0.4989,0.0011022362722643564
0.5046,-0.0004968655437496139
0.5102,-0.0009423596708737492
0.5156,7.997740856424684e-05
0.5212,-0.0009423596708737492
0.5266,-0.0015192467717399794
0.5323,-0.0001827499812279143
0.5379,0.0003940788142928753
0.5435,-0.0016506255886925558
0.5489,0.0012849646440624696
0.5544,-0.0012564905636676116
0.5601,-0.001833391821327801
0.5657,-0.0004968655437496139
0.5713,-0.0027244825000538597
0.5767,-0.0012051072234067206
0.5823,0.0005254374685046415
0.5879,-0.0003654972834450376
0.5935,-0.00023412949841716824
0.5989,-0.0013878684300658861
0.6045,0.0007081747187713816
0.6101,-0.0008109866075223238
0.6157,-0.0009423596708737492
0.6213,-0.0015992321167761503
0.6267,-0.0003654972834450376
0.6323,-0.001125113172546932
0.6379,-0.002096158586047281
0.6435,-0.0009423596708737492
0.6488,-0.0004968655437496139
0.6545,-0.0008109866075223238
0.6601,-0.0004968655437496139
0.6657,-0.0022789298446559414
0.6713,-0.0003654972834450376
0.6767,-0.0017020091518826774
0.6823,-5.138604869348029e-05
0.6879,0.0003940788142928753
0.6935,-0.003038652708934997
0.6989,-0.0017020091518826774
0.7045,-0.0003654972834450376
0.7101,-0.00010276218866600573
0.7157,0.00013136008004011046
0.7211,-0.0015192467717399794
0.7267,0.0012335891728767479
0.7324,0.0005768199170521626
0.7377,-0.000890973176323584
