Experiment: Mar_25_Phage_osmo_expt vial 11, Thu Mar 25 17:24:47 2021
0.0026,0.0
0.0083,0.0011511199390216165
0.0137,0.002746241273963501
0.0194,0.0027754754164011075
0.0247,0.0008105829852005364
0.0304,0.003157183717921286
0.036,0.0026173295244391603
0.0414,0.0019158053398353747
0.0471,0.008483933878669414
0.0528,0.0036968949299560627
0.0581,0.0022768398193108164
0.0638,0.004942047834277319
0.0694,0.007899224608973188
0.0748,0.007686818310132404
0.0804,0.0035017897583723423
0.0861,0.0036968949299560627
0.0917,0.004331962146494117
0.097,0.004999814350529097
0.1027,0.005261466037893459
0.1081,0.0032319335404715765
0.1138,0.0036968949299560627
0.1194,0.003800677230510696
0.1248,0.008641340053708313
0.1304,0.0028834355251061705
0.136,0.0029083831860780007
0.1417,0.004535130071690596
0.147,0.00039881480096359834
0.1527,0.003127346625985683
0.1583,0.0045956699516988
0.1637,0.00232628843260807
0.1693,0.0013752294087926442
0.1749,0.0013002841360738593
0.1806,0.0013445090932430181
0.1859,0.0030026275836047
0.1915,0.002270740965804152
0.1971,0.002051695205314119
0.2028,0.0022957015598044084
0.2081,0.0018825747376667312
0.2137,0.005147156977276746
0.2194,0.0038589316479993307
0.225,0.0025396832008504067
0.2304,0.000787101324322359
0.236,0.001757721360825637
0.2416,0.0007813077281629832
0.2472,0.002270740965804152
0.2526,0.004972856236813983
0.2582,0.001294546153938314
0.2638,0.002270740965804152
0.2695,0.0025840265219059244
0.2748,0.0034351076201828423
0.2804,0.0029028437947230534
0.2861,0.001313822678915555
0.2915,0.0008063004673737328
0.2971,0.004141820148043984
0.3026,0.006623718432864911
0.3082,0.003534843278031885
0.3138,0.004560041209395016
0.3194,0.0037537962201342756
0.3248,0.001802015094661935
0.3304,0.004285992554464824
0.3361,0.00328548987511712
0.3417,0.001313822678915555
0.3473,0.003942448896620432
0.3526,0.0006813320185462546
0.3582,0.0009754718588762534
0.3638,0.0022401880445056532
0.3694,0.0035792874498240534
0.3748,0.0015829066716416262
0.3804,0.00016792902276130395
0.386,0.0006063452459318386
0.3917,-2.6290561639941146e-05
0.3971,-0.00029556148229581414
0.4027,-1.2805616302902223e-06
0.4083,0.00021793989196683405
0.4138,-0.000220515647294528
0.4193,-0.00027054572868745463
0.4249,0.0013637836165462103
0.4306,0.001976796162522443
0.4359,-0.00010132341333435324
0.4416,0.0018519549190031404
0.4472,0.0018769241182613472
0.4526,0.0010254482064857573
0.4582,0.0011196608951663523
0.4639,0.0003429587476430074
0.4693,0.0017077766831545826
0.4749,0.0015136550228144197
0.4806,0.0017327492596287408
0.486,0.0025147278851751498
0.4917,0.0009562469218483693
0.4971,0.0011503807581710879
0.5027,0.0009062666714626522
0.5081,0.0006621278713153655
0.5137,0.0015636083560254255
0.5194,0.0012695639713731222
0.5248,0.0026201460316317426
0.5305,0.0015885843097190877
0.5361,0.00017377613071256626
0.5415,0.0016385347912717396
0.5472,0.0004429652772105497
0.5528,0.00014876945763409033
0.5581,-0.00014547408978071719
0.5638,0.0013445090932430181
0.5694,-0.0005088932407237845
0.5751,-0.00021461029752434246
0.5804,-0.0017244169529556652
0.586,-0.0005779952218792905
0.5917,-0.0003837925824058397
0.5971,-0.0014360637021259004
0.6027,-0.00018959544418140073
0.6084,-0.0013359015739599078
0.6137,-0.0002587038059976843
0.6194,-0.00023962562614021632
0.625,-0.0006780921090626668
0.6304,-0.0012417969534245232
0.6361,-0.0003146744636478571
0.6417,-0.0029465241949705456
0.6473,-0.002288364229216522
0.6527,-0.0027271229076494263
0.6583,0.0017134569490270257
0.6639,-0.0011166171202597885
0.6695,-0.0023322927388121917
0.6749,-0.00028965770920375
0.6805,-0.0016052903793519757
0.6861,-0.003730266979214081
0.6915,-0.0029214498039624726
0.6971,-0.002557867248056067
0.7028,-0.003485711406978065
0.7084,-0.003341507780468045
0.7137,-0.0007531697648531788
0.7193,-0.0017054755219155782
0.7249,-0.003335203146893173
0.7306,-0.001141652136340321
0.7359,-0.0020940624922000106
0.7415,-0.0017995638027870076
0.7471,-0.0011666876276945626
0.7528,-0.0017995638027870076
0.7584,-0.0023384856187790293
0.7637,-0.002194289861345178
0.7694,-0.00019550131951440175
0.775,-0.0004147462341980157
0.7804,-0.0031722151014631494
0.7861,-0.002896375888234326
0.7917,-0.0014110224571685093
0.7971,-0.002244406397576948
0.8027,-0.000608982322353957
0.8083,-0.0014611054223571118
0.8137,-0.004219452264010104
0.8194,-0.004878064263384441
0.825,-0.005097630860646407
0.8306,-0.005079010511847781
0.836,-0.0038808240191875454
0.8416,-0.0008783086966952514
0.8473,-0.0031471364329710427
0.8527,-0.0035358846292183888
0.8584,-0.0019999763144966654
0.8637,-0.004125435974805525
0.8694,-0.002538990188081791
0.8749,-0.0011226363258762806
0.8805,-0.0027082716416507724
0.8862,-0.002369706055497245
0.8916,-0.0013419493749300404
0.8973,-0.0011226363258762806
0.9027,0.00011791625244927939
0.9083,0.00033714128616046946
0.9137,-0.0014170686814624078
0.9194,-0.0018618375836657597
0.9248,-0.00037648046582161587
0.9305,-0.0017115487648833305
0.9362,-0.0022254767488166793
0.9416,-0.0009402477896334194
0.9473,-0.0018367882590087925
0.9527,-0.0008592382957781641
0.9583,-0.0011035887164266844
0.9637,-0.0030279950347231743
0.9694,-0.00029556148229581414
0.9748,-0.0012537967836859787
0.9805,-0.0012978877403269085
0.9862,0.0005755926382015053
0.9916,-0.0019119376588024872
0.9972,-0.0014230815803711883
1.0026,0.001452383093317855
1.0083,-0.0013789832431696514
1.014,-0.00013217611569127374
1.0194,-0.0011286222061138718
1.025,-0.0012287609176185876
1.0304,-0.002639253879362591
1.0361,0.0009890302448450905
1.0418,-0.0017175886824658537
1.0472,-0.0017676820031700125
1.0528,-0.0016925427350283906
1.0583,-0.0032536940436458384
1.0639,-0.0031345103400461927
1.0693,-0.0004515332791208415
1.075,-0.004433012884214271
1.0804,-0.0029902366836843663
1.0861,-0.003178456763185067
1.0918,-0.0033602217288865033
1.0972,-0.003529600668287558
1.1028,-0.004677740962938937
1.1082,-0.0023819241373849165
1.1139,-0.0035045158714844815
1.1193,-0.002576331721698022
1.125,-0.005826345021336499
1.1304,-0.001309818817587849
1.136,-0.001773687544248781
1.1417,-0.004044011330333053
1.1471,-0.0014290611538956277
1.1528,-0.001334855583926875
1.1582,-0.002482168214220759
1.1639,0.000883415029472201
1.1695,-0.0011154615518634836
1.1749,-0.0040691076343344346
1.1806,0.000494880574706702
1.186,-0.00023803174430947482
1.1916,0.0005891754464891763
1.1973,0.0039567468153616225
1.2027,0.0051710084648134425
1.2084,0.0032942822573344133
1.2138,0.006195929563280855
1.2195,0.003951484227860402
1.2249,0.003901640766150294
1.2306,0.007628236533163246
1.236,0.0070464020942730965
1.2417,0.008065762550997668
1.2471,0.008697124534931211
1.2528,0.006484434286567864
1.2582,0.008965451025825022
1.2639,0.008503230040558307
1.2696,0.007528868411362466
1.275,0.007822170343624313
1.2806,0.006240695476745106
1.286,0.0031695979927841567
1.2917,0.005728261598490936
1.2971,0.006509300094612369
1.3028,0.004264981526149514
1.3084,0.00691726568692852
1.3138,0.0070166855408456685
1.3195,0.006748119115862039
1.3249,0.005748142166358106
1.3306,0.004797532036755259
1.336,0.006529247035218511
1.3416,0.005459555498135926
1.3473,0.005797903925994108
1.3527,0.007474409236747359
1.3584,0.007986549342812177
1.3638,0.007185819380945979
1.3694,0.007742913230678328
1.3751,0.0101533771404968
1.3805,0.008523390111071172
1.3862,0.008573030894270528
1.3916,0.009060087897885594
1.3972,0.008448925371700167
1.4027,0.010322429059466676
1.4083,0.011708119018760232
1.414,0.010903908555113695
1.4194,0.01122153901454892
1.4251,0.011316293661415178
1.4305,0.010590590413063317
1.4361,0.011002978787459039
1.4416,0.012095633602223987
1.4473,0.009199816228232072
1.4529,0.01255732585222391
1.4583,0.012994217219281956
1.464,0.011658615572525566
1.4694,0.01230997697909575
1.475,0.013600026587415326
1.4804,0.010272865125013353
1.4861,0.015079092830786123
1.4918,0.012046147467070445
1.4971,0.013212640954711197
1.5028,0.013892527823593515
1.5082,0.013575316903525203
1.5139,0.011633863136491063
1.5193,0.013332193060879738
1.525,0.013772981066895174
1.5307,0.014304540150824052
1.5361,0.015008862487953745
1.5418,0.013867824368582027
1.5471,0.01231412066897386
1.5528,0.01449432883632773
1.5582,0.014209678082804711
1.5639,0.01379371115188388
1.5696,0.013525896109920055
1.575,0.012408922231663344
1.5806,0.01292004636602695
1.586,0.01292004636602695
1.5917,0.011559602976738859
1.5974,0.014181063777081171
1.6028,0.013867824368582027
1.6084,0.014156367076503362
1.6138,0.014448806104567002
1.6195,0.012021403686580334
1.6249,0.013233328459272942
1.6305,0.011703888491706893
1.6362,0.011897677654977068
1.6416,0.012334714005150405
1.6473,0.012915989513320403
1.6527,0.012701593589387383
1.6584,0.013913285704236333
1.6637,0.011703888491706893
1.6694,0.013962689186761246
1.6751,0.01328276171063092
1.6805,0.014131669900649069
1.6861,0.014836099755627608
1.6918,0.015099998469435105
1.6972,0.015276491825754412
1.7029,0.01619508216736254
1.7082,0.014691827493305998
1.7139,0.015054415817672862
1.7193,0.01451901783191567
1.725,0.013134456253240279
1.7306,0.01449432883632773
1.736,0.014325346616909984
1.7417,0.016606861945863804
1.7471,0.014012090768180774
1.7528,0.013546636203266127
1.7584,0.014617769061512575
1.7638,0.015684613132148972
1.7695,0.016462594844189216
1.7749,0.014057575521427834
1.7806,0.014762051455484704
1.7862,0.016001505722125775
1.7916,0.015322061192509229
1.7973,0.014593081967029353
1.8027,0.015079092830786123
1.8084,0.016508285527052857
1.814,0.013744299964374207
1.8194,0.017335284753300595
1.8251,0.015054415817672862
1.8305,0.016487241137916775
1.8362,0.016487241137916775
1.8416,0.015540338384322117
1.8473,0.015540338384322117
1.8526,0.014786734697475712
1.8583,0.01502973832928245
1.864,0.013913285704236333
1.8694,0.013962689186761246
1.875,0.01408227412311125
1.8805,0.014881663418132574
1.8861,0.013089044504801528
1.8917,0.012528478009124155
1.8973,0.01235945055593235
1.9027,0.014593081967029353
1.9083,0.014012090768180774
1.9139,0.012771691827051734
1.9195,0.013233328459272942
1.9249,0.013645471886031268
1.9305,0.013476473415208634
1.9361,0.01162963418611751
1.9417,0.013233328459272942
1.9474,0.012722236511848894
1.9527,0.01235945055593235
1.9583,0.013645471886031268
1.9639,0.01381447303586869
1.9696,0.012895321797720682
1.9749,0.011848183915400323
1.9805,0.012017232978026593
1.9861,0.01160488180036956
1.9917,0.010998663525472407
1.9973,0.01131203821792448
2.0027,0.011773939741463235
2.0084,0.011728638976351125
2.014,0.011411069824766695
2.0194,0.013596054995201445
2.0251,0.012334714005150405
2.0307,0.01160488180036956
2.036,0.012454278488437831
2.0416,0.013039602597903599
2.0472,0.011654386096590086
2.0529,0.013596054995201445
2.0582,0.014275959494912227
2.0638,0.012821145241149079
2.0695,0.01306432378899125
2.0751,0.014469639365459752
2.0807,0.01131203821792448
2.0861,0.013134456253240279
2.0918,0.012602673252326557
2.0971,0.014691827493305998
2.1027,0.011505867504609135
2.1084,0.011217252347914153
2.114,0.012066719012615135
2.1194,0.011361554971897947
2.1251,0.011773939741463235
2.1307,0.011142966372388097
2.136,0.009955079176101167
2.1417,0.011118203429990925
2.1473,0.013789768680587455
2.1529,0.011992489247819482
2.1583,0.010656199704901836
2.164,0.010586217434813472
2.1693,0.012260501501152765
2.175,0.01306432378899125
2.1806,0.012186284719668428
2.1862,0.013694886875755596
2.1916,0.013039602597903599
2.1972,0.013233328459272942
2.2028,0.011485338539496626
2.2084,0.014399423735333983
2.2141,0.016071814801571493
2.2194,0.012334714005150405
2.225,0.015128445431186965
2.2307,0.014399423735333983
2.236,0.015491004045558476
2.2417,0.012577941979867058
2.2473,0.013525896109920055
2.2528,0.013913285704236333
2.2584,0.01524804456230655
2.2638,0.014399423735333983
2.2694,0.012746964407086336
2.2751,0.014057575521427834
2.2807,0.01292004636602695
2.2861,0.011654386096590086
2.2917,0.015392329664708493
2.2974,0.011802887578621912
2.3028,0.012965436172982292
2.3084,0.014205760002382717
2.3138,0.013377622322467975
2.3195,0.013113764745336431
2.3251,0.012895321797720682
2.3305,0.013501185000202587
2.3362,0.012528478009124155
2.3418,0.013113764745336431
2.3471,0.010780060070961772
2.3528,0.011798688274720748
2.3584,0.012722236511848894
2.3638,0.01330747762339346
2.3695,0.012095633602223987
2.3751,0.012408922231663344
2.3807,0.013258045322588341
2.386,0.01330747762339346
2.3916,0.014374731837801247
2.3973,0.01384312043829139
2.4029,0.013600026587415326
2.4082,0.014131669900649069
2.4139,0.014399423735333983
2.4195,0.013332193060879738
2.4252,0.013624735796025522
2.4306,0.016610465477417957
2.4362,0.013698860570205862
2.4416,0.013089044504801528
2.4472,0.014304540150824052
2.4529,0.013719593657700924
2.4585,0.012165685378475732
2.4638,0.013525896109920055
2.4695,0.010854370587282336
2.4751,0.010998663525472407
2.4805,0.011679137531787065
2.4862,0.0107552889483018
2.4918,0.010272865125013353
2.4971,0.013476473415208634
2.5028,0.012190425781751668
2.5084,0.01384312043829139
2.514,0.01471651268668639
2.5194,0.013600026587415326
2.5251,0.013089044504801528
2.5304,0.013332193060879738
2.5361,0.013138484510593185
2.5417,0.01330747762339346
2.5474,0.014448806104567002
2.5527,0.011728638976351125
2.5583,0.010441927427985331
2.5639,0.01136581146650728
2.5696,0.008568401608977094
2.575,0.009686823317386795
2.5806,0.010561441984384023
2.5863,0.00956732708146213
2.5917,0.009785999116194266
2.5973,0.009443332129527082
2.6027,0.01109772405115994
2.6084,0.008766941526247796
2.6138,0.010586217434813472
2.6194,0.008861597811623989
2.6251,0.011802887578621912
2.6305,0.012701593589387383
2.6362,0.011196776972421607
2.6416,0.008692492621842018
2.6472,0.008518761876896486
2.6529,0.009686823317386795
2.6585,0.009955079176101167
2.6639,0.009319325295685132
2.6694,0.010466705780356023
2.6751,0.008981086111079284
2.6805,0.009179552981814054
2.6862,0.006768121647761527
2.6916,0.007837546543386975
2.6972,0.009418531713313305
2.7029,0.007718075340643393
2.7083,0.007255566866095631
2.7139,0.00786238153148422
2.7196,0.007375031810546218
2.7249,0.005623729449930948
2.7306,0.0067184031658283905
2.7362,0.007449565593113716
2.7416,0.006574089105911396
2.7473,0.007011856613648559
2.7529,0.007330109354486192
2.7583,0.008811970537293545
2.7639,0.01017373155279011
2.7695,0.007424721474199147
2.7749,0.009030705680420636
2.7806,0.010685314483769304
2.7862,0.009249426191477061
2.7916,0.008324807967216463
2.7972,0.009955079176101167
2.8029,0.007742913230678328
2.8083,0.009373442782263375
2.8139,0.009979868085118415
2.8196,0.011266773955217468
2.8249,0.010223299289454535
2.8306,0.0114400846095708
2.8362,0.012507859879809513
2.8416,0.01056581443707616
2.8473,0.011052511051973912
2.8529,0.009835584163939592
2.8583,0.009810791877706393
2.864,0.012507859879809513
2.8696,0.010973897205857508
2.8749,0.011683367533279365
2.8806,0.00959212464601844
2.8863,0.007817424049131216
2.8916,0.0107348601565872
2.8973,0.01047110945619334
2.9029,0.008911223184847938
2.9083,0.009761205879408319
2.914,0.012775778851785602
2.9196,0.012730441784466917
2.925,0.010466705780356023
2.9307,0.011052511051973912
2.9361,0.011271061672970983
2.9417,0.009616921735301154
2.9474,0.009472647499916942
2.9528,0.011708119018760232
2.9584,0.01224408060105242
2.9638,0.011415327370493888
2.9694,0.009447847033416612
2.9751,0.009810791877706393
2.9807,0.011102041415383068
2.9861,0.009373442782263375
2.9917,0.008448925371700167
2.9974,0.00808587503690228
3.0028,0.00806104432629251
3.0084,0.010054231960509141
3.0138,0.010541037985809187
3.0195,0.010784403928300268
3.0251,0.01083394579890884
3.0305,0.010541037985809187
3.0362,0.007404647565385503
3.0418,0.0107348601565872
3.0472,0.012680982465921975
3.0529,0.0107348601565872
3.0583,0.008597850572953813
3.064,0.011295822289265511
3.0694,0.009278775010547746
3.075,0.007891930590092078
