Experiment: Mar_25_Phage_osmo_expt vial 15, Thu Mar 25 17:24:47 2021
0.0026,0.0
0.0083,-0.0012410078294589066
0.0137,-0.0002835035249841855
0.0194,-0.0011875489435781983
0.0247,-0.0005937452434134904
0.0304,-0.0008772752250019167
0.036,-0.0009040038574756881
0.0414,-0.00117418299629235
0.0471,-0.0005670184020587499
0.0528,0.0006070444186334623
0.0581,-0.001484472714942342
0.0638,-0.0014711053817706432
0.0694,-0.0015245717724994279
0.0748,-0.00117418299629235
0.0804,-0.00117418299629235
0.0861,-0.0005937452434134904
0.0917,-0.0011608165586802777
0.097,-0.00031022661391499895
0.1027,-0.0011875489435781983
0.1081,-0.00029686531461270427
0.1138,-0.0011875489435781983
0.1194,0.0
0.1248,0.00029685070042506645
0.1304,-0.0017413034723436915
0.136,-0.0023485882421772075
0.1417,-0.0008772752250019167
0.147,-1.3359913416444158e-05
0.1527,-0.0002835035249841855
0.1583,-0.0006204701234633347
0.1637,-0.00031022661391499895
0.1693,-0.0002701412450294427
0.1749,-0.0005937452434134904
0.1806,-0.0011608165586802777
0.1859,-0.0012142793671707786
0.1915,-0.0006071079286014136
0.1971,-0.0005670184020587499
0.2028,-0.001484472714942342
0.2081,-0.0002567784747484758
0.2137,-0.0005803820678993432
0.2194,-1.3359913416444158e-05
0.225,0.0003102097182821062
0.2304,-0.0005536542458921545
0.236,-0.0002567784747484758
0.2416,-0.0014711053817706432
0.2472,0.0003102097182821062
0.2526,-0.0011875489435781983
0.2582,0.00032356922646537
0.2638,-0.0005670184020587499
0.2695,-0.0008639101732756949
0.2748,-0.0008639101732756949
0.2804,-0.0014443692444490175
0.2861,-0.0005536542458921545
0.2915,0.00032356922646537
0.2971,0.0006070444186334623
0.3026,-0.00029686531461270427
0.3082,-0.0005937452434134904
0.3138,-0.00029686531461270427
0.3194,-0.0017680423814367963
0.3248,-0.0014577375582729424
0.3304,-0.0020382523144255593
0.3361,-0.0014711053817706432
0.3417,-0.0005803820678993432
0.3473,-0.0017680423814367963
0.3526,-0.00117418299629235
0.3582,-0.0014711053817706432
0.3638,-0.00117418299629235
0.3694,-0.0009307305286447853
0.3748,-0.000850544631223249
0.3804,-0.0011207143038876044
0.386,-0.0020516234000209632
0.3917,-0.001754673172053245
0.3971,-0.002064993995290365
0.4027,-0.0017814111004941235
0.4083,-0.0008906397864021365
0.4138,-0.0008772752250019167
0.4193,-0.0008639101732756949
0.4249,-0.00029686531461270427
0.4306,-0.00029686531461270427
0.4359,2.6721297811782563e-05
0.4416,-0.0014978395577873727
0.4472,-0.0002701412450294427
0.4526,-0.0005803820678993432
0.4582,-0.0005803820678993432
0.4639,-0.0008906397864021365
0.4693,-0.0014978395577873727
0.4749,-0.0015646664171207192
0.4806,-0.0009173674382232377
0.486,-0.0009307305286447853
0.4917,-0.0015379371443660084
0.4971,-0.0003636669078623811
0.5027,-0.0009307305286447853
0.5081,-0.00033694774154113816
0.5137,-0.0006071079286014136
0.5194,-0.0005803820678993432
0.5248,-0.0009307305286447853
0.5305,-0.001484472714942342
0.5361,-0.0006471930422085048
0.5415,-0.0012677343304421385
0.5472,0.0011606068671523584
0.5528,-0.0009040038574756881
0.5581,-0.00031022661391499895
0.5638,-0.0015112059103064013
0.5694,0.00027013413568965916
0.5751,-0.0021184714731048437
0.5804,-5.343671170909836e-05
0.586,-0.0003636669078623811
0.5917,-0.00035030756986476064
0.5971,-0.0009574552385089863
0.6027,-0.00033694774154113816
0.6084,-0.0009173674382232377
0.6137,-4.0078269271326405e-05
0.6194,-0.0006471930422085048
0.625,-4.0078269271326405e-05
0.6304,-2.6719336506886293e-05
0.6361,-1.3359913416444158e-05
0.6417,0.0005402611620390907
0.6473,-0.0012276438434779546
0.6527,-0.0006605537660919758
0.6583,-0.0009173674382232377
0.6639,-0.00033694774154113816
0.6695,-0.0006471930422085048
0.6749,-0.0017947793292247827
0.6805,-0.00032358742289106956
0.6861,-0.00033694774154113816
0.6915,-0.0006471930422085048
0.6971,-2.6719336506886293e-05
0.7028,-4.0078269271326405e-05
0.7084,-0.00033694774154113816
0.7137,0.0011606068671523584
0.7193,-0.0009708168579516396
0.7249,-5.343671170909836e-05
0.7306,0.0002434195322589261
0.7359,-0.0006204701234633347
0.7415,-0.0012009144005373784
0.7471,0.0005669729936983448
0.7528,-0.0008772752250019167
0.7584,-0.0009440931287398868
0.7637,-0.0009040038574756881
0.7694,-0.00029686531461270427
0.775,-0.00031022661391499895
0.7804,-0.00031022661391499895
0.7861,0.0011339005790360623
0.7917,0.00025677658881106957
0.7971,-0.0009040038574756881
0.8027,-0.0006605537660919758
0.8083,-0.00031022661391499895
0.8137,-0.0009307305286447853
0.8194,-0.00029686531461270427
0.825,-0.00031022661391499895
0.8306,-0.002105102839140338
0.836,-0.00032358742289106956
0.8416,0.0002434195322589261
0.8473,-0.0009173674382232377
0.8527,-0.0012410078294589066
0.8584,-0.0009173674382232377
0.8637,-0.0005670184020587499
0.8694,-0.0011608165586802777
0.8749,-0.0020516234000209632
0.8805,1.3360403742668225e-05
0.8862,-0.001484472714942342
0.8916,-0.0017814111004941235
0.8973,-0.0014577375582729424
0.9027,-0.0012009144005373784
0.9083,-1.3359913416444158e-05
0.9137,-0.00117418299629235
0.9194,-0.0011608165586802777
0.9248,-0.0002567784747484758
0.9305,-0.0008639101732756949
0.9362,-0.0008906397864021365
0.9416,-0.0017413034723436915
0.9473,-0.0009040038574756881
0.9527,-0.0002701412450294427
0.9583,-0.0002835035249841855
0.9637,-0.00031022661391499895
0.9694,-0.0006204701234633347
0.9748,-0.0008906397864021365
0.9805,-0.0008772752250019167
0.9862,-0.002078364100233321
0.9916,-0.0002567784747484758
0.9972,-0.0014577375582729424
1.0026,-0.00029686531461270427
1.0083,-0.0005937452434134904
1.014,-0.0008772752250019167
1.0194,0.0009172212412089653
1.025,-0.0008772752250019167
1.0304,-0.0002701412450294427
1.0361,-0.0008371785988448011
1.0418,-0.0008906397864021365
1.0472,-0.0005536542458921545
1.0528,-0.0005937452434134904
1.0583,-0.0008639101732756949
1.0639,-0.0011474496307422033
1.0693,-0.0008238120761401291
1.075,-0.000850544631223249
1.0804,-0.0008772752250019167
1.0861,-0.000850544631223249
1.0918,-0.0008772752250019167
1.0972,0.0003102097182821062
1.1028,0.00032356922646537
1.1082,-0.0002701412450294427
1.1139,-0.0005536542458921545
1.1193,-0.0011608165586802777
1.125,-0.0017680423814367963
1.1304,0.0003369292249748579
1.136,-0.0017680423814367963
1.1417,-0.0002701412450294427
1.1471,-0.0005803820678993432
1.1528,-0.0008906397864021365
1.1582,-0.0008906397864021365
1.1639,-0.002361960223332016
1.1695,-0.0008639101732756949
1.1749,-0.0011207143038876044
