Experiment: April_28_Phage_Osmo_expt vial 15, Wed Apr 28 17:10:52 2021
0,0
0.0245,0.4
14.2473,0.2
14.2638,0.4
16.4306,0.2
16.4473,0.4
18.6586,0.2
18.6751,0.4
20.6975,0.2
20.714,0.4
22.8198,0.2
22.8364,0.4
25.0698,0.2
25.0865,0.4
27.2308,0.2
27.2477,0.4
29.3143,0.2
29.3421,0.4
31.509,0.2
31.5255,0.4
33.6033,0.2
33.6201,0.4
35.7644,0.2
35.7811,0.4
37.8089,0.2
37.8312,0.4
40.037,0.2
40.0535,0.4
42.2146,0.2
42.2312,0.4
44.4203,0.2
44.4426,0.4
46.7816,0.2
46.7981,0.4
48.6707,0.2
48.6872,0.4
51.304,0.2
51.3206,0.4
53.5152,0.2
53.5319,0.4
55.654,0.2
55.6707,0.4
57.7819,0.2
57.7987,0.4
59.9875,0.2
60.0041,0.4
62.0152,0.2
62.0429,0.4
64.132,0.2
64.1543,0.4
66.2989,0.2
66.3154,0.4
68.4268,0.2
68.4433,0.4
70.4712,0.2
70.4879,0.4
72.4378,0.2
72.4546,0.4
74.5158,0.2
74.5326,0.4
76.5382,0.2
76.5547,0.4
78.5603,0.2
78.577,0.4
80.4991,0.2
80.5158,0.4
82.4049,0.2
82.4216,0.4
84.2938,0.2
84.3105,0.4
86.2606,0.2
86.2773,0.4
88.2049,0.2
88.2217,0.4
90.1383,0.2
90.155,0.4
92.3497,0.2
92.3662,0.4
94.5441,0.2
94.5609,0.4
96.5608,0.2
96.5776,0.4
98.6885,0.2
98.7052,0.4
100.8777,0.2
100.8942,0.4
102.9776,0.2
102.9944,0.4
105.1776,0.2
105.1944,0.4
107.1834,0.2
107.2001,0.4
109.3999,0.2
109.4167,0.4
111.6335,0.2
111.6503,0.4
113.8613,0.2
113.8779,0.4
116.1281,0.2
116.1448,0.4
118.3168,0.2
118.3336,0.4
120.528,0.2
120.5447,0.4
122.7115,0.2
122.7282,0.4
124.8616,0.2
124.8783,0.4
127.0394,0.2
127.056,0.4
129.1839,0.2
129.2005,0.4
131.2561,0.2
131.2728,0.4
133.2783,0.2
133.2952,0.4
135.4285,0.2
135.4451,0.4
137.4451,0.2
137.4618,0.4
139.6788,0.2
139.6954,0.4
141.829,0.2
141.8456,0.4
144.018,0.2
144.0346,0.4
146.0736,0.2
146.0903,0.4
148.2958,0.2
148.3125,0.4
150.4458,0.2
150.4682,0.4
152.4682,0.2
152.4848,0.4
154.4848,0.2
154.5014,0.4
156.6462,0.2
156.6628,0.4
158.8741,0.2
158.8905,0.4
160.8183,0.2
160.8351,0.4
163.0017,0.2
163.0184,0.4
