Experiment: Mar_9_turb3_expt vial 4, Tue Mar  9 17:54:12 2021
0.0019,179
0.0076,182
0.013,180
0.0187,178
0.0241,181
0.0299,180
0.0353,178
0.041,180
0.0464,178
0.052,178
0.0574,180
0.0631,180
0.0688,178
0.0742,174
0.0799,181
0.0853,176
0.091,179
0.0964,180
0.1021,180
0.1075,177
0.1131,179
0.1186,179
0.1242,182
0.1299,179
0.1353,179
0.141,181
0.1464,183
0.1521,179
0.1575,179
0.1632,182
0.1686,181
0.1742,179
0.1799,179
0.1853,179
0.191,179
0.1964,177
0.202,178
0.2077,180
0.2131,181
0.2188,178
0.2242,177
0.2298,178
0.2353,180
0.2409,176
0.2466,179
0.252,178
0.2577,179
0.263,178
0.2687,176
0.2744,180
0.2798,177
0.2855,176
0.2909,178
0.2966,178
0.302,178
0.3077,176
0.3131,179
0.3187,177
0.3241,178
0.3298,178
0.3352,179
0.3409,178
0.3466,177
0.352,177
0.3577,178
0.3631,177
0.3688,179
0.3742,181
0.3799,176
0.3853,182
0.391,179
0.3964,178
0.4021,178
0.4077,179
0.4131,180
0.4188,180
0.4242,177
0.4299,178
0.4354,182
0.441,185
0.4464,184
0.4521,178
0.4575,180
0.4632,178
0.4689,181
0.4743,181
0.4799,179
0.4853,178
0.491,179
0.4964,178
0.5021,179
0.5075,180
0.5132,177
0.5186,179
0.5243,178
0.5299,178
0.5353,181
0.541,176
0.5464,178
0.5521,180
0.5575,178
0.5632,176
0.5686,179
0.5743,180
0.5797,177
0.5854,178
0.5911,180
0.5965,174
0.6021,179
0.6075,177
0.6132,178
0.6186,178
0.6243,180
0.6297,180
0.6354,176
0.641,176
0.6465,176
0.6521,177
0.6575,178
0.6632,179
0.6686,177
0.6743,179
0.6797,180
0.6854,179
0.6908,176
0.6965,176
0.7022,177
0.7076,177
0.7133,178
0.7187,179
0.7243,179
0.7297,181
0.7354,177
0.7408,180
0.7465,179
0.7519,175
0.7576,177
0.7633,176
0.7687,176
0.7743,177
0.7797,176
0.7854,177
0.7908,179
0.7965,177
0.8022,177
0.8076,177
0.8132,176
0.8186,176
0.8243,179
0.83,176
0.8354,175
0.841,175
0.8464,178
0.8521,175
0.8575,176
0.8632,177
0.8686,178
0.8743,177
0.88,177
0.8854,177
0.8911,176
0.8965,177
0.9022,179
0.9076,178
0.9132,176
0.9186,177
0.9243,176
0.93,179
0.9354,178
0.9411,177
0.9465,177
0.9521,177
0.9575,178
0.9632,177
0.9686,176
0.9743,176
0.98,177
0.9854,176
0.9911,176
0.9965,173
1.0022,177
1.0075,173
1.0133,177
1.0186,174
1.0243,176
1.03,177
1.0354,180
1.0411,177
1.0465,176
1.0522,180
1.0576,176
1.0633,178
1.0687,177
1.0744,178
1.0798,180
1.0854,180
1.0911,178
1.0965,177
1.1022,176
1.1076,182
1.1133,177
1.1187,177
1.1244,177
1.1298,178
1.1355,175
1.1409,176
1.1466,179
1.152,176
1.1576,177
1.1633,176
1.1687,178
1.1744,178
1.1798,177
1.1855,178
1.1909,176
1.1965,177
1.2019,178
1.2076,176
1.2133,176
1.2187,176
1.2241,177
1.2298,178
1.2355,176
1.2409,177
1.2466,177
1.252,175
1.2577,178
1.2631,171
1.2687,177
1.2741,177
1.2798,175
1.2855,178
1.2909,174
1.2966,175
1.302,177
1.3077,179
1.3131,176
1.3188,177
1.3242,175
1.3298,176
1.3355,177
1.341,176
1.3466,177
1.352,176
1.3577,173
1.3631,179
1.3688,177
