Experiment: Mar_9_turb3_expt vial 10, Tue Mar  9 17:54:12 2021
0.0019,59582
0.0076,59583
0.013,59585
0.0187,59581
0.0241,59582
0.0299,59581
0.0353,59581
0.041,59583
0.0464,59580
0.052,59584
0.0574,59583
0.0631,59583
0.0688,59581
0.0742,59582
0.0799,59580
0.0853,59581
0.091,59580
0.0964,59580
0.1021,59582
0.1075,59583
0.1131,59582
0.1186,59582
0.1242,59583
0.1299,59584
0.1353,59584
0.141,59585
0.1464,59582
0.1521,59581
0.1575,59583
0.1632,59582
0.1686,59582
0.1742,59582
0.1799,59582
0.1853,59582
0.191,59582
0.1964,59580
0.202,59580
0.2077,59583
0.2131,59579
0.2188,59580
0.2242,59580
0.2298,59579
0.2353,59577
0.2409,59582
0.2466,59584
0.252,59579
0.2577,59583
0.263,59582
0.2687,59577
0.2744,59577
0.2798,59577
0.2855,59580
0.2909,59581
0.2966,59581
0.302,59580
0.3077,59578
0.3131,59584
0.3187,59581
0.3241,59581
0.3298,59578
0.3352,59577
0.3409,59576
0.3466,59576
0.352,59578
0.3577,59580
0.3631,59577
0.3688,59577
0.3742,59579
0.3799,59583
0.3853,59580
0.391,59581
0.3964,59583
0.4021,59578
0.4077,59582
0.4131,59580
0.4188,59581
0.4242,59582
0.4299,59580
0.4354,59581
0.441,59583
0.4464,59586
0.4521,59584
0.4575,59582
0.4632,59581
0.4689,59582
0.4743,59582
0.4799,59580
0.4853,59580
0.491,59580
0.4964,59577
0.5021,59578
0.5075,59579
0.5132,59580
0.5186,59579
0.5243,59576
0.5299,59578
0.5353,59579
0.541,59580
0.5464,59577
0.5521,59578
0.5575,59576
0.5632,59578
0.5686,59579
0.5743,59578
0.5797,59579
0.5854,59578
0.5911,59579
0.5965,59573
0.6021,59577
0.6075,59579
0.6132,59575
0.6186,59579
0.6243,59577
0.6297,59581
0.6354,59574
0.641,59569
0.6465,59575
0.6521,59578
0.6575,59579
0.6632,59581
0.6686,59580
0.6743,59577
0.6797,59577
0.6854,59580
0.6908,59576
0.6965,59575
0.7022,59578
0.7076,59579
0.7133,59578
0.7187,59578
0.7243,59576
0.7297,59574
0.7354,59576
0.7408,59577
0.7465,59575
0.7519,59574
0.7576,59577
0.7633,59578
0.7687,59581
0.7743,59576
0.7797,59577
0.7854,59577
0.7908,59575
0.7965,59577
0.8022,59573
0.8076,59576
0.8132,59576
0.8186,59577
0.8243,59574
0.83,59576
0.8354,59578
0.841,59577
0.8464,59575
0.8521,59575
0.8575,59577
0.8632,59578
0.8686,59580
0.8743,59576
0.88,59575
0.8854,59575
0.8911,59577
0.8965,59576
0.9022,59576
0.9076,59577
0.9132,59578
0.9186,59571
0.9243,59576
0.93,59576
0.9354,59574
0.9411,59575
0.9465,59576
0.9521,59574
0.9575,59572
0.9632,59577
0.9686,59575
0.9743,59576
0.98,59575
0.9854,59576
0.9911,59576
0.9965,59573
1.0022,59575
1.0075,59575
1.0133,59574
1.0186,59575
1.0243,59572
1.03,59577
1.0354,59575
1.0411,59576
1.0465,59575
1.0522,59575
1.0576,59574
1.0633,59574
1.0687,59576
1.0744,59577
1.0798,59574
1.0854,59579
1.0911,59575
1.0965,59578
1.1022,59577
1.1076,59578
1.1133,59576
1.1187,59572
1.1244,59572
1.1298,59575
1.1355,59577
1.1409,59575
1.1466,59580
1.152,59575
1.1576,59575
1.1633,59578
1.1687,59578
1.1744,59577
1.1798,59574
1.1855,59578
1.1909,59576
1.1965,59574
1.2019,59577
1.2076,59575
1.2133,59577
1.2187,59577
1.2241,59572
1.2298,59577
1.2355,59574
1.2409,59580
1.2466,59575
1.252,59576
1.2577,59577
1.2631,59576
1.2687,59576
1.2741,59576
1.2798,59577
1.2855,59575
1.2909,59577
1.2966,59578
1.302,59578
1.3077,59579
1.3131,59579
1.3188,59577
1.3242,59579
1.3298,59579
1.3355,59577
1.341,59580
1.3466,59579
1.352,59579
1.3577,59579
1.3631,59575
1.3688,59575
1.3742,59576
1.3799,59578
1.3853,59579
1.391,59576
1.3966,59575
1.402,59575
1.4077,59575
1.4131,59579
1.4188,59580
1.4242,59579
1.4299,59578
1.4353,59578
1.441,59578
1.4467,59575
1.4521,59578
1.4575,59578
1.4632,59578
1.4689,59577
1.4743,59575
1.48,59576
1.4854,59577
1.4911,59576
1.4965,59576
1.5021,59580
1.5076,59579
1.5133,59574
1.5186,59575
1.5243,59579
1.5298,59576
1.5354,59576
1.5411,59576
1.5465,59576
1.5522,59577
1.5576,59576
1.5633,59575
1.5687,59570
1.5744,59575
1.5798,59575
1.5855,59577
1.5909,59573
1.5966,59577
1.602,59574
1.6077,59575
1.6131,59575
1.6188,59577
1.6242,59574
1.6299,59576
1.6356,59575
1.641,59576
1.6467,59576
1.6521,59574
1.6578,59575
1.6632,59578
1.6688,59576
1.6742,59578
1.6799,59577
1.6853,59577
1.691,59578
1.6964,59573
1.7021,59575
1.7078,59575
1.7132,59579
1.7189,59578
1.7242,59578
1.7299,59575
1.7353,59577
1.741,59574
1.7464,59573
1.7521,59573
1.7577,59575
1.7632,59572
1.7688,59573
1.7742,59574
1.7799,59570
1.7856,59572
1.791,59572
1.7967,59576
1.8021,59574
1.8077,59571
1.8131,59570
1.8188,59574
1.8242,59574
1.8299,59574
1.8355,59570
1.8409,59572
1.8466,59570
1.852,59575
1.8577,59572
1.8631,59575
1.8688,59572
1.8742,59574
1.8799,59577
1.8853,59577
1.891,59575
1.8967,59574
1.9021,59577
1.9078,59577
1.9132,59577
1.9189,59572
1.9243,59575
1.9299,59576
1.9354,59576
1.9411,59572
1.9465,59576
1.9521,59576
1.9575,59574
1.9632,59576
1.9689,59577
1.9743,59575
1.98,59575
1.9854,59578
1.9911,59573
1.9965,59578
2.0022,59577
2.0076,59576
2.0133,59577
2.0187,59575
2.0244,59575
2.0298,59574
2.0355,59578
2.0409,59573
2.0466,59576
2.052,59574
2.0577,59574
2.0631,59573
2.0688,59575
2.0742,59573
2.0799,59577
2.0853,59578
2.091,59574
2.0964,59575
2.1021,59574
2.1075,59577
2.1132,59575
2.1189,59577
2.1243,59572
2.13,59580
2.1354,59576
2.1411,59574
2.1465,59577
2.1522,59577
2.1576,59577
2.1633,59579
2.1687,59575
2.1744,59577
2.1798,59578
2.1855,59579
2.1909,59577
2.1966,59578
2.202,59576
2.2077,59579
2.2131,59575
2.2188,59579
2.2245,59576
2.2299,59577
2.2356,59576
2.241,59581
2.2467,59578
2.2521,59577
2.2578,59575
2.2632,59580
2.2689,59576
2.2743,59577
2.28,59577
2.2854,59576
2.2911,59578
2.2965,59575
2.3022,59578
2.3076,59576
2.3132,59577
2.3186,59577
2.3243,59576
2.33,59576
2.3354,59575
2.3411,59577
2.3465,59576
2.3522,59574
2.3576,59577
2.3633,59576
2.3687,59579
2.3744,59574
2.3798,59574
2.3855,59576
2.3909,59575
2.3966,59577
2.4022,59576
2.4076,59579
2.4133,59574
2.4187,59574
2.4244,59573
2.4298,59578
2.4355,59576
2.4409,59577
2.4466,59578
2.452,59576
2.4577,59577
2.4631,59576
2.4688,59574
2.4745,59574
2.4799,59573
2.4853,59575
2.491,59577
2.4967,59579
2.5021,59580
2.5075,59576
2.5132,59576
2.5189,59577
2.5244,59580
2.53,59576
2.5354,59575
2.5411,59576
2.5465,59579
2.5522,59577
2.5576,59575
2.5633,59575
2.5687,59576
2.5744,59575
2.5798,59575
2.5855,59575
2.5909,59576
2.5966,59576
2.602,59575
2.6077,59576
2.6134,59574
2.6188,59577
2.6245,59578
2.6299,59574
2.6356,59577
2.641,59575
2.6467,59576
2.6521,59576
2.6578,59575
2.6632,59576
2.6689,59575
2.6743,59576
2.68,59576
2.6854,59576
2.6911,59575
2.6965,59575
2.7022,59574
2.7076,59576
2.7133,59575
2.7187,59576
2.7244,59578
2.7298,59575
2.7355,59576
2.7409,59578
2.7466,59574
2.752,59575
2.7577,59574
2.7634,59577
2.7688,59576
2.7745,59574
2.7799,59576
2.7856,59577
2.791,59579
2.7967,59576
2.8021,59577
2.8078,59575
2.8132,59576
2.8189,59575
2.8243,59578
2.83,59576
2.8354,59577
2.8411,59575
2.8465,59576
2.8522,59575
2.8576,59576
2.8633,59575
2.8687,59578
2.8744,59576
2.88,59572
2.8855,59573
2.8911,59577
2.8965,59578
2.9022,59572
2.9076,59574
2.9133,59577
2.9187,59574
2.9244,59576
2.9298,59573
2.9355,59569
2.9409,59574
2.9466,59575
2.9522,59576
2.9576,59575
2.9633,59574
2.9687,59574
2.9745,59575
2.9799,59576
2.9855,59575
2.991,59573
2.9966,59572
3.0021,59574
3.0077,59573
3.0131,59571
3.0188,59574
3.0242,59572
3.0299,59574
3.0356,59574
3.041,59577
3.0467,59570
3.0521,59575
3.0578,59575
3.0632,59575
3.0689,59574
3.0743,59575
3.08,59573
3.0854,59574
3.091,59575
3.0965,59574
3.1021,59574
3.1075,59575
3.1132,59572
3.1189,59575
3.1243,59578
3.13,59572
3.1354,59575
3.1411,59572
3.1465,59575
3.1521,59575
3.1576,59573
3.1632,59569
3.1686,59575
3.1743,59572
3.18,59576
3.1854,59572
3.1911,59577
3.1965,59571
3.2022,59574
3.2076,59572
3.2133,59571
3.2187,59576
3.2244,59573
3.2298,59572
3.2355,59570
3.2409,59571
3.2466,59576
3.252,59571
3.2577,59573
3.2634,59572
3.2688,59575
3.2745,59576
3.2799,59571
3.2855,59573
3.2909,59573
3.2966,59576
3.302,59575
3.3077,59574
3.3131,59573
3.3188,59575
3.3245,59572
3.3298,59577
3.3355,59574
3.3409,59575
3.3467,59573
3.3521,59577
3.3577,59575
3.3631,59570
3.3688,59568
3.3745,59573
3.3799,59572
3.3855,59573
3.3912,59574
3.3966,59572
3.4023,59571
3.4077,59572
3.4133,59573
3.4187,59571
3.4244,59572
3.4301,59574
3.4355,59572
3.4411,59573
3.4465,59573
3.4522,59574
3.4576,59572
3.4633,59571
3.4687,59573
3.4744,59573
3.4801,59575
3.4855,59574
3.4912,59574
3.4966,59574
3.5022,59579
3.5076,59575
3.5133,59575
3.5188,59577
3.5244,59577
3.5298,59575
3.5355,59573
3.5412,59576
3.5466,59575
3.552,59573
3.5577,59575
3.5631,59572
3.5688,59572
3.5742,59575
3.5799,59572
3.5853,59577
3.591,59574
3.5967,59575
3.6021,59576
3.6078,59574
3.6132,59577
3.6189,59575
3.6243,59575
3.63,59574
3.6354,59574
3.6411,59574
3.6465,59576
3.6522,59575
3.6576,59571
3.6633,59573
3.6687,59578
3.6744,59574
3.6798,59574
3.6855,59574
3.6911,59575
3.6965,59575
3.7022,59577
3.7076,59572
3.7134,59574
3.7188,59571
3.7245,59576
3.7299,59576
3.7355,59574
3.7409,59575
3.7466,59574
3.752,59573
3.7577,59574
3.7634,59576
3.7688,59574
3.7745,59575
3.7799,59575
3.7855,59574
3.7909,59574
3.7966,59574
3.802,59577
3.8077,59576
3.8131,59573
3.8188,59572
3.8245,59574
3.8299,59572
3.8356,59574
3.841,59576
3.8467,59576
3.8521,59571
3.8578,59574
3.8632,59573
3.8688,59576
3.8742,59577
3.8799,59575
3.8856,59576
3.891,59578
3.8967,59577
3.9021,59575
3.9078,59577
3.9132,59576
3.9189,59574
3.9243,59577
3.93,59573
3.9354,59574
3.9411,59577
3.9465,59574
3.9522,59579
3.9576,59578
3.9633,59577
3.969,59575
3.9744,59576
3.98,59576
3.9854,59575
3.9911,59573
3.9965,59575
4.0022,59573
4.0077,59581
4.0133,59575
4.0188,59579
4.0244,59578
4.0298,59575
4.0355,59576
4.041,59575
4.0466,59575
4.0521,59576
4.0578,59578
4.0632,59573
4.0689,59577
4.0743,59575
4.08,59574
4.0854,59575
4.0911,59576
4.0965,59576
4.1022,59574
4.1076,59575
4.1133,59578
4.1187,59575
4.1244,59576
4.13,59574
4.1354,59577
4.1411,59578
4.1465,59577
4.1523,59577
4.1577,59574
4.1633,59571
4.1688,59576
4.1744,59571
4.1798,59574
4.1855,59577
4.1909,59576
4.1966,59574
4.2023,59575
4.2077,59573
4.2134,59576
4.2188,59579
4.2245,59577
4.2299,59576
4.2356,59573
4.241,59578
4.2467,59577
4.2521,59575
4.2578,59577
4.2632,59576
4.2689,59578
4.2743,59580
4.28,59578
4.2854,59577
4.2911,59580
4.2965,59579
4.3022,59581
4.3076,59583
4.3133,59581
4.3187,59580
4.3244,59579
4.3298,59579
4.3355,59580
4.3412,59580
4.3466,59580
4.3523,59578
4.3577,59579
4.3631,59576
4.3688,59575
4.3745,59577
4.3799,59577
4.3856,59574
4.391,59579
4.3967,59580
4.4021,59578
4.4078,59575
4.4132,59580
4.4188,59581
4.4243,59577
4.4299,59575
4.4353,59577
4.441,59575
4.4467,59574
4.4521,59575
4.4578,59573
4.4632,59573
4.4689,59575
4.4743,59574
4.48,59576
4.4854,59569
4.4911,59574
4.4965,59576
4.5022,59577
4.5079,59575
4.5133,59575
4.519,59577
4.5244,59578
4.5301,59574
4.5355,59573
4.5412,59576
4.5466,59577
4.5521,59578
4.5577,59576
4.5634,59578
4.5688,59576
4.5745,59578
4.5799,59570
4.5856,59576
4.591,59578
4.5967,59577
4.6021,59575
4.6078,59576
4.6132,59581
4.6188,59580
4.6242,59576
4.6299,59579
4.6356,59579
4.641,59579
4.6467,59574
4.6521,59578
4.6578,59581
4.6632,59578
4.6689,59576
4.6743,59574
4.68,59577
4.6854,59577
4.6911,59574
4.6965,59578
4.7022,59578
4.7076,59577
4.7133,59577
4.719,59577
4.7244,59576
4.7301,59577
4.7355,59579
4.7412,59578
4.7466,59577
4.7523,59577
4.7577,59578
4.7634,59578
4.7688,59579
4.7745,59577
4.7799,59579
4.7856,59578
4.791,59575
4.7967,59576
4.8021,59577
4.8078,59578
4.8132,59578
4.8189,59577
4.8243,59580
4.8299,59578
4.8356,59582
4.8411,59578
4.8468,59578
4.8521,59579
4.8578,59584
4.8632,59580
4.8689,59578
4.8743,59575
4.8799,59579
4.8856,59577
4.891,59578
4.8967,59576
4.9021,59580
4.9077,59578
4.9134,59576
4.9188,59578
4.9245,59576
4.9299,59577
4.9355,59578
4.9409,59577
4.9466,59577
4.9523,59572
4.9577,59578
4.9633,59573
4.969,59576
4.9744,59573
4.9801,59577
4.9855,59574
4.9911,59577
4.9965,59577
5.0022,59574
5.0076,59577
5.0133,59574
5.0189,59575
5.0244,59576
5.03,59577
5.0354,59578
5.0411,59577
5.0465,59575
5.0522,59575
5.0576,59579
5.0633,59576
5.0687,59575
5.0744,59577
5.0798,59575
5.0855,59577
5.0912,59579
5.0966,59578
5.1023,59578
5.1077,59577
5.1134,59576
5.1188,59576
5.1245,59576
5.1299,59581
5.1356,59576
