Experiment: Mar_9_turb3_expt vial 5, Tue Mar  9 17:54:12 2021
0.0019,51683
0.0076,51709
0.013,51731
0.0187,51681
0.0241,51730
0.0299,51673
0.0353,51727
0.041,51750
0.0464,51723
0.052,51746
0.0574,51699
0.0631,51707
0.0688,51694
0.0742,51722
0.0799,51706
0.0853,51678
0.091,51689
0.0964,51667
0.1021,51674
0.1075,51691
0.1131,51666
0.1186,51603
0.1242,51672
0.1299,51654
0.1353,51654
0.141,51655
0.1464,51630
0.1521,51666
0.1575,51646
0.1632,51611
0.1686,51622
0.1742,51626
0.1799,51622
0.1853,51604
0.191,51536
0.1964,51585
0.202,51588
0.2077,51562
0.2131,51582
0.2188,51542
0.2242,51561
0.2298,51595
0.2353,51521
0.2409,51548
0.2466,51531
0.252,51523
0.2577,51532
0.263,51525
0.2687,51504
0.2744,51490
0.2798,51521
0.2855,51525
0.2909,51503
0.2966,51493
0.302,51490
0.3077,51470
0.3131,51482
0.3187,51526
0.3241,51469
0.3298,51487
0.3352,51490
0.3409,51485
0.3466,51479
0.352,51474
0.3577,51445
0.3631,51462
0.3688,51438
0.3742,51466
0.3799,51447
0.3853,51449
0.391,51442
0.3964,51430
0.4021,51410
0.4077,51447
0.4131,51393
0.4188,51397
0.4242,51420
0.4299,51428
0.4354,51396
0.441,51396
0.4464,51360
0.4521,51393
0.4575,51348
0.4632,51375
0.4689,51373
0.4743,51384
0.4799,51314
0.4853,51338
0.491,51342
0.4964,51354
0.5021,51307
0.5075,51326
0.5132,51312
0.5186,51322
0.5243,51254
0.5299,51309
0.5353,51295
0.541,51289
0.5464,51301
0.5521,51278
0.5575,51286
0.5632,51287
0.5686,51267
0.5743,51270
0.5797,51240
0.5854,51219
0.5911,51236
0.5965,51269
0.6021,51236
0.6075,51215
0.6132,51224
0.6186,51244
0.6243,51186
0.6297,51201
0.6354,51195
0.641,51197
0.6465,51218
0.6521,51173
0.6575,51196
0.6632,51180
0.6686,51207
0.6743,51145
0.6797,51141
0.6854,51152
0.6908,51158
0.6965,51123
0.7022,51138
0.7076,51107
0.7133,51099
0.7187,51062
0.7243,51054
0.7297,51065
0.7354,51082
0.7408,51089
0.7465,51054
0.7519,51051
0.7576,51027
0.7633,51079
0.7687,51030
0.7743,51050
0.7797,51045
0.7854,51056
0.7908,51039
0.7965,51053
0.8022,51010
0.8076,51020
0.8132,50992
0.8186,50981
0.8243,50995
0.83,50969
0.8354,50973
0.841,50986
0.8464,50945
0.8521,50956
0.8575,50934
0.8632,50920
0.8686,50956
0.8743,50926
0.88,50876
0.8854,50942
0.8911,50914
0.8965,50911
0.9022,50888
0.9076,50887
0.9132,50828
0.9186,50860
0.9243,50876
0.93,50853
0.9354,50832
0.9411,50869
0.9465,50815
0.9521,50810
0.9575,50788
0.9632,50776
0.9686,50796
0.9743,50792
0.98,50782
0.9854,50767
0.9911,50696
0.9965,50757
1.0022,50752
1.0075,50780
1.0133,50751
1.0186,50723
1.0243,50736
1.03,50721
1.0354,50713
1.0411,50713
1.0465,50675
1.0522,50715
1.0576,50730
1.0633,50684
1.0687,50664
1.0744,50655
1.0798,50690
1.0854,50630
1.0911,50632
1.0965,50624
1.1022,50618
1.1076,50571
1.1133,50615
1.1187,50590
1.1244,50618
1.1298,50585
1.1355,50606
1.1409,50527
1.1466,50606
1.152,50557
1.1576,50554
1.1633,50568
1.1687,50557
1.1744,50530
1.1798,50516
1.1855,50551
1.1909,50503
1.1965,50484
1.2019,50489
1.2076,50514
1.2133,50462
1.2187,50468
1.2241,50431
1.2298,50438
1.2355,50448
1.2409,50421
1.2466,50401
1.252,50350
1.2577,50355
1.2631,50376
1.2687,50374
1.2741,50334
1.2798,50338
1.2855,50340
1.2909,50314
1.2966,50327
1.302,50355
1.3077,50257
1.3131,50342
1.3188,50286
1.3242,50235
1.3298,50248
1.3355,50268
1.341,50276
1.3466,50212
1.352,50241
1.3577,50223
1.3631,50202
1.3688,50207
1.3742,50172
1.3799,50153
1.3853,50180
1.391,50202
1.3966,50162
1.402,50155
1.4077,50134
1.4131,50158
1.4188,50132
1.4242,50083
1.4299,50027
1.4353,50082
1.441,50085
1.4467,50054
1.4521,50095
1.4575,50085
1.4632,50102
1.4689,50037
1.4743,50020
1.48,50045
1.4854,50038
1.4911,50031
1.4965,49968
1.5021,49972
1.5076,49978
1.5133,49977
1.5186,49926
1.5243,49926
1.5298,49900
1.5354,49902
1.5411,49819
1.5465,49896
1.5522,49828
1.5576,49821
1.5633,49878
1.5687,49812
1.5744,49832
1.5798,49802
1.5855,49799
1.5909,49802
1.5966,49790
1.602,49772
1.6077,49750
1.6131,49773
1.6188,49742
1.6242,49720
1.6299,49711
1.6356,49729
1.641,49717
1.6467,49713
1.6521,49646
1.6578,49629
1.6632,49632
1.6688,49609
1.6742,49567
1.6799,49633
1.6853,49618
1.691,49607
1.6964,49586
1.7021,49575
1.7078,49565
1.7132,49520
1.7189,49563
1.7242,49518
1.7299,49483
1.7353,49544
1.741,49588
1.7464,49520
1.7521,49470
1.7577,49462
1.7632,49525
1.7688,49472
1.7742,49509
1.7799,49393
1.7856,49472
1.791,49378
1.7967,49453
1.8021,49382
1.8077,49395
1.8131,49382
1.8188,49254
1.8242,49290
1.8299,49357
1.8355,49295
1.8409,49283
1.8466,49307
1.852,49323
1.8577,49308
1.8631,49285
1.8688,49249
1.8742,49217
1.8799,49196
1.8853,49171
1.891,49177
1.8967,49176
1.9021,49197
1.9078,49174
1.9132,49145
1.9189,49121
1.9243,49133
1.9299,49147
1.9354,49114
1.9411,49085
1.9465,49008
1.9521,49034
1.9575,48976
1.9632,49084
1.9689,48970
1.9743,49004
1.98,48930
1.9854,48974
1.9911,48917
1.9965,48935
2.0022,48919
2.0076,48821
2.0133,48916
2.0187,48800
2.0244,48802
2.0298,48813
2.0355,48786
2.0409,48833
2.0466,48740
2.052,48758
2.0577,48806
2.0631,48763
2.0688,48801
2.0742,48669
2.0799,48721
2.0853,48663
2.091,48655
2.0964,48635
2.1021,48643
2.1075,48638
2.1132,48692
2.1189,48586
2.1243,48672
2.13,48593
2.1354,48543
2.1411,48620
2.1465,48545
2.1522,48468
2.1576,48612
2.1633,48557
2.1687,48526
2.1744,48482
2.1798,48448
2.1855,48431
2.1909,48508
2.1966,48376
2.202,48386
2.2077,48425
2.2131,48270
2.2188,48350
2.2245,48323
2.2299,48297
2.2356,48340
2.241,48244
2.2467,48206
2.2521,48098
2.2578,48173
2.2632,48171
2.2689,48106
2.2743,48122
2.28,48132
2.2854,48111
2.2911,48082
2.2965,48109
2.3022,48066
2.3076,48054
2.3132,48005
2.3186,48007
2.3243,48120
2.33,48017
2.3354,48000
2.3411,48063
2.3465,47910
2.3522,47896
2.3576,47946
2.3633,47903
2.3687,47847
2.3744,47787
2.3798,47800
2.3855,47830
2.3909,47888
2.3966,47694
2.4022,47644
2.4076,47788
2.4133,47778
2.4187,47700
2.4244,47762
2.4298,47680
2.4355,47660
2.4409,47646
2.4466,47685
2.452,47648
2.4577,47624
2.4631,47554
2.4688,47600
2.4745,47560
2.4799,47551
2.4853,47537
2.491,47514
2.4967,47406
2.5021,47455
2.5075,47467
2.5132,47412
2.5189,47329
2.5244,47393
2.53,47277
2.5354,47306
2.5411,47286
2.5465,47298
2.5522,47284
2.5576,47275
2.5633,47179
2.5687,47099
2.5744,47123
2.5798,47162
