Experiment: Mar_9_turb3_expt vial 7, Tue Mar  9 17:54:12 2021
0.0019,177
0.0076,178
0.013,180
0.0187,178
0.0241,181
0.0299,180
0.0353,180
0.041,180
0.0464,178
0.052,179
0.0574,178
0.0631,181
0.0688,179
0.0742,176
0.0799,178
0.0853,177
0.091,176
0.0964,180
0.1021,179
0.1075,180
0.1131,179
0.1186,181
0.1242,179
0.1299,179
0.1353,181
0.141,181
0.1464,179
0.1521,178
0.1575,180
0.1632,178
0.1686,179
0.1742,179
0.1799,180
0.1853,179
0.191,180
0.1964,179
0.202,179
0.2077,177
0.2131,180
0.2188,177
0.2242,178
0.2298,178
0.2353,178
0.2409,179
0.2466,180
0.252,179
0.2577,178
0.263,178
0.2687,178
0.2744,179
0.2798,175
0.2855,176
0.2909,179
0.2966,179
0.302,179
0.3077,178
0.3131,176
0.3187,179
0.3241,178
0.3298,179
0.3352,179
0.3409,177
0.3466,175
0.352,177
0.3577,179
0.3631,178
0.3688,180
0.3742,179
0.3799,180
0.3853,179
0.391,179
0.3964,177
0.4021,179
0.4077,178
0.4131,181
0.4188,179
0.4242,176
0.4299,179
0.4354,183
0.441,182
0.4464,182
0.4521,180
0.4575,178
0.4632,179
0.4689,182
0.4743,178
0.4799,180
0.4853,179
0.491,178
0.4964,180
0.5021,178
0.5075,178
0.5132,180
0.5186,177
0.5243,178
0.5299,178
0.5353,181
0.541,180
0.5464,176
0.5521,178
0.5575,176
0.5632,178
0.5686,179
0.5743,178
0.5797,179
0.5854,177
0.5911,176
0.5965,176
0.6021,177
0.6075,177
0.6132,176
0.6186,179
0.6243,178
0.6297,177
0.6354,177
0.641,175
0.6465,178
0.6521,179
0.6575,180
0.6632,177
0.6686,177
0.6743,178
0.6797,176
0.6854,178
0.6908,173
0.6965,178
0.7022,178
0.7076,179
0.7133,180
0.7187,178
0.7243,177
0.7297,179
0.7354,176
0.7408,179
0.7465,177
0.7519,176
0.7576,177
0.7633,176
0.7687,177
0.7743,179
0.7797,178
0.7854,179
0.7908,177
0.7965,178
0.8022,179
0.8076,180
0.8132,176
0.8186,178
0.8243,176
0.83,178
0.8354,178
0.841,178
0.8464,178
0.8521,177
0.8575,176
0.8632,176
0.8686,179
0.8743,177
0.88,178
0.8854,176
0.8911,175
0.8965,177
0.9022,179
0.9076,176
0.9132,176
0.9186,178
0.9243,178
0.93,177
0.9354,176
0.9411,178
0.9465,177
0.9521,177
0.9575,176
0.9632,176
0.9686,178
0.9743,175
0.98,176
0.9854,178
0.9911,177
0.9965,175
1.0022,176
1.0075,175
