Experiment: Mar_5_Turb_expt vial 3, Fri Mar  5 17:59:38 2021
0.0053,1626
0.0107,1628
0.0164,1626
0.0218,1625
0.0275,1628
0.0329,1626
0.0384,1628
0.0441,1630
0.0495,1627
0.0552,1623
0.0606,1630
0.0663,1627
0.0717,1623
0.0774,1630
0.0831,1626
0.0885,1622
0.0942,1630
0.0996,1628
0.1052,1623
0.1106,1630
0.1163,1628
0.1217,1623
0.1274,1630
0.1331,1627
0.1385,1625
0.1442,1631
0.1496,1627
0.1553,1624
0.1607,1631
