Experiment: Mar_5_Turb_expt vial 4, Fri Mar  5 17:59:38 2021
0.0053,1610
0.0107,1608
0.0164,1614
0.0218,1612
0.0275,1608
0.0329,1612
0.0384,1614
0.0441,1607
0.0495,1611
0.0552,1613
0.0606,1608
0.0663,1609
0.0717,1615
0.0774,1611
0.0831,1607
0.0885,1614
0.0942,1609
0.0996,1608
0.1052,1616
0.1106,1614
0.1163,1608
0.1217,1609
0.1274,1614
0.1331,1607
0.1385,1613
0.1442,1617
0.1496,1607
0.1553,1611
0.1607,1612
