Experiment: Mar_5_Turb_expt vial 5, Fri Mar  5 17:59:38 2021
0.0053,1635
0.0107,1636
0.0164,1629
0.0218,1618
0.0275,1609
0.0329,1610
0.0384,1614
0.0441,1613
0.0495,1611
0.0552,1614
0.0606,1613
0.0663,1609
0.0717,1614
0.0774,1613
0.0831,1609
0.0885,1614
0.0942,1615
0.0996,1610
0.1052,1614
0.1106,1613
0.1163,1611
0.1217,1615
0.1274,1611
0.1331,1611
0.1385,1615
0.1442,1609
0.1496,1611
0.1553,1612
0.1607,1609
