Experiment: Mar_5_Turb_expt vial 1, Fri Mar  5 17:59:38 2021
0.0053,1633
0.0107,1631
0.0164,1629
0.0218,1629
0.0275,1632
0.0329,1631
0.0384,1627
0.0441,1631
0.0495,1632
0.0552,1628
0.0606,1627
0.0663,1632
0.0717,1629
0.0774,1626
0.0831,1632
0.0885,1627
0.0942,1628
0.0996,1631
0.1052,1633
0.1106,1627
0.1163,1627
0.1217,1634
0.1274,1627
0.1331,1628
0.1385,1633
0.1442,1633
0.1496,1625
0.1553,1629
0.1607,1631
