Experiment: Mar_5_Turb_expt vial 2, Fri Mar  5 17:59:38 2021
0.0053,1613
0.0107,1610
0.0164,1607
0.0218,1610
0.0275,1611
0.0329,1610
0.0384,1606
0.0441,1610
0.0495,1611
0.0552,1607
0.0606,1608
0.0663,1611
0.0717,1606
0.0774,1606
0.0831,1613
0.0885,1609
0.0942,1605
0.0996,1609
0.1052,1612
0.1106,1607
0.1163,1608
0.1217,1610
0.1274,1607
0.1331,1604
0.1385,1612
0.1442,1609
0.1496,1605
0.1553,1610
0.1607,1608
