Experiment: Mar_5_Turb_expt vial 12, Fri Mar  5 17:59:38 2021
0.0053,1617
0.0107,1618
0.0164,1615
0.0218,1608
0.0275,1610
0.0329,1617
0.0384,1617
0.0441,1612
0.0495,1609
0.0552,1613
0.0606,1619
0.0663,1615
0.0717,1606
0.0774,1608
0.0831,1616
0.0885,1615
0.0942,1613
0.0996,1606
0.1052,1612
0.1106,1618
0.1163,1616
0.1217,1611
0.1274,1607
0.1331,1614
0.1385,1619
0.1442,1616
0.1496,1607
0.1553,1608
0.1607,1615
