Experiment: Mar_5_Turb_expt vial 15, Fri Mar  5 17:59:38 2021
0.0053,1636
0.0107,1630
0.0164,1626
0.0218,1628
0.0275,1634
0.0329,1636
0.0384,1629
0.0441,1624
0.0495,1631
0.0552,1635
0.0606,1638
0.0663,1631
0.0717,1624
0.0774,1626
0.0831,1635
0.0885,1638
0.0942,1636
0.0996,1626
0.1052,1627
0.1106,1632
0.1163,1638
0.1217,1636
0.1274,1626
0.1331,1628
0.1385,1630
0.1442,1635
0.1496,1636
0.1553,1628
0.1607,1626
