Experiment: Mar_5_Turb_expt vial 6, Fri Mar  5 17:59:38 2021
0.0053,1600
0.0107,1598
0.0164,1606
0.0218,1613
0.0275,1612
0.0329,1600
0.0384,1600
0.0441,1605
0.0495,1615
0.0552,1609
0.0606,1602
0.0663,1598
0.0717,1605
0.0774,1612
0.0831,1609
0.0885,1603
0.0942,1602
0.0996,1607
0.1052,1614
0.1106,1609
0.1163,1600
0.1217,1600
0.1274,1604
0.1331,1612
0.1385,1610
0.1442,1601
0.1496,1602
0.1553,1606
0.1607,1612
