Experiment: Apr29_heat_tst_expt vial 1, Fri Apr 29 15:10:05 2022
0.0028,0.0
0.0084,-0.0011716442062370824
0.0141,-0.0006418669179315412
0.0194,-0.0014738887254501926
0.0251,-0.004192216134123988
0.0307,-0.0054086116155555725
0.0361,-0.007500955955922622
0.0417,-0.00955445730533347
0.0474,-0.00877487735890009
0.0528,-0.008640998712167239
0.0584,-0.008943401158063469
0.0641,-0.012929308268644746
0.0695,-0.010238103939455998
0.0751,-0.01047297347532733
0.0808,-0.011599364398738363
0.0861,-0.010628920410656148
0.0918,-0.009945185726501535
0.0972,-0.012732155971560993
0.1028,-0.014074966673497294
0.1085,-0.014386892685683411
0.1138,-0.014908815800685968
0.1195,-0.014787972372210328
0.1252,-0.015268458759169087
0.1306,-0.015561335829954559
0.1362,-0.015096579935842833
0.1419,-0.015468960523749908
0.1472,-0.01388725878530414
0.1529,-0.012620552775453861
0.1583,-0.013263419816901337
0.1639,-0.011577220936046434
0.1696,-0.010734313264457826
0.175,-0.013362280524576498
0.1806,-0.01124636686343608
0.1863,-0.014574627975694476
0.1917,-0.013432067831083652
0.1973,-0.011249528910517392
0.203,-0.013228538693786068
0.2084,-0.01572367625427723
0.2139,-0.016268032055824944
0.2196,-0.013104286167768722
0.225,-0.015071147299296206
0.2306,-0.016449502708247313
0.2363,-0.016764688650981463
0.2417,-0.015618596680256377
0.2473,-0.016936621871110932
0.253,-0.01761804031484189
0.2583,-0.01746202553276388
0.264,-0.016443134111258
0.2696,-0.014759196445582115
0.2751,-0.013530918408194231
