Experiment: Apr29_heat_tst_expt vial 5, Fri Apr 29 15:10:06 2022
0.0028,0.0
0.0084,-0.0012899285252714332
0.0141,-0.0025285957230443135
0.0194,-0.005111128536715359
0.0251,-0.006494498671214544
0.0307,-0.009041575929175871
0.0361,-0.011028651358663377
0.0417,-0.01386794719804818
0.0474,-0.015360440259596153
0.0528,-0.01846690326950229
0.0584,-0.017561915330095212
0.0641,-0.0194757337349466
0.0695,-0.02140398365813867
0.0751,-0.022336956900126048
0.0808,-0.022926803857867828
0.0861,-0.02232361601220023
0.0918,-0.023873749565886393
0.0972,-0.023006921907469335
0.1028,-0.025554558658406834
0.1085,-0.024226991537491416
0.1138,-0.025080709450509553
0.1195,-0.025854199633136732
0.1252,-0.025541156292278155
0.1306,-0.027934151267973717
0.1362,-0.028748517619074154
0.1419,-0.028592024455116993
0.1472,-0.02664572016623279
0.1529,-0.02665914384315704
0.1583,-0.026265551722725933
0.1639,-0.02604193688343448
0.1696,-0.0244638173700914
0.175,-0.024347397821877892
0.1806,-0.025831750363451866
0.1863,-0.027316742322021748
0.1917,-0.027961048154981905
0.1973,-0.02600170168778937
0.203,-0.029277001437717387
0.2084,-0.02950088056411937
0.2139,-0.031225080438656128
0.2196,-0.031041583778732118
0.225,-0.028408601333313577
0.2306,-0.031055091997644557
0.2363,-0.029093553370413527
0.2417,-0.029765229740130406
0.2473,-0.03133318225057502
0.253,-0.0299621867311618
0.2583,-0.03192430873198482
0.264,-0.02960871913411267
0.2696,-0.028645870216476133
0.2751,-0.02693651755164872
