Experiment: Apr29_heat_tst_expt vial 14, Fri Apr 29 15:10:06 2022
0.0028,0.0
0.0084,0.019622729205840628
0.0141,0.0012231769835935324
0.0194,0.007381053566607676
0.0251,-0.0009044315179131956
0.0307,0.009938400772263378
0.0361,0.007923468516692012
0.0417,-0.013657359863097795
0.0474,-0.012002571790841188
0.0528,-0.0033510925814539405
0.0584,0.0009733524023296525
0.0641,-0.0031701727928208356
0.0695,-0.0051172993523795895
0.0751,-0.013769485051057018
0.0808,-0.038796808807123995
0.0861,-0.007926273467214529
0.0918,-0.005909985117149574
0.0972,-0.008288210708492727
0.1028,-0.015424402155799655
0.1085,-0.011028673423096436
0.1138,-0.01585535188495335
0.1195,-0.010666688745383013
0.1252,-0.013769485051057018
0.1306,-0.0005426601069498105
0.1362,0.002627161956535673
0.1419,-0.01780363752933134
0.1472,-0.026167347229041127
0.1529,-0.005298234687334258
0.1583,-0.004324641637115434
0.1639,-0.025555097122628823
0.1696,-0.026529660377510922
0.175,-0.008900032078114961
0.1806,0.00024983748317986
0.1863,-0.005729041211562702
0.1917,-0.013476333839825827
0.1973,-0.0033510925814539405
0.203,-0.006090928623999403
0.2084,-0.008107242287218597
0.2139,-0.0092619848657165
0.2196,-0.012071471736751604
0.225,-0.020795244882176434
0.2306,-0.011640571566807978
0.2363,-0.022812796208860675
0.2417,-0.01567430094726241
0.2473,-0.001154291271108221
0.253,-0.01823462237562623
0.2583,-0.015424402155799655
0.264,-0.007495440795205255
0.2696,-0.025123997955544652
0.2751,-0.02847891887095244
