Experiment: Apr29_heat_tst_expt vial 4, Fri Apr 29 15:10:06 2022
0.0028,0.0
0.0084,0.0032344838834887923
0.0141,0.001699143090981181
0.0194,-0.00026613464677893717
0.0251,0.0029683212462252584
0.0307,0.0011668558760433712
0.0361,-0.001166829645683265
0.0417,-0.00026613464677893717
0.0474,0.0025998909536717463
0.0528,0.0
0.0584,-0.0035004102459588182
0.0641,0.0007984027311529474
0.0695,0.0037668085534292572
0.0751,0.0005322686889677186
0.0808,-0.0046671612005511065
0.0861,0.0037668085534292572
0.0918,0.007267718734876638
0.0972,0.002333737982450401
0.1028,0.0025998909536717463
0.1085,0.00026613444525125374
0.1138,-0.00026613464677893717
0.1195,-0.006734505551307279
0.1252,-0.001965206401653319
0.1306,0.0
0.1362,-0.0014329550294789328
0.1419,-0.0020675171417252614
0.1472,-0.0014329550294789328
0.1529,-0.0009007044634188333
0.1583,-0.004032624163134102
0.1639,-0.0005322694950855578
0.1696,0.00010227902780357567
0.175,-0.002599749181811717
0.1806,0.0
0.1863,-0.0035004102459588182
0.1917,-0.0005322694950855578
0.1973,-0.003766517103780842
0.203,-0.0016990806147987314
0.2084,0.0011668558760433712
0.2139,-0.001166829645683265
0.2196,-0.0005322694950855578
0.225,-0.0046671612005511065
0.2306,-0.004032624163134102
0.2363,0.0006345678549841693
0.2417,-0.00026613464677893717
0.2473,-0.0046671612005511065
0.253,-0.002333633061002871
0.2583,-0.002865865504148246
0.264,-0.00026613464677893717
0.2696,-0.003234303589664478
0.2751,-0.002599749181811717
