Experiment: Apr29_heat_tst_expt vial 3, Fri Apr 29 15:10:05 2022
0.0028,0.0
0.0084,-0.0006117238185088247
0.0141,-0.0004442010943902508
0.0194,0.0010096767306168042
0.0251,-0.0019434414537684574
0.0307,-0.003182316563294707
0.0361,-0.003106811038464774
0.0417,-0.005981265751472065
0.0474,-0.0033345850314050463
0.0528,-0.0055064946950775795
0.0584,-0.006058873778193807
0.0641,-0.007083731338212607
0.0695,-0.006180311400069138
0.0751,-0.005766284326689464
0.0808,-0.005491297282740559
0.0861,-0.0058885761946623205
0.0918,-0.006270625872289992
0.0972,-0.007372825366511959
0.1028,-0.008122594951577744
0.1085,-0.009255474526173701
0.1138,-0.00891781876692943
0.1195,-0.008674438157194264
0.1252,-0.006945310782310865
0.1306,-0.008750138535679075
0.1362,-0.009089066835145765
0.1419,-0.008307626899960674
0.1472,-0.007832592420233486
0.1529,-0.007264817555218461
0.1583,-0.006546350147792257
0.1639,-0.006073195339238557
0.1696,-0.00552243190628543
0.175,-0.007785126258183728
0.1806,-0.006515985139279978
0.1863,-0.0068078515007705676
0.1917,-0.00850561437231101
0.1973,-0.005399392775185197
0.203,-0.007603194602757601
0.2084,-0.007970019625973324
0.2139,-0.007970019625973324
0.2196,-0.007846740672654784
0.225,-0.007221183793802655
0.2306,-0.009314840050407613
0.2363,-0.008427726923196599
0.2417,-0.007571879345341093
0.2473,-0.00844504183696626
0.253,-0.009224019479216583
0.2583,-0.009898237344976968
0.264,-0.007632532913511403
0.2696,-0.006685558178395445
0.2751,-0.006806943809131272
