Experiment: Apr29_heat_tst_expt vial 2, Fri Apr 29 15:10:05 2022
0.0028,0.0
0.0084,-0.008253019237130566
0.0141,-0.005586118810808116
0.0194,-0.007375307935412842
0.0251,-0.010599906599389627
0.0307,-0.011730784665980709
0.0361,-0.014062449760114483
0.0417,-0.015676937201915514
0.0474,-0.013924686710819076
0.0528,-0.015924361923434473
0.0584,-0.017855562354402298
0.0641,-0.019868650032259294
0.0695,-0.018459780449218158
0.0751,-0.017717855256717048
0.0808,-0.01896560101670392
0.0861,-0.01772364296899638
0.0918,-0.02008179452314019
0.0972,-0.02241216923403578
0.1028,-0.024392567931281327
0.1085,-0.0245768949154732
0.1138,-0.02455353376401926
0.1195,-0.024184900228485302
0.1252,-0.023977253346834343
0.1306,-0.024846246741851125
0.1362,-0.023839642352188058
0.1419,-0.02355618911345915
0.1472,-0.024966293694219238
0.1529,-0.02263499624630643
0.1583,-0.02247990825509298
0.1639,-0.021161567562375715
0.1696,-0.02067891199234994
0.175,-0.02337776361521983
0.1806,-0.021208086058804247
0.1863,-0.02422324899482218
0.1917,-0.023699615715129546
0.1973,-0.02067891199234994
0.203,-0.024240763800399683
0.2084,-0.025329105648060506
0.2139,-0.024460093041154603
0.2196,-0.02408566728345367
0.225,-0.025530991607376825
0.2306,-0.02535833912679434
0.2363,-0.02572119630217066
0.2417,-0.02517984497790319
0.2473,-0.026994372831235687
0.253,-0.02468529059965968
0.2583,-0.026792382375395975
0.264,-0.025214917695901076
0.2696,-0.023901388167422426
0.2751,-0.02371711828030512
