Experiment: Apr29_heat_tst_expt vial 15, Fri Apr 29 15:10:06 2022
0.0028,0.0
0.0084,0.002642452231651049
0.0141,0.0015283792177314126
0.0194,0.003963599367313719
0.0251,0.0
0.0307,0.002435333291757047
0.0361,0.004663382942414529
0.0417,0.0013212524425441075
0.0474,0.0016068611961728152
0.0528,0.003756487896314553
0.0584,0.003549376791713854
0.0641,0.003756487896314553
0.0695,0.0006998743153801001
0.0751,0.0011141260337588221
0.0808,0.002228214718261512
0.0861,-0.0024355136635421104
0.0918,-0.0011141633830114017
0.0972,0.0016068611961728152
0.1028,0.0013212524425441075
0.1085,0.002228214718261512
0.1138,0.00020713424407858838
0.1195,0.0031351556817043047
0.1252,0.002928045676299007
0.1306,0.0013212524425441075
0.1362,0.005363161975015629
0.1419,0.0011141260337588221
0.1472,0.006684195963721606
0.1529,0.002435333291757047
0.1583,0.003756487896314553
0.1639,0.003756487896314553
0.1696,0.004870486211725478
0.175,0.002642452231651049
0.1806,0.0017355063593100795
0.1863,0.005077589847427788
0.1917,0.003963599367313719
0.1973,0.005077589847427788
0.203,0.005777351743859072
0.2084,0.0011141260337588221
0.2139,0.004870486211725478
0.2196,0.0028495715379399655
0.225,0.002435333291757047
0.2306,0.004663382942414529
0.2363,0.007305458759898187
0.2417,0.0015283792177314126
0.2473,0.004663382942414529
0.253,0.004663382942414529
0.2583,0.00557025667623634
0.264,0.002228214718261512
0.2696,0.00020713424407858838
0.2751,0.003342266053511622
